Basic Info,Commitment,Hardware Req,How To Pass,Language,Level,User Ratings,description,institutions,instructors,ratings,reviews,scrape_date,subjects,title,url
,"5 weeks of study, 2-4 hours/week",,Pass all graded assignments to complete the course.,"English, Subtitles: Mongolian",Beginner,4.8 starsAverage User Rating 4.8See what learners said,"About this course: Welcome to English for Business and Entrepreneurship, a course created by the University of Pennsylvania, and funded by the U.S. Department of State Bureau of Educational and Cultural Affairs, Office of English Language Programs. 

To enroll in this course for free, click on “Enroll now” and then select ""Full Course.  No certificate.""

This course is designed for non-native English speakers who are interested in learning more about the global business economy. In this course, you will learn about topics and language necessary to succeed in the international workplace.  You will explore business English through authentic readings and video lectures, while learning about business vocabulary, concepts, and issues. Unit 1 will provide an introduction to entrepreneurship by examining ideas, products, and opportunities. In unit 2, you will learn about the basics of market research, including how to identify an opportunity. The next unit in the course will focus on business plans, why these plans are important, and will give you a chance to practice composing a business plan. In the final unit of the course, we will present basics for funding a business and will help you create a persuasive presentation, or pitch, based on a business plan. 

Unless otherwise noted, all course materials are available for re-use, repurposing and free distribution under a Creative Commons 4.0 Attribution license.

Supplemental reading materials were provided by Newsela, which publishes daily news articles at a level that's just right for each English language learner.",Created by:  University of Pennsylvania,"['Taught by:\xa0\xa0Amy Nichols, Manager of International Research and Program Development', 'Taught by:\xa0\xa0James Riedel, Executive Director ']","Rated 4.8 out of 5 of 1,019 ratings",See all 340 reviews,2018-05-30,"['Home', 'Language Learning', 'Learning English']",English for Business and Entrepreneurship,https://www.coursera.org/learn/business
,,,Pass all graded assignments to complete the course.,"English, Subtitles: Chinese (Traditional)",,4.8 starsAverage User Rating 4.8See what learners said,"About this course: This course will focus on the historical and cultural background, literary aesthetics, music, and performance of Kunqu, China’s classical opera. After viewing the lecture videos presented by scholars and renowned maestros in the field of Kunqu, students’ understanding and appreciation of Chinese performing arts, classical literature and traditional culture will be enhanced.",Created by:  The Chinese University of Hong Kong,"['Taught by:\xa0\xa0Prof. Wei Hua 華瑋, Professor and Division Head', 'Taught by:\xa0\xa0Prof. Kenneth Hsien-yung Pai 白先勇, Wei Lun Professor of Humanities', 'Taught by:\xa0\xa0Prof. Lindy Li Mark 李林德, Professor Emerita']",Rated 4.8 out of 5 of 105 ratings,See all 34 reviews,2018-05-30,"['Home', 'Arts and Humanities', 'Music and Art']",The Beauty of Kunqu Opera,https://www.coursera.org/learn/kunqu-opera
Course 3 of 5 in the Big Data for Data Engineers Specialization ,"5 weeks of study, 6-8 hours/week","Windows, MacOS, Linux (Ubuntu/Debian/RedHat).  min-max req: 2-4 CPU, 4-8 GB RAM, 20-50 GB disk space",Pass all graded assignments to complete the course.,English,Advanced,4.2 starsAverage User Rating 4.2See what learners said,"About this course: Machine learning is transforming the world around us. To become successful, you’d better know what kinds of problems can be solved with machine learning, and how they can be solved. Don’t know where to start? The answer is one button away.
 
During this course you will:
- Identify practical problems which can be solved with machine learning
- Build, tune and apply linear models with Spark MLLib
- Understand methods of text processing
- Fit decision trees and boost them with ensemble learning
- Construct your own recommender system.
 
As a practical assignment, you will 
- build and apply linear models for classification and regression tasks; 
- learn how to work with texts; 
- automatically construct decision trees and improve their performance with ensemble learning; 
- finally, you will build your own recommender system!

With these skills, you will be able to tackle many practical machine learning tasks.
 
We provide the tools, you choose the place of application to make this world of machines more intelligent.

Special thanks to:
- Prof. Mikhail Roytberg, APT dept., MIPT, who was the initial reviewer of the project, the supervisor and mentor of half of the BigData team. He was the one, who helped to get this show on the road.
- Oleg Sukhoroslov (PhD, Senior Researcher at IITP RAS), who has been teaching  MapReduce, Hadoop and friends since 2008. Now he is leading the infrastructure team.
- Oleg Ivchenko (PhD student APT dept., MIPT), Pavel Akhtyamov (MSc. student at APT dept., MIPT) and Vladimir Kuznetsov (Assistant at P.G. Demidov Yaroslavl State University), superbrains who have developed and now maintain the infrastructure used for practical assignments in this course.
- Asya Roitberg, Eugene Baulin, Marina Sudarikova. These people never sleep to babysit this course day and night, to make your learning experience productive, smooth and exciting.",Created by:  Yandex,"['Taught by:\xa0\xa0Vladimir Lesnichenko', 'Taught by:\xa0\xa0Pavel Mezentsev , Senior Data Scientist', 'Taught by:\xa0\xa0Emeli Dral ', 'Taught by:\xa0\xa0Alexey A. Dral, Head of Big Data and Machine Learning', 'Taught by:\xa0\xa0Ilya Trofimov, Principal Data Scientist', 'Taught by:\xa0\xa0Evgeny Frolov, Data Scientist, PhD Student @Skoltech']",Rated 4.2 out of 5 of 20 ratings,See all 3 reviews,2018-05-30,"['Home', 'Data Science', 'Machine Learning']",Big Data Applications: Machine Learning at Scale,https://www.coursera.org/learn/machine-learning-applications-big-data
,,,Pass all graded assignments to complete the course.,"Korean, Subtitles: English",Beginner,,"About this course: Science and Technology in the Silla Heritage

The course explores the scientific and technological aspects of the cultural heritage of Silla, an ancient dynasty in Korea, and its relationship with other ancient civilizations in the world. The lecture series will cover major cultural heritage of Silla: Bulguksa, Seokguram, Cheomseongdae, Poseokjeong, the Sacred Bell of Great King Seongdeok, and metallurgy.

Modern development in science and technology occurred mostly in the West. But during ancient times,various developments were madein science and technology in many countries outside of the West. In that sense, this series of lectures aims to obtain better understanding of the development in science and technology in the Silla dynasty through scientific and technological analysis of Silla cultural properties.",Created by:  Pohang University of Science and Technology,"['Taught by:\xa0\xa0YOUM, Young-il, Professor', 'Taught by:\xa0\xa0Im, Gyeong Soon, Professor ', 'Taught by:\xa0\xa0Kim, Kang-Tae, Professor', 'Taught by:\xa0\xa0LEE, Chunghyoung, Professor']",,,2018-05-30,"['Home', 'Arts and Humanities', 'Music and Art']",Science and Technology in the Silla Cultural Heritage,https://www.coursera.org/learn/silla-science-technology
,2-4 hours/week,,Pass all graded assignments to complete the course.,"English, Subtitles: Russian, Romanian",Beginner,4.8 starsAverage User Rating 4.8See what learners said,"About this course: We have learned a lot recently about how the Universe evolved in 13.7 billion years since the Big Bang. More than 80% of matter in the Universe is mysterious Dark Matter, which made stars and galaxies to form. The newly discovered Higgs-boson became frozen into the Universe a trillionth of a second after the Big Bang and brought order to the Universe. Yet we still do not know how ordinary matter (atoms) survived against total annihilation by Anti-Matter. The expansion of the Universe started acceleration about 7 billion years ago and the Universe is being ripped apart. The culprit is Dark Energy, a mysterious energy multiplying in vacuum. I will present evidence behind these startling discoveries and discuss what we may learn in the near future.

This course is offered in English.",Created by:  The University of Tokyo,"['Taught by:\xa0\xa0Hitoshi Murayama, Director, Kavli Institute for the Physics and Mathematics of the Universe (Kavli IPMU), Todai Institutes for Advanced Study (TODIAS)']","Rated 4.8 out of 5 of 1,255 ratings",See all 326 reviews,2018-05-30,"['Home', 'Physical Science and Engineering', 'Physics and Astronomy']",From the Big Bang to Dark Energy,https://www.coursera.org/learn/big-bang
"Course 1 of 4 in the Effective Communication: Writing, Design, and Presentation Specialization ","4 weeks of study, 1-3 hours/week",,Pass all graded assignments to complete the course.,English,Beginner,4.8 starsAverage User Rating 4.8See what learners said,"About this course: Writing well is one of the most important skills you can learn for success in the business world. Knowing how to write well allows you to deliver your ideas with the power they deserve. Good writing also conveys a sense of your professional excellence to the world around you. In this course, you'll master the simple, effective skills that drive all successful business writing. You'll create impactful documents that not only showcase your ideas, but showcase your own professionalism to your audience.

The principles you learn in this course enable you to become a great business writer. They also provide the foundation for moving into Graphic Design and Successful Presentation, so that you can unleash your best professional self whenever--and however--you present your ideas in the workplace.",Created by:  University of Colorado Boulder,"['Taught by:\xa0\xa0Dr. Quentin McAndrew, Instructor']",Rated 4.8 out of 5 of 514 ratings,See all 166 reviews,2018-05-30,"['Home', 'Business', 'Business Essentials']",Business Writing,https://www.coursera.org/learn/writing-for-business
,,,Pass all graded assignments to complete the course.,"English, Subtitles: Kazakh",,4.6 starsAverage User Rating 4.6See what learners said,"About this course: This course is for anyone who would like to apply their technical skills to creative work ranging from video games to art installations to interactive music, and also for artists who would like to use programming in their artistic practice. 

This course will teach you how to develop and apply programming skills to creative work. This is an important skill within the development of creative mobile applications, digital music and video games. It will teach the technical skills needed to write software that make use of images, audio and graphics, and will concentrate on the application of these skills to creative projects. Additional resources will be provided for students with no programming background. 

At the end of this course, you will be able to:

* Write creative, audiovisual programs in the Processing environment that run on desktop and mobile 
* Programatically manipulate sound in creative ways 
* Display images and image sequences
* Generate interactive, algorithmic graphics
* Work with a 2D physics engine to create a basic game","Created by:  University of London, Goldsmiths, University of London","['Taught by:\xa0\xa0Dr Marco Gillies, Senior Lecturer', 'Taught by:\xa0\xa0Dr Matthew Yee-King, Lecturer', 'Taught by:\xa0\xa0Dr Mick Grierson, Reader']",Rated 4.6 out of 5 of 33 ratings,See all 5 reviews,2018-05-30,"['Home', 'Computer Science', 'Software Development']",Creative Programming for Digital Media & Mobile Apps,https://www.coursera.org/learn/digitalmedia
,2-3 hours/week,,Pass all graded assignments to complete the course.,English,,4.8 starsAverage User Rating 4.8See what learners said,"About this course: In this course, you'll learn what every citizen should know about the security risks--and future potential — of electronic voting and Internet voting. We'll take a look at the past, present, and future of election technologies and explore the various spaces intersected by voting, including computer security, human factors, public policy, and more.",Created by:  University of Michigan,"['Taught by:\xa0\xa0J. Alex Halderman, Associate Professor']",Rated 4.8 out of 5 of 92 ratings,See all 30 reviews,2018-05-30,"['Home', 'Computer Science', 'Computer Security and Networks']",Securing Digital Democracy,https://www.coursera.org/learn/digital-democracy
Course 3 of 4 in the Become a Sustainable Business Change Agent Specialization ,,Access to Excel would be very helpful for the final peer reviewed assessment. A financial or scientific calculator can also be used,Pass all graded assignments to complete the course.,English,Beginner,4.7 starsAverage User Rating 4.7See what learners said,"About this course: This is class 3 in the MOOC specialization, Become a Sustainable Business Change Agent.

This class looks at the big issues companies are fixing - climate change, water, worker satisfaction and supply chain issues.
You will learn tools to help your company address these issues intelligently.

The class ends with an assignment to set a science-based carbon reduction target for a small company.  Tis is absolutely cutting edge material.  Only about 300 companies in the whole world are doing this as of July 2017.  You could put your company in the elite group!

With the knowledge and tools you have acquired from the 3 classes in this specialization you are well on your way to making a difference in your company, and making the future brighter for everyone.

Thank you for being part of this program!",Created by:  University of Colorado System,"['Taught by:\xa0\xa0John Byrd, Senior Instructor', 'Taught by:\xa0\xa0Kenneth Bettenhausen, Professor']",Rated 4.7 out of 5 of 3 ratings,See all reviews,2018-05-30,"['Home', 'Business', 'Leadership and Management']","Sustainable Business: Big Issues, Big Changes",https://www.coursera.org/learn/sustainable-business-changes
Course 3 of 5 in the User Interface Design Specialization ,"4 weeks of study, 3-7 hours per week",,Pass all graded assignments to complete the course.,English,,4.7 starsAverage User Rating 4.7See what learners said,"About this course: In this course you will learn how to design and prototype user interfaces to address the users and tasks identified in user research.  Through a series of lectures and exercises, you will learn and practice paper- and other low-fidelity prototyping techniques; you will learn and apply principles from graphic design, including design patterns; you will learn to write a design rationale; and you will learn how to design for specific populations and situations, including principles and practices of accessible design.",Created by:  University of Minnesota,"['Taught by:\xa0\xa0Loren Terveen, Professor', 'Taught by:\xa0\xa0Haiyi Zhu, Assistant Professor', 'Taught by:\xa0\xa0Lana Yarosh, Assistant Professor', 'Taught by:\xa0\xa0Dr. Brent Hecht, Assistant Professor', 'Taught by:\xa0\xa0Joseph A Konstan, Distinguished McKnight Professor and Distinguished University Teaching Professor']",Rated 4.7 out of 5 of 159 ratings,See all 20 reviews,2018-05-30,"['Home', 'Computer Science', 'Design and Product']",Prototyping and Design,https://www.coursera.org/learn/prototyping-design
