Basic Info,Commitment,Hardware Req,How To Pass,Language,Level,User Ratings,description,institutions,instructors,ratings,reviews,scrape_date,subjects,title,url
Course 2 of 5 in the Data Analysis and Interpretation Specialization ,,,Pass all graded assignments to complete the course.,English,,4.5 starsAverage User Rating 4.5See what learners said,"About this course: In this course, you will develop and test hypotheses about your data. You will learn a variety of statistical tests, as well as strategies to know how to apply the appropriate one to your specific data and question. Using your choice of two powerful statistical software packages (SAS or Python), you will explore ANOVA, Chi-Square, and Pearson correlation analysis. This course will guide you through basic statistical principles to give you the tools to answer questions you have developed. Throughout the course, you will share your progress with others to gain valuable feedback and provide insight to other learners about their work.",Created by:  Wesleyan University,"['Taught by:\xa0\xa0Jen Rose, Research Professor', 'Taught by:\xa0\xa0Lisa Dierker, Professor']",Rated 4.5 out of 5 of 298 ratings,See all 63 reviews,2018-05-30,"['Home', 'Data Science', 'Data Analysis']",Data Analysis Tools,https://www.coursera.org/learn/data-analysis-tools
,,,Pass all graded assignments to complete the course.,"English, Subtitles: Italian, Spanish, Portuguese (Brazilian), Chinese (Simplified)",Beginner,4.6 starsAverage User Rating 4.6See what learners said,"About this course: How to Avoid Fallacies

Think Again: How to Reason and Argue
Reasoning is important. This series of four short courses will teach you how to do it well. You will learn simple but vital rules to follow in thinking about any topic at all and common and tempting mistakes to avoid in reasoning. We will discuss how to identify, analyze, and evaluate arguments by other people (including politicians, used car salesmen, and teachers) and how to construct arguments of your own in order to help you decide what to believe or what to do. These skills will be useful in dealing with whatever matters most to you.

Courses at a Glance:
All four courses in this series are offered through sessions which run every four weeks. We suggest sticking to the weekly schedule to the best of your ability. If for whatever reason you fall behind, feel free to re-enroll in the next session.We also suggest that you start each course close to the beginning of a month in order to increase the number of peers in the discussion forums who are working on the same material as you are. While each course can be taken independently, we suggest you take the four courses in order.

Course 1 - Think Again I: How to Understand Arguments
Course 2 - Think Again II: How to Reason Deductively
Course 3 - Think Again III: How to Reason Inductively
Course 4 - Think Again IV: How to Avoid Fallacies

About This Course in the Series:
We encounter fallacies almost everywhere we look. Politicians, salespeople, and children commonly use fallacies in order to get us to think what they want us to think. Think Again: Fallacies will show how to identify and avoid many of the fallacies that people use to get us to think the way they want us to think.

In this course, you will learn about fallacies. Fallacies are arguments that suffer from one or more common but avoidable defects:  equivocation, circularity, vagueness, etc. It’s important to learn about fallacies so that you can recognize them when you see them, and not be fooled by them. It’s also important to learn about fallacies so that you avoid making fallacious arguments yourself.

Suggested Readings
Students who want more detailed explanations or additional exercises or who want to explore these topics in more depth should consult Understanding Arguments: An Introduction to Informal Logic, Ninth Edition, Concise, Chapters 13-17, by Walter Sinnott-Armstrong and Robert Fogelin.

Course Format
Each week will be divided into multiple video segments that can be viewed separately or in groups. There will be short ungraded quizzes after each segment (to check comprehension) and a longer graded quiz at the end of the course.",Created by:  Duke University,"['Taught by:\xa0\xa0Dr. Walter  Sinnott-Armstrong, Professor', 'Taught by:\xa0\xa0Dr. Ram  Neta, Professor ']",Rated 4.6 out of 5 of 112 ratings,See all 21 reviews,2018-05-30,"['Home', 'Personal Development']",Think Again IV: How to Avoid Fallacies,https://www.coursera.org/learn/logical-fallacies
,8-16 hours/week,,Pass all graded assignments to complete the course.,English,Intermediate,4.9 starsAverage User Rating 4.9See what learners said,"About this course: This course is an introduction to the basic concepts of programming languages, with a strong emphasis on functional programming. The course uses the languages ML, Racket, and Ruby as vehicles for teaching the concepts, but the real intent is to teach enough about how any language “fits together” to make you more effective programming in any language -- and in learning new ones.

This course is neither particularly theoretical nor just about programming specifics -- it will give you a framework for understanding how to use language constructs effectively and how to design correct and elegant programs. By using different languages, you will learn to think more deeply than in terms of the particular syntax of one language. The emphasis on functional programming is essential for learning how to write robust, reusable, composable, and elegant programs. Indeed, many of the most important ideas in modern languages have their roots in functional programming. Get ready to learn a fresh and beautiful way to look at software and how to have fun building it.

The course assumes some prior experience with programming, as described in more detail in the first module.

The course is divided into three Coursera courses: Part A, Part B, and Part C.  As explained in more detail in the first module of Part A, the overall course is a substantial amount of challenging material, so the three-part format provides two intermediate milestones and opportunities for a pause before continuing.  The three parts are designed to be completed in order and set up to motivate you to continue through to the end of Part C.  The three parts are not quite equal in length: Part A is almost as substantial as Part B and Part C combined.

Week 1 of Part A has a more detailed list of topics for all three parts of the course, but it is expected that most course participants will not (yet!) know what all these topics mean.",Created by:  University of Washington,"['Taught by:\xa0\xa0Dan  Grossman, Professor']",Rated 4.9 out of 5 of 780 ratings,See all 221 reviews,2018-05-30,"['Home', 'Computer Science', 'Software Development']","Programming Languages, Part A",https://www.coursera.org/learn/programming-languages
,4-8 hours/week,,Pass all graded assignments to complete the course.,English,,4.6 starsAverage User Rating 4.6See what learners said,"About this course: In this political science course you will learn about the twin concepts of federalism and decentralization. You will develop an understanding of the core ideas that federalism and decentralization rest on, and study the building blocks that make them both work. Following a general overview of both federalism and decentralization, we will examine a number of case-studies from Africa where federalism and decentralization have been changing the continent’s political landscape in the last twenty years, coinciding with unprecedented levels of economic growth. 

What is federalism and how is it different from decentralization? What are the core ideas behind these concepts? Do federalism and decentralization enhance democracy, governance and diversity? Is that why virtually all countries south of the Sahara are now either federal or decentralized? We will be looking at Africa's track-record in order to answer these questions.

By the end of the course, you will have acquired a general knowledge of federalism/decentralization and additional empirical knowledge of a number of African cases.  Upon completion you will also acquire the ability to unpack and understand a variety of potential consequences of federalism/decentralization reforms in the developing world.",Created by:  Universiteit Leiden,['Taught by:\xa0\xa0Dr. Jan Erk'],Rated 4.6 out of 5 of 77 ratings,See all 19 reviews,2018-05-30,"['Home', 'Social Sciences', 'Governance and Society']",Federalism & Decentralization: Evaluating Africa's Track Record,https://www.coursera.org/learn/decentralization-africa
,,,Pass all graded assignments to complete the course.,English,Beginner,,"About this course: This course provides instruction and strategies to support you in developing a course that is inclusive to students with a wide range of abilities, including students with disabilities. We cover effective practices to increase inclusion and avoid some of the common accessibility issues that can arise in an online course.

In particular, Basics of Inclusive Design Online covers course organization, the accessibility of Microsoft Office and PDF documents, making course instruction pages accessible, captioning of videos, making images accessible, and designing for learning differences. We also discuss how inclusive course materials can help all students, including students without disabilities.

This course will appeal to those who want both a broad overview of the range of accessibility considerations and also a step-by-step guide of how to check documents for accessibility, caption a video, or prepare course content for non-visual users.

Course logo credit: ""web accessibility word cloud"" by Jill Wright (https://goo.gl/xyUoeU). 
Copyright - some rights remain. See https://creativecommons.org/licenses/by/2.0/",Created by:  University of Colorado Boulder,"['Taught by:\xa0\xa0Emily Moore, Director of Research and Accessibility, PhET Interactive Simulations', 'Taught by:\xa0\xa0Howard Kramer, Accessibility Specialist', 'Taught by:\xa0\xa0Clayton Lewis, Professor']",,,2018-05-30,"['Home', 'Social Sciences', 'Education']",Basics of Inclusive Design for Online Education,https://www.coursera.org/learn/inclusive-design
Course 6 of 6 in the Architecting with Google Cloud Platform Specialization ,"2 weeks of study, 6-8 hours/week",You'll need a desktop web browser to run this course's interactive labs via Qwiklabs.,Pass all graded assignments to complete the course.,English,Intermediate,4.7 starsAverage User Rating 4.7See what learners said,"About this course: This online course equips students to build highly reliable and efficient solutions on Google Cloud Platform, using proven design patterns and principles derived from Google Site Reliability Engineering (SRE). It is a continuation of the Architecting with Google Cloud Platform Specialization and assumes hands-on experience with the technologies covered in the other courses in the specialization.
Through a combination of presentations, challenges, and hands-on labs, participants learn to design GCP deployments that are highly reliable and secure; and how to operate GCP deployments in a highly available and cost-effective manner.

This course teaches participants the following skills:
● Design for high availability, scalability, and maintainability.
● Assess tradeoffs and make sound choices among Google Cloud Platform products..
● Integrate on-premises and cloud resources.
● Identify ways to optimize resources and minimize cost.
● Implement processes that minimize downtime, such as monitoring and alarming, unit and integration testing, production resilience testing, and incident post-mortem analysis.
● Implement policies that minimize security risks, such as auditing, separation of duties and least privilege.
● Implement technologies and processes that assure business continuity in the event of a disaster.

Prerequisites
● Completion of prior courses in the Architecting with Google Cloud Platform Specialization or equivalent experience
● Basic proficiency with command-line tools and Linux operating system environments
● Systems Operations experience including deploying and managing applications, either on-premises or in a public cloud
environment",Created by:  Google Cloud,,Rated 4.7 out of 5 of 279 ratings,See all 29 reviews,2018-05-30,"['Home', 'Information Technology', 'Cloud Computing']",Reliable Cloud Infrastructure: Design and Process,https://www.coursera.org/learn/cloud-infrastructure-design-process
Course 3 of 4 in the ELL Success in the Content Classroom: Teacher Toolbox Series Specialization ,"6 weeks of study, 1-3 hours/week",,Pass all graded assignments to complete the course.,English,,4.5 starsAverage User Rating 4.5See what learners said,"About this course: In this course, you will learn how to better and more successfully engage your ELL(s) and their families in the school and community. You will learn how to engage your ELL student in the classroom setting as well as in various aspects of the school including extracurricular activities and the inner workings of the school and education system.  You will also be introduced to strategies for engaging the families of your ELL students in the school community and the wider community of your city and state.  You will interact with a variety of case studies that highlight teachers, schools, and communities in different cities throughout the United States and the ways in which they successfully engage ELLs and their families.  From sharing their experience, you will have the tools necessary to implement strategies and procedures for engaging your ELLs and their families. 

Upon completing this course, you will be able to:
       * Define the culture of ELLs in K-12 classrooms across the U.S.
       * Recognize cultural impact on learning and formal education 
       * Assess your school’s engagement of ELLs and their families
       * Incorporate culturally sensitive techniques to engage ELLs in the classroom and school 
       * Implement strategies for engaging ELLs’ families in the school and larger community  
       * Design a plan for engagement of ELLs and their families in your school  
       * Create a checklist for school and community resources for engaging ELLs and 
          their families",Created by:  Arizona State University,"['Taught by:\xa0\xa0Claire McLaughlin, Senior International Educator', 'Taught by:\xa0\xa0Ellen Manos, Senior International Educator']",Rated 4.5 out of 5 of 33 ratings,See all 12 reviews,2018-05-30,"['Home', 'Social Sciences', 'Education']",Engaging ELLs and Their Families in the School and Community,https://www.coursera.org/learn/ell-families
,"6 weeks of study, 2-3 hours/week",,Pass all graded assignments to complete the course.,"English, Subtitles: Chinese (Traditional), Chinese (Simplified), Vietnamese, Russian, Spanish",,4.8 starsAverage User Rating 4.8See what learners said,"About this course: What are the determinants of a happy and fulfilling life?

This is surely one of life’s biggest questions, and a question that has interested many of our ancestors. Buddha famously gave up his kingdom in search of happiness. Several Greek philosophers (from Aristotle to Epicurus and Plato to Socrates) had their own views on what it takes to be happy. And of course, we all have our own theories about happiness too.

How valid are our theories?

Until recently, if you wished for an answer to this question, you would've been forced to base it on discussions with spiritual leaders. Or, if you were lucky, you could've based it on late-night (and perhaps intoxicant-fueled) conversations with friends and family. Happily, all that has changed now. Over the past decade-and-a-half, scientists have gotten into the act big time. We now have a pretty good idea of what it takes to lead a happy and fulfilling life.

This course, based on the award-winning class offered both at the Indian School of Business and at the McCombs School of Business at The University of Texas at Austin, developed by Prof. Raj Raghunathan (aka ""Dr. Happy-smarts"") draws content from a variety of fields, including psychology, neuroscience, and behavioral decision theory to offer a tested and practical recipe for leading a life of happiness and fulfillment. 

Although not mandatory, reading Prof. Raj's forthcoming book, titled If you're so smart, why aren't you happy? can help you review and assimilate the material covered in this book at your leisure. 

For Coursera learners alone, the hardcover version of the book is available for a deep discount of 50%, plus shipping and handling. You can order the hardcover for 50% off by writing to Aaron at: Aaron@800ceoread.com. Please mention that you are a student of the ""coursera happiness course"" in your email. 

The course will feature guest appearances by several well-known thought leaders, including:
      - Dan Ariely (author of Predictably Irrational and, soon to be released, Irrationally Yours),
      - Ed Diener (“Dr. Happiness”),
      - Mihaly Csikszentmihalyi (author of Flow),

By taking this course, you will discover the answers to questions such as:
      - Why aren’t the smart-and-the-successful as happy as they could—or should—be
      - What are the “7 Deadly Happiness Sins” that even the smart and the successful commit?, and
      - What are the “7 Habits of the Highly Happy” and how can you implement them in your life?

By the end of the course, I expect students who have been diligent with the lectures and exercises to not just gain a deeper understanding of the science of happiness, but to also be significantly happier.",Created by:  Indian School of Business,['Taught by:\xa0\xa0Dr. Rajagopal Raghunathan'],"Rated 4.8 out of 5 of 3,054 ratings","See all 1,025 reviews",2018-05-30,"['Home', 'Social Sciences', 'Psychology']",A Life of Happiness and Fulfillment,https://www.coursera.org/learn/happiness
,"4 weeks of study, 2 hours per week for weeks 1 - 3 and 3 hours of work for week 4",,Pass all graded assignments to complete the course.,English,Beginner,4.8 starsAverage User Rating 4.8See what learners said,"About this course: Digital transformation is a hot topic--but what exactly is it and what does it mean for companies? In this course, we talk about digital transformation in two ways. First we discuss the pace of change and the imperative it creates for businesses. Next we provide the context for this transformation and what it takes to win in the digital age. Then we walk through BCG's proprietary framework, which helps you identify key areas to digitize, including strategy, core processes, and technology.

By the end of this course, you'll be able to:
--describe the underlying economics of innovation, technology, and market disruptions
--weigh the pros and cons of current digital technologies driving advancement
--utilize BCG's digital transformation framework as a """"how-to"""" for digitizing your organization","Created by:  BCG, University of Virginia","['Taught by:\xa0\xa0Michael Lenox, Senior Associate Dean and Chief Strategy Officer', 'Taught by:\xa0\xa0Amane Dannouni, Principal at The Boston Consulting Group, Singapore', 'Taught by:\xa0\xa0Sonja Rueger, Project Leader, The Boston Consulting Group', 'Taught by:\xa0\xa0Ching Fong Ong, Senior Partner and Managing Director, The Boston Consulting Group']",Rated 4.8 out of 5 of 127 ratings,See all 36 reviews,2018-05-30,"['Home', 'Business', 'Leadership and Management']",Digital Transformation,https://www.coursera.org/learn/bcg-uva-darden-digital-transformation
,,,Pass all graded assignments to complete the course.,"English, Subtitles: Vietnamese",Beginner,4.6 starsAverage User Rating 4.6See what learners said,"About this course: What is innovation management? How do firms bring in new business models and get new products and services to the market? Go on a nine-week journey through innovation management concepts, theories of idea generation, selection, strategy formulation and implementation in this MOOC in Innovation Management. In it, you will also learn the tools for implementing innovation projects yourself. 

Guided by world-class academics, you will develop an innovative mindset and expertise in how firms successfully create new ideas for marketing new products. The syllabus also includes sessions about innovation strategy, idea management and social networks.

During this course, you will learn how to:
•	use the main innovation management terminology and concepts
•	explain the adoption life cycle and innovation adoption at the individual level
•	define creativity and explain how creativity can be stimulated
•	recognise and describe three types of idea management systems
•	explain what an innovation strategy is and why it is important
•	describe what a product portfolio is 
•	explain how innovation projects should be selected and managed
•	explain the importance of teams, team structures and networks for innovation.

Rotterdam School of Management, Erasmus University (RSM) is one of Europe’s leading business schools, and ranked among the top three for research. RSM’s primary focus is on developing business leaders with international careers who carry their innovative mindset into a sustainable future. Go to www.rsm.nl for more information.

This nine-week MOOC in Innovation Management is taught in English. There is no fee to participate in the programme.",Created by:  Erasmus University Rotterdam,"['Taught by:\xa0\xa0Serge Rijsdijk, Assistant Professor', 'Taught by:\xa0\xa0Jan van den Ende, Professor', 'Taught by:\xa0\xa0Sandra Langeveld, Teaching and research coordinator', 'Taught by:\xa0\xa0Murat Tarakci, Assistant Professor', 'Taught by:\xa0\xa0Stefano Tasselli, Assistant Professor', 'Taught by:\xa0\xa0Daan Stam, Associate Professor', 'Taught by:\xa0\xa0Dirk Deichmann, Assistant Professor']",Rated 4.6 out of 5 of 363 ratings,See all 96 reviews,2018-05-30,"['Home', 'Business', 'Business Strategy']",Innovation Management,https://www.coursera.org/learn/innovation-management
