Basic Info,Commitment,Hardware Req,How To Pass,Language,Level,User Ratings,description,institutions,instructors,ratings,reviews,scrape_date,subjects,title,url
Course 5 of 6 in the Power Electronics Specialization ,"4 weeks of study, 2-4 hours/week",,Pass all graded assignments to complete the course.,English,Intermediate,4.8 starsAverage User Rating 4.8See what learners said,"About this course: This course covers the analysis and design of magnetic components, including inductors and transformers, used in power electronic converters. The course starts with an introduction to physical principles behind inductors and transformers, including the concepts of inductance, core material saturation, airgap and energy storage in inductors, reluctance and magnetic circuit modeling, transformer equivalent circuits, magnetizing and leakage inductance. Multi-winding transformer models are also developed, including inductance matrix representation, for series and parallel structures. Modeling of losses in magnetic components covers core and winding losses, including skin and proximity effects. Finally, a complete procedure is developed for design optimization of inductors in switched-mode power converters.  

After completing this course, you will: 
●  Understand the fundamentals of magnetic components, including inductors and transformers 
●  Be able to analyze and model losses in magnetic components, and understand design trade-offs  
●  Know how to design and optimize inductors for switched-mode power converters 
 
This course assumes ONLY prior completion of Introduction to Power Electronics and Converter Circuits.",Created by:  University of Colorado Boulder,"['Taught by:\xa0\xa0Dr. Khurram Afridi, Assistant Professor']",Rated 4.8 out of 5 of 190 ratings,See all 44 reviews,2018-05-30,"['Home', 'Physical Science and Engineering', 'Electrical Engineering']",Magnetics for Power Electronic Converters,https://www.coursera.org/learn/electronic-converters
Course 1 of 3 in the Probabilistic Graphical Models  Specialization ,,,Pass all graded assignments to complete the course.,English,Advanced,4.7 starsAverage User Rating 4.7See what learners said,"About this course: Probabilistic graphical models (PGMs) are a rich framework for encoding probability distributions over complex domains: joint (multivariate) distributions over large numbers of random variables that interact with each other. These representations sit at the intersection of statistics and computer science, relying on concepts from probability theory, graph algorithms, machine learning, and more. They are the basis for the state-of-the-art methods in a wide variety of applications, such as medical diagnosis, image understanding, speech recognition, natural language processing, and many, many more. They are also a foundational tool in formulating many machine learning problems. 

This course is the first in a sequence of three. It describes the two basic PGM representations: Bayesian Networks, which rely on a directed graph; and Markov networks, which use an undirected graph. The course discusses both the theoretical properties of these representations as well as their use in practice. The (highly recommended) honors track contains several hands-on assignments on how to represent some real-world problems. The course also presents some important extensions beyond the basic PGM representation, which allow more complex models to be encoded compactly.",Created by:  Stanford University,"['Taught by:\xa0\xa0Daphne Koller, Professor']",Rated 4.7 out of 5 of 781 ratings,See all 178 reviews,2018-05-30,"['Home', 'Data Science', 'Machine Learning']",Probabilistic Graphical Models 1: Representation,https://www.coursera.org/learn/probabilistic-graphical-models
,,,Pass all graded assignments to complete the course.,"English, Subtitles: Romanian",Beginner,4.9 starsAverage User Rating 4.9See what learners said,"About this course: What happens when creativity and science come together?  The power to design our world is unleashed, providing tools to inform choices about how we live!  Geodesign is the glue—it’s a process that deploys creativity to connect information to people, using collaboration to better inform how we design our world.

This course includes well-illustrated lectures by the instructor, but also guest lectures each week to ensure you are hearing a variety of viewpoints.  Each week you will also be able to examine what geodesign is through interactive mapping that showcases real-word Case Study examples of geodesign from around the globe.  As you move along in the course, you will discover the interrelationships of both the physical and human aspects that contribute to how geodesign strategies are composed.  The course concludes with you outlining your own Geodesign Challenge, and receiving feedback about that from your peers.",Created by:  The Pennsylvania State University,"['Taught by:\xa0\xa0Prof. Kelleann Foster, Director']",Rated 4.9 out of 5 of 14 ratings,See all 4 reviews,2018-05-30,"['Home', 'Physical Science and Engineering', 'Environmental Science and Sustainability']",Geodesign: Change Your World,https://www.coursera.org/learn/geodesign
,3-4 hours/week,,Pass all graded assignments to complete the course.,"English, Subtitles: Spanish, Arabic, Hebrew",,4.7 starsAverage User Rating 4.7See what learners said,"About this course: This course will discuss the developments in the Middle East from the early 20th century to the present. It will discuss the rise and retreat of Arab nationalism, the problems of internal cohesion of the Arab states, issues of religion and state, and the evolution of Islamist politics. It will also focus on the evolution of the Arab-Israeli conflict and its impact on the region and will conclude with an in depth analysis of the “Arab Spring” by placing these contemporary revolutionary events in their historical context.

Please note that this course builds upon a previous course -  The Emergence of the Modern Middle East - Part I

Learn about the history of the Middle East for a deeper understanding of current regional developments!",Created by:  Tel Aviv University,"['Taught by:\xa0\xa0Professor Asher  Susser, Senior Research Fellow']",Rated 4.7 out of 5 of 235 ratings,See all 51 reviews,2018-05-30,"['Home', 'Arts and Humanities', 'History']",The Emergence of the Modern Middle East - Part II,https://www.coursera.org/learn/modern-middle-east-2
Course 3 of 3 in the Mathematics for Machine Learning Specialization ,"4 weeks of study, 3-5 hours/week",,Pass all graded assignments to complete the course.,English,Intermediate,4.2 starsAverage User Rating 4.2See what learners said,"About this course: This course introduces the mathematical foundations to derive Principal Component Analysis (PCA), a fundamental dimensionality reduction technique. We'll cover some basic statistics of data sets, such as mean values and variances, we'll compute distances and angles between vectors using inner products and derive orthogonal projections of data onto lower-dimensional subspaces. Using all these tools, we'll then derive PCA as a method that minimizes the average squared reconstruction error between data points and their reconstruction.

At the end of this course, you'll be familiar with important mathematical concepts and you can implement PCA all by yourself. If you’re struggling, you'll find a set of jupyter notebooks that will allow you to explore properties of the techniques and walk you through what you need to do to get on track. If you are already an expert, this course may refresh some of your knowledge.

This examples and exercises require:
1. Some ability of abstract thinking
2. Good background in linear algebra (e.g., matrix and vector algebra, linear independence, basis)
3. Basic background in multivariate calculus (e.g., partial derivatives, basic optimization)
4. Basic knowledge in python programming and numpy",Created by:  Imperial College London,"['Taught by:\xa0\xa0Marc P. Deisenroth, Lecturer in Statistical Machine Learning']",Rated 4.2 out of 5 of 117 ratings,See all 24 reviews,2018-05-30,"['Home', 'Data Science', 'Machine Learning']",Mathematics for Machine Learning: PCA,https://www.coursera.org/learn/pca-machine-learning
,1-3 hours/week,,Pass all graded assignments to complete the course.,"English, Subtitles: Italian, French",,4.8 starsAverage User Rating 4.8See what learners said,"About this course: Animal welfare has been described as a complex, multi-faceted public policy issue which includes important scientific, ethical, and other dimensions. Improving our understanding of  animal welfare, involves the fascinating study of animal behavior as well as the challenge of accessing the emotions of animals. 

This is the On-Demand version of this course, which means you can start the course at any time and work through the course materials at your own pace. The materials and quizzes will always be available to you. 

You can come and talk about the course on Twitter using the hashtag #EdAniWelf",Created by:  The University of Edinburgh,"['Taught by:\xa0\xa0Professor Nat Waran, Professor of One Welfare', 'Taught by:\xa0\xa0Dr Fritha Langford', 'Taught by:\xa0\xa0Dr Heather Bacon, Veterinary welfare edcuation and outreach', 'Taught by:\xa0\xa0Miss Hayley  Walters, RVN', 'Taught by:\xa0\xa0Dr Jill MacKay, Animal Behaviour and Welfare Researcher']","Rated 4.8 out of 5 of 1,028 ratings",See all 229 reviews,2018-05-30,"['Home', 'Life Sciences', 'Animals and Veterinary Science']",Animal Behaviour and Welfare,https://www.coursera.org/learn/animal-welfare
,,,Pass all graded assignments to complete the course.,English,Beginner,4.7 starsAverage User Rating 4.7See what learners said,"About this course: This course follows the extraordinary development of Western Christianity from its early persecution under the Roman Empire in the third century to its global expansion with the Jesuits of the early modern world. We explore the dynamic and diverse character of a religion with an enormous cast characters. We will meet men and women who tell stories of faith as well as of violence, suppression, and division. Along the way, we encounter Perpetua and her martyrdom in Carthage; the struggles of Augustine the bishop in North Africa; the zeal of Celtic monks and missionaries; the viciousness of the Crusades; the visions of Brigit of Sweden; and the fracturing of Christianity by Martin Luther’s protest. We hear the voices of great theologians as well as of those branded heretics by the Church, a powerful reminder that the growth of Christianity is a story with many narratives of competing visions of reform and ideals, powerful critiques of corruption and venality, and exclusion of the vanquished.  The troubled history of Christian engagement with Jews and Muslims is found in pogroms and expulsions, but also in the astonishing ways in which the culture of the West was transformed by Jewish and Islamic learning.
 
We shall explore the stunning beauty of the Book of Kells, exquisitely prepared by monks as the Vikings terrorized the coast of England. We will experience the blue light of the windows of Chartres, and ponder the opening questions of Thomas Aquinas’ great Summa. We will read from the Gutenberg Bible of the fifteenth century, which heralded the revolution brought by the printing press. We will travel from Calvin’s Geneva to Elizabeth’s England to Trent, where a Catholic Council met to inaugurate a modern, missionary Catholic church. We will walk through the great Escorial of Philip II of Spain, hear the poetry of John of the Cross, and follow the Jesuits to Brazil and China.
 
Christianity in the West was forged in the fires of conflict and tumult, and it brought forth both creativity and violence. It echoed with calls for God’s world to be transformed, it inspired the most sublime art and architecture, yet it also revealed the power of the union of cross and sword to destroy. The course is a journey through the formation of the West as one strand of Christianity, as one chapter in a global story. It is a journey that has shaped our world.",Created by:  Yale University,"['Taught by:\xa0\xa0Bruce Gordon, Titus Street Professor of Ecclesiastical History']",Rated 4.7 out of 5 of 157 ratings,See all 55 reviews,2018-05-30,"['Home', 'Arts and Humanities', 'History']",A Journey through Western Christianity: from Persecuted Faith to Global Religion (200 - 1650) ,https://www.coursera.org/learn/western-christianity-200-1650
,"4 weeks of study, 3-4 hours/week",,Pass all graded assignments to complete the course.,English,Beginner,4.3 starsAverage User Rating 4.3See what learners said,"About this course: Do you need to write more easily and effectively in English? This course will provide the tools to help you do just that. You will develop your personal voice in your writing. You will develop strategies to plan and produce clear, understandable text. You will learn and practice specific writing skills to use in different types of business communications including cover letters, mission and vision statements, proposals , instructions and reports. You will organize, design and write clear text for Power Point Productions. Writing skills include how to choose correct noun and noun modifiers; how to choose correct verb forms and tenses; how to write a variety of clauses and sentences.

As you work through the course, you will complete self- and peer-evaluations. Many of the peer assignments will have 2 or more options so that you can choose the best path depending on your current situation. Through a combination of lectures, quizzes, supplementary resources, practice and performance, you’ll gain the skills and confidence to write well in English for your business and professional purposes.",Created by:  Georgia Institute of Technology,"['Taught by:\xa0\xa0Amalia B. Stephens, Lecturer']",Rated 4.3 out of 5 of 31 ratings,See all 9 reviews,2018-05-30,"['Home', 'Language Learning', 'Learning English']",Better Business Writing in English,https://www.coursera.org/learn/business-writing-english
,"4 weeks of study, 3-5 hours/week",,Pass all graded assignments to complete the course.,"English, Subtitles: French",Beginner,4.4 starsAverage User Rating 4.4See what learners said,"About this course: In this MOOC, you will learn how to better anticipate the future, and reinvent yourself and your activity accordingly. 

By the end of the course, you’ll be able to account for the broader context and the possible convergence of long-term trends, and thus be able to develop a long-term, consistent strategy and vision, beyond mere day-to-day tactics. Thanks to this approach and mindset, you will become more agile and more resilient in a highly complex and uncertain landscape.

In this class, you will not only learn the academic and theoretical aspects of strategic foresight, uncertainty and planning. We will also discuss very practical examples, ranging from a discussion on choosing the best outfit for a walk in the countryside to building a vision and strategy for a corporation as a CEO. In practical assessments, you will apply this broad approach to sample examples as well as to your personal and professional challenges.

So if you are an entrepreneur, this course will help you identify the new ideas, the new business model and/or the new products that will help you remain relevant in the future. If you are a manager or an executive, by taking this course, you will be able to test whether your current approach and allocation of resources are appropriate given tomorrow's possible challenges. More generally, all kinds of decision-makers who look to think more strategically about their position and seek to improve it will find this course useful to think about the future constructively.",Created by:  HEC Paris,"['Taught by:\xa0\xa0Jeremy Ghez, Affiliate Professor of Economics and International Affairs']",Rated 4.4 out of 5 of 55 ratings,See all 9 reviews,2018-05-30,"['Home', 'Business', 'Business Strategy']","Anticipating Your Next Battle, in Business and Beyond",https://www.coursera.org/learn/anticipate
Course 3 of 6 in the Data Mining  Specialization ,,,Pass all graded assignments to complete the course.,English,,4.4 starsAverage User Rating 4.4See what learners said,"About this course: This course will cover the major techniques for mining and analyzing text data to discover interesting patterns, extract useful knowledge, and support decision making, with an emphasis on statistical approaches that can be generally applied to arbitrary text data in any natural language with no or minimum human effort. 

Detailed analysis of text data requires understanding of natural language text, which is known to be a difficult task for computers. However, a number of statistical approaches have been shown to work well for the ""shallow"" but robust analysis of text data for pattern finding and knowledge discovery. You will learn the basic concepts, principles, and major algorithms in text mining and their potential applications.",Created by:  University of Illinois at Urbana-Champaign,"['Taught by:\xa0\xa0ChengXiang Zhai, Professor']",Rated 4.4 out of 5 of 272 ratings,See all 79 reviews,2018-05-30,"['Home', 'Data Science', 'Data Analysis']",Text Mining and Analytics,https://www.coursera.org/learn/text-mining
