Basic Info,Commitment,Hardware Req,How To Pass,Language,Level,User Ratings,description,institutions,instructors,ratings,reviews,scrape_date,subjects,title,url
,4-5 hours/week,,Pass all graded assignments to complete the course.,English,,4.7 starsAverage User Rating 4.7See what learners said,"About this course: ""Introduction to Systems Engineering"" uses a structured yet flexible approach to provide a holistic, solid foundation to the successful development of complicated systems.

The course takes you step by step through the system life cycle, from design to development, production and management. You will learn how the different components of a system interrelate, and how each contributes to a project’s goals and success. 

The discipline’s terminology, which can so often confuse the newcomer, is presented in an easily digestible form. Weekly video lectures introduce and synthesise key concepts, which are then reinforced with quizzes and practical exercises to help you measure your learning. 

This course welcomes anyone who wants to find out how complex systems can be developed and implemented successfully. It is relevant to anyone in project management, engineering, QA, logistic support, operations, management, maintenance and other work areas. No specific background is required, and we welcome learners with all levels of interest and experience.",Created by:  UNSW Australia (The University of New South Wales),"['Taught by:\xa0\xa0Dr Mike Ryan, Senior Lecturer', 'Taught by:\xa0\xa0Dr Ian  Faulconbridge , Industry Fellow']",Rated 4.7 out of 5 of 217 ratings,See all 78 reviews,2018-05-30,"['Home', 'Physical Science and Engineering', 'Electrical Engineering']",Introduction to Systems Engineering,https://www.coursera.org/learn/systems-engineering
,4-8 hours/week,,Pass all graded assignments to complete the course.,"English, Subtitles: Ukrainian, Chinese (Simplified), Portuguese (Brazilian), Vietnamese, Russian, Turkish, Spanish, Kazakh",,,"About this course: Gamification is the application of game elements and digital game design techniques to non-game problems, such as business and social impact challenges. This course will teach you the mechanisms of gamification, why it has such tremendous potential, and how to use it effectively. For additional information on the concepts described in the course, you can purchase Professor Werbach's book For the Win: How Game Thinking Can Revolutionize Your Business in print or ebook format in several languages.",Created by:  University of Pennsylvania,"['Taught by:\xa0\xa0Kevin Werbach, Associate Professor']",,,2018-05-30,"['Home', 'Computer Science', 'Design and Product']",Gamification,https://www.coursera.org/learn/gamification
Course 2 of 4 in the Career Brand Management Specialization ,"5 weeks of study, 3-5 hours/week",,Pass all graded assignments to complete the course.,English,,4.3 starsAverage User Rating 4.3See what learners said,"About this course: In this course, you will engage in developing and strengthening the functional component of your career brand. Acting as “your own Chief Executive Officer” (P. Drucker), you will learn how to use strategic management models and techniques for enhancing your skills portfolio. You will learn how to increase your human capital by developing and documenting high-demand marketable skills. After completing this course, you will be able to: 
- Implement business strategy and models and tools, such as benchmarking and SWOT analysis, for identifying and analyzing your competitive strengths and addressing competency gaps in a skill-based, competitive job selection context; 
- Understand evidence-based, data-driven skill assessment methodologies and techniques; 
- Select appropriate assessment tools and apply them for a thorough, accurate, evidence-based and data driven self-assessment of your transferable skills; 
- Create your critical competency profile (""The Self-Assessment Grid for Evaluation, or SAGE"") and use it as an effective instrument for an objective, 360 degree self-assessment of your competitive strengths and competency gaps; 
- Create and use an effective instrument for organizing, directing and monitoring your skill-building activities (“The Skill-Building Dashboard, or Skill-Builder”); 
- Develop an effective tool (“The T-Portfolio”) for gathering and organizing samples of standards, best practices, assessment instruments and techniques in your chosen field; 
- Effectively organize your self-management information system to systematically collect and analyze job-related data, evaluate and assess required competencies and skills, develop and implement plans for self-improvement, and monitor your progress; 
- Develop and implement a realistic performance metric for your career development activities (""Your Present Job Market Value""); 
- Engage in self-coaching to support active self-development.",Created by:  The State University of New York,"['Taught by:\xa0\xa0Dr. Valeri Chukhlomin, Professor', 'Taught by:\xa0\xa0Dr. Michele Forte, Assistant Professor, SUNY Empire State College', 'Taught by:\xa0\xa0Dr. Kymn Harvin Rutigliano , Assistant Professor', 'Taught by:\xa0\xa0Dr. John M. Beckem II, Assistant Professor of Finance and Management Studies', 'Taught by:\xa0\xa0Dr. Tonka Jokelova, Coordinator of Curriculum and Instructional Design', 'Taught by:\xa0\xa0Amy Giaculli, Assessment Specialist']",Rated 4.3 out of 5 of 42 ratings,See all 8 reviews,2018-05-30,"['Home', 'Personal Development']",Career Brand Development and Self-Coaching,https://www.coursera.org/learn/career-brand-development-self-coaching
Course 4 of 4 in the Doing Business in China Specialization ,,,Pass all graded assignments to complete the course.,English,Beginner,4.3 starsAverage User Rating 4.3See what learners said,"About this course: Doing Business in China Capstone enables you to apply your skills to real business challenges. You’ll use your newly earned business skills to identify, explore and evaluate a real opportunity involving products.

In this capstone, you are the business consultant working for a well-established “HON / wellness” company.  The CEO has given you a task.  You have to bring a new overseas product into China.",Created by:  The Chinese University of Hong Kong,"['Taught by:\xa0\xa0Prof. Dominic Chan, Associate Director, EMBA Program, Associate Professor of Practice in Entrepreneurship, Project Director, Centre for Entrepreneurship', 'Taught by:\xa0\xa0Prof. Letty Kwan, Assistant Professor', 'Taught by:\xa0\xa0Prof. Xufei Ma, Associate Professor, Director, Center for Entrepreneurship']",Rated 4.3 out of 5 of 7 ratings,,2018-05-30,"['Home', 'Business', 'Business Strategy']",Doing Business in China Capstone,https://www.coursera.org/learn/doing-business-in-china-capstone
Course 1 of 4 in the Business Strategies for A Better World Specialization ,,,Pass all graded assignments to complete the course.,English,,4.7 starsAverage User Rating 4.7See what learners said,"About this course: In this course, you’ll learn to analyze rapidly changing global trends, their effects on consumer and labor markets, financial systems, and geopolitical relationships among countries all over the world. Professor Mauro Guillen of the Wharton School has designed this course to help you understand the magnitude of influence these trends have on the business world and society. Through real-world case studies, both historical and contemporary, you’ll examine how changes within one society affect others. By the end of this course, you’ll have gained the tools to be able to identify, analyze, and adapt to global changes as they affect your business and society.",Created by:  University of Pennsylvania,"['Taught by:\xa0\xa0Mauro Guillen, Professor of International Management']",Rated 4.7 out of 5 of 84 ratings,See all 24 reviews,2018-05-30,"['Home', 'Social Sciences', 'Governance and Society']",Global Trends for Business and Society,https://www.coursera.org/learn/wharton-global-trends-business
,,,Pass all graded assignments to complete the course.,English,Intermediate,4.5 starsAverage User Rating 4.5See what learners said,"About this course: Nerves, the heart, and the brain are electrical. How do these things work? This course presents fundamental principles, described quantitatively.",Created by:  Duke University,"['Taught by:\xa0\xa0Dr. Roger Barr, Anderson-Rupp Professor of Biomedical Engineering and Associate Professor of Pediatrics']",Rated 4.5 out of 5 of 33 ratings,See all 11 reviews,2018-05-30,"['Home', 'Life Sciences', 'Biology']",Bioelectricity: A Quantitative Approach,https://www.coursera.org/learn/bioelectricity
Course 5 of 5 in the Big Data for Data Engineers Specialization ,,,Pass all graded assignments to complete the course.,English,Advanced,,"About this course: Are you ready to close the loop on your Big Data skills? Do you want to apply all your knowledge you got from the previous courses in practice? Finally, in the Capstone project, you will integrate all the knowledge acquired earlier to build a real application leveraging the power of Big Data.

You will be given a task to combine data from different sources of different types (static distributed dataset, streaming data, SQL or NoSQL storage). Combined, this data will be used to build a predictive model for a financial market (as an example). First, you design a system from scratch and share it with your peers to get valuable feedback. Second, you can make it public, so get ready to receive the feedback from your service users. Real-world experience without any 3G-glasses or mock interviews.",Created by:  Yandex,"['Taught by:\xa0\xa0Alexey A. Dral, Head of Big Data and Machine Learning', 'Taught by:\xa0\xa0Ivan Puzyrevskiy, Technical Team Lead']",,,2018-05-30,"['Home', 'Data Science', 'Machine Learning']",Big Data Services: Capstone Project,https://www.coursera.org/learn/big-data-services
Course 2 of 6 in the Internet of Things Specialization ,,You will need a 96Boards DragonBoard 410c and Seeed Sensors Mezzanine kit,Pass all graded assignments to complete the course.,English,,,"About this course: Do you want to develop skills to prototype embedded products using state-of-the-art technologies? In this course you will build a hardware and software development environment to guide your journey through the Internet of Things specialization courses. We will use the DragonBoard™ 410c single board computer (SBC). 

This is the first in a series of courses where you will learn both the theory and get the hands-on development practice needed to prototype Internet of Things products.  This course is suitable for a broad range of learners. 
 
This course is for you if:
- You want to learn how to use learn how to use Linux for embedded purposes.
- You want to pivot your career towards the design and development of Internet of Things enabled products
- You are an entrepreneur, innovator or member of a DIY community 

Learning Goals: 
After completing this course, you will be able to:

1) Know where you can find resources and help in the 96Boards ecosystem.
2) Describe the DragonBoard™ 410c peripherals, I/O expansion capabilities, Compute (CPU and Graphics) capabilities, and Connectivity capabilities.
3) Understand how to navigate and make use of the Linux terminal.
4) Configure at least one integrated development environment (IDE) for developing software.
5) Make use of Git and GitHub for version control purposes.
6) Create and build projects that interface with sensors and actuators through GPIO and Arduino.",Created by:  University of California San Diego,"['Taught by:\xa0\xa0Ganz Chockalingam, Principal Engineer', 'Taught by:\xa0\xa0Harinath Garudadri, Associate Research Scientist']",Rated 2 out of 5 of 1 ratings,,2018-05-30,"['Home', 'Physical Science and Engineering', 'Electrical Engineering']",Internet of Things V2: DragonBoard™ bring up and community ecosystem,https://www.coursera.org/learn/internet-of-things-dragonboard-version2
,"4 weeks of study, 4-5 hours/week",,Pass all graded assignments to complete the course.,English,,4.6 starsAverage User Rating 4.6See what learners said,"About this course: This course provides an introduction to systems thinking and systems models in public health. Problems in public health and health policy tend to be complex with many actors, institutions and risk factors involved. If an outcome depends on many interacting and adaptive parts and actors the outcome cannot be analyzed or predicted with traditional statistical methods. Systems  thinking is a core skill in public health and helps health policymakers build programs and policies that are aware of and prepared for unintended consequences.

An important part of systems thinking is the practice to integrate multiple perspectives and synthesize them into a framework or model that can describe and predict the various ways in which a system might react to policy change. Systems thinking and systems models devise strategies to account for real world complexities.


This work was coordinated by the Alliance for Health Policy and Systems Research, the World Health Organization, with the aid of a grant from the International Development Research Centre, Ottawa, Canada. Additional support was provided by the Department for International Development (DFID) through a grant (PO5467) to Future Health Systems research consortium.

© World Health Organization 2014
All rights reserved. The designations employed and the presentation of the material in this publication do not imply the expression of any opinion whatsoever on the part of the World Health Organization concerning the legal status of any country, territory, city or area or of its authorities, or concerning the delimitation of its frontiers or boundaries. Dotted and dashed lines on maps represent approximate border lines for which there may not yet be full agreement. The mention of specific companies or of certain manufacturers’ products does not imply that they are endorsed or recommended by the World Health Organization in preference to others of a similar nature that are not mentioned. Errors and omissions excepted, the names of proprietary products are distinguished by initial capital letters. All reasonable precautions have been taken by the World Health Organization to verify the information contained in this publication. However, the published material is being distributed without warranty of any kind, either expressed or implied. The responsibility for the interpretation and use of the material lies with the reader. In no event shall the World Health Organization be liable for damages arising from its use. Johns Hopkins University Bloomberg School of Public Health has a non-exclusive license to use and reproduce the material.",Created by:  Johns Hopkins University,"['Taught by:\xa0\xa0David Bishai, MD, PhD, Professor', 'Taught by:\xa0\xa0Ligia Paina, PhD, Assistant Scientist']",Rated 4.6 out of 5 of 292 ratings,See all 63 reviews,2018-05-30,"['Home', 'Life Sciences', 'Medicine and Healthcare']",Systems Thinking In Public Health,https://www.coursera.org/learn/systems-thinking
Course 5 of 10 in the Data Science Specialization ,4-9 hours/week,,Pass all graded assignments to complete the course.,English,,4.5 starsAverage User Rating 4.5See what learners said,"About this course: This course focuses on the concepts and tools behind reporting modern data analyses in a reproducible manner. Reproducible research is the idea that data analyses, and more generally, scientific claims, are published with their data and software code so that others may verify the findings and build upon them.  The need for reproducibility is increasing dramatically as data analyses become more complex, involving larger datasets and more sophisticated computations. Reproducibility allows for people to focus on the actual content of a data analysis, rather than on superficial details reported in a written summary. In addition, reproducibility makes an analysis more useful to others because the data and code that actually conducted the analysis are available. This course will focus on literate statistical analysis tools which allow one to publish data analyses in a single document that allows others to easily execute the same analysis to obtain the same results.",Created by:  Johns Hopkins University,"['Taught by:\xa0\xa0Roger D. Peng, PhD, Associate Professor, Biostatistics', 'Taught by:\xa0\xa0Jeff Leek, PhD, Associate Professor, Biostatistics', 'Taught by:\xa0\xa0Brian Caffo, PhD, Professor, Biostatistics']","Rated 4.5 out of 5 of 2,488 ratings",See all 370 reviews,2018-05-30,"['Home', 'Data Science', 'Data Analysis']",Reproducible Research,https://www.coursera.org/learn/reproducible-research
