Basic Info,Commitment,Hardware Req,How To Pass,Language,Level,User Ratings,description,institutions,instructors,ratings,reviews,scrape_date,subjects,title,url
,"4 weeks, 3-4 hours/week",,Pass all graded assignments to complete the course.,English,Beginner,4.5 starsAverage User Rating 4.5See what learners said,"About this course: What are the ethical considerations regarding the privacy and control of consumer information and big data, especially in the aftermath of recent large-scale data breaches?

This course provides a framework to analyze these concerns as you examine the ethical and privacy implications of collecting and managing big data. Explore the broader impact of the data science field on modern society and the principles of fairness, accountability and transparency as you gain a deeper understanding of the importance of a shared set of ethical values. You will examine the need for voluntary disclosure when leveraging metadata to inform basic algorithms and/or complex artificial intelligence systems while also learning best practices for responsible data management, understanding the significance of the Fair Information Practices Principles Act and the laws concerning the ""right to be forgotten.""

This course will help you answer questions such as who owns data, how do we value privacy, how to receive informed consent and what it means to be fair.

Data scientists and anyone beginning to use or expand their use of data will benefit from this course. No particular previous knowledge needed.",Created by:  University of Michigan,"['Taught by:\xa0\xa0H.V. Jagadish, Bernard A Galler Collegiate Professor']",Rated 4.5 out of 5 of 28 ratings,See all 11 reviews,2018-05-30,"['Home', 'Data Science', 'Data Analysis']",Data Science Ethics,https://www.coursera.org/learn/data-science-ethics
,3-4 hours/week,,Pass all graded assignments to complete the course.,English,Beginner,4.7 starsAverage User Rating 4.7See what learners said,"About this course: The University of California San Diego, Skaggs School of Pharmacy and Pharmaceutical Sciences Drug Commercialization course brings you lectures from both faculty and industry experts.   With this course, recorded on campus at UCSD, we seek to share our access to top people in the field who bring an unprecedented range of expertise on drug commercialization.

This course will cover pharmacoeconomic, marketing strategy, intellectual property strategy, portfolio management, managed markets and strategic alliances. It will also have a lecture case study from startup to success.

In addition, the course will discuss post-marketing clinical trials or Phase 4 trials. These are conducted after a new drug has been approved by the regulatory agencies and launched. In these studies, the new drug is prescribed in an everyday healthcare environ­ment using a much larger group  of patients.  This enables new treat­ment uses for the new drug to be developed, comparisons with other treatments for the same indication to be made, and determination  of the clinical  effectiveness of the new drug in  a wider variety of  patient types, and  more rare side effects, if any, may be detected .

Pre-marketing strategy should be instigated as early as Phase 1 clinical trials to ensure that the market's needs are incorporated into the new drug's overall develop­ment. Later phases when clinical results are presented at international medical conferences the marketing strategy is then refined in  order to develop an awareness amongst the medical community who will be prescribing the new drug. In addition to the marketing strategy, pricing strategy and a tactical plan will be developed. Promotional material, and the sales force will be trained so that when the product is approved they can promote the drug to physician, pharmacist and nurses.  

This course is intended as part 3 of a series: Drug Discovery (https://www.coursera.org/learn/drug-discovery), Drug Development (https://www.coursera.org/learn/drug-development) and Drug Commercialization.  We would highly recommend that you take the courses in order since it will give you a better understanding on how a drug is discovered in the lab before being tested in clinical trials and then launched in the market place.",Created by:  University of California San Diego,"['Taught by:\xa0\xa0Williams S. Ettouati, Pharm.D., Director, Industrial Relations & Development; Health Sciences Associate Clinical Professor, N.S.', 'Taught by:\xa0\xa0Joseph D. Ma, Associate Professor of Clinical Pharmacy']",Rated 4.7 out of 5 of 110 ratings,See all 21 reviews,2018-05-30,"['Home', 'Life Sciences', 'Clinical Science']",Drug Commercialization ,https://www.coursera.org/learn/drug-commercialization
Course 2 of 5 in the Virtual Teacher Specialization ,2-4 hours/week,,Pass all graded assignments to complete the course.,English,,4.5 starsAverage User Rating 4.5See what learners said,"About this course: Emerging technologies are quickly gaining momentum in the field of virtual K-12 instruction. In this course, we will explore how the latest trends in the use of technology affect student learning and engagement. What innovative learning spaces and tools are available to instructors?  How can instructors best utilize free and open resources to more deeply engage students in their learning? What impact can the use of emerging technologies have on student retention and performance?  We will discuss the possibilities and challenges of using technology in fully online environments, although many of the ideas can be applied to blended and traditional environments as well. Learners will compare and contrast tools for use in K-12 virtual instruction, as well as examine best practices for implementing and managing these tools.

Upon completing this course, you will be able to:
1.       Understand the role of technology in the distribution of content, the facilitation of collaborative activities, and the assessment of students, courses, and organizations.
2.       Identify and evaluate existing and emerging technologies for their value in virtual course instruction and curriculum development.
3.       Design and assess a learning activity that utilizes social learning tools.
4.       Design and assess a learning activity or curricular program that uses game-based strategies and/or badges to deepen student engagement in virtual courses.
5.       Research, critically evaluate, and employ open content in virtual education.
6.       Debate the role of MOOCs in virtual K-12 education.","Created by:  University of California, Irvine","['Taught by:\xa0\xa0Melissa Joell Loble, M.A., MBA, Instructor']",Rated 4.5 out of 5 of 126 ratings,See all 30 reviews,2018-05-30,"['Home', 'Social Sciences', 'Education']",Emerging Trends & Technologies in the Virtual K-12 Classroom,https://www.coursera.org/learn/k-12-education
,3-5 hours/week,,Pass all graded assignments to complete the course.,"Chinese (Simplified), Subtitles: English",Beginner,,"About this course: 家庭是个体在人生经历中接触最早、生活在其中时间最长的社会生活群体。但是家庭生活的和谐是需要人生的智慧的。因为家庭是是社会的一个因子，所以家庭又是我们观察和了解社会的窗口，而只有真正了解了社会，我们也才有可能处理好家庭中发生的种种问题。学习家庭社会学，实用的方面，就是要在掌握家庭社会学的理论、研究方法和基本概念，认识家庭在社会影响下自身演变的规律的基础上，提升自己的社会洞察力和人生智慧，从而获得对家庭真谛和家庭生活真谛的领会与体悟，在为自己谋取家庭生活的幸福的同时也为社会的安定贡献一份力量。

因此，我们为课程设定的目标是：跳出自身局限，认识家庭真谛！",Created by:  Peking University,"['Taught by:\xa0\xa0杨善华, 教授']",Rated 4 out of 5 of 3 ratings,,2018-05-30,"['Home', 'Social Sciences', 'Governance and Society']",家庭社会学导论,https://www.coursera.org/learn/jiating-shehui-xue
Course 3 of 5 in the Strategic Sales Management Specialization ,4 weeks to finish the Course | 2.2 to 4.0 hours/week,,Pass all graded assignments to complete the course.,English,Intermediate,4.4 starsAverage User Rating 4.4See what learners said,"About this course: Welcome to Course 3 - Models & Frameworks to Support Sales Planning – In this course, you’ll go through a conceptual approach to selling models and frameworks.
As a primary learning outcome of this course, we emphasize the improvement in the analytical competencies and skills to develop sales planning and management. And the learning process goes through the application of the models and frameworks that contribute to supporting these processes.
This course is aimed at professionals who seek improvement in conceptual support to the sales planning process, especially with an emphasis on applying selling models and frameworks methodology.
At this point of the Strategic Sales Management specialization, you have an excellent understanding of the integration of sales planning to the strategy of the company. You also have a vision of major prescriptions and recommendations to support this integration, and proceed to strategic sales planning by applying intelligence analysis.
Now, in this course, selling models and frameworks will be discussed, from a conceptual standpoint to add methodological structure into the sales planning process. Therefore, throughout the modules of this course, the subjects discussed will include topics of sales management (module 1), the selling models and frameworks (module 2) that support sales planning, which relates to the hard skills that may be applied. 
In the third module of this course, soft skills are brought to the discussion, since they comprise an essential component because sales functions include many aspects of the human interactions.
Please follow the steps of the course, and for academic objectives, we would recommend you to do it in the sequence of modules proposed, though you may take them in a different order.
We look forward to having you during the course modules and lessons.",Created by:  Fundação Instituto de Administração,"['Taught by:\xa0\xa0Nelson Yoshida, Ph.D., MBA, B.Eng.', 'Taught by:\xa0\xa0Samantha Mazzero, MSc, MBA, BS Math', 'Taught by:\xa0\xa0Edson Ito, Specialist Professor', 'Taught by:\xa0\xa0Cesar Rodrigues, Specialist Professor']",Rated 4.4 out of 5 of 7 ratings,See all reviews,2018-05-30,"['Home', 'Business', 'Business Strategy']",Models & Frameworks to Support Sales Planning ,https://www.coursera.org/learn/models-frameworks-support-sales-planning
,"4 weeks of study, 1-2 hours/week",,Pass all graded assignments to complete the course.,"English, Subtitles: Portuguese (Brazilian)",,4.6 starsAverage User Rating 4.6See what learners said,"About this course: In this course we will be discussing the emergence of a new story about business. This new story locates business within a societal framework. Almost every business creates or destroys value for customers, suppliers, employees, communities and society, in addition to shareholders and other financiers. A number of new models of business can be built on this idea such as corporate responsibility, philanthropy, shared value and sustainability. Profits and stakeholder value go together, and this course explains how. The final session explores the idea of how to become a stakeholder entrepreneur and create a business that makes money and makes the world a better place.",Created by:  University of Virginia,"['Taught by:\xa0\xa0R. Edward Freeman  ,   University Professor; Elis and Signe Olsson Professor of Business Administration']",Rated 4.6 out of 5 of 529 ratings,See all 146 reviews,2018-05-30,"['Home', 'Business', 'Leadership and Management']",New Models of Business in Society,https://www.coursera.org/learn/uva-darden-business-society
,3-5 hours/week,,Pass all graded assignments to complete the course.,English,Intermediate,4.5 starsAverage User Rating 4.5See what learners said,"About this course: This course builds upon what you learned in Financial Accounting: Foundations and Financial Accounting: Advanced Topics and introduces you to formal foundations of financial accounting. The main purpose of the course is to familiarize you with technical terms in financial accounting, such as debit, credit and T-account. While knowledge on technical aspects of financial accounting is not necessary to understand and interpret financial statements, this knowledge is critical to be able to understand advanced topics in accounting. Formal Financial Accounting is a prerequisite course for the University of Illinois' iMSA program and the terminology we will cover will be used throughout the courses in iMSA program.

The University of Illinois at Urbana-Champaign, consistently ranked as one of the nation's top three accounting programs, now offers a master’s in accounting at a very affordable tuition rate and is completely online. The iMSA is a full Master of Accountancy program and students graduate with a highly recognized master degree. Try an open course or two, then apply for admission into the credit-bearing version, as you may be eligible to take credit-bearing courses during the application process. If you are missing any prerequisites for the full degree, you can complete Coursera courses to demonstrate readiness and strengthen your application for the iMSA. For more information on this exciting online master's in accounting program, refer to this link: https://www.coursera.org/university-programs/imsa ",Created by:  University of Illinois at Urbana-Champaign,"['Taught by:\xa0\xa0Oktay Urcan, Associate Professor of Accountancy']",Rated 4.5 out of 5 of 23 ratings,See all 7 reviews,2018-05-30,"['Home', 'Business', 'Business Essentials']",Formal Financial Accounting,https://www.coursera.org/learn/formal-financial-accounting
Course 4 of 4 in the Competitive Strategy and Organization Design Specialization ,,,Pass all graded assignments to complete the course.,English,,5.0 starsAverage User Rating 5.0See what learners said,"About this course: This industry project is designed to allow you to apply the knowledge you have gained throughout the specialization for advising a real company. Our partner company will approach you with two specific questions the company is currently facing and that relate to the content of the specialization. You are asked to choose one of these questions and conduct an in-depth research on the topic. You need to collect relevant information, analyze it and relate it to the content you have learned throughout the Specialization. Based on your findings you will write a final report summarizing your research and consult the company how to deal with the issues they are facing.",Created by:  Ludwig-Maximilians-Universität München (LMU),"['Taught by:\xa0\xa0Tobias Kretschmer,   Professor']",Rated 5 out of 5 of 3 ratings,See all reviews,2018-05-30,"['Home', 'Business', 'Business Strategy']",Competitive Strategy and Organization Design Project,https://www.coursera.org/learn/organization-strategy-project
Course 4 of 5 in the Desarrollo de Aplicaciones iOS Specialization ,"5 semanas de estudio, 3-5 horas por semana",,Pass all graded assignments to complete the course.,"Spanish, Subtitles: English",,4.7 starsAverage User Rating 4.7See what learners said,"About this course: En este curso construirás aplicaciones que logren interactuar con el hardware del dispositivo, con el propósito de crear aplicaciones más interesantes, atractivas y útiles.

El hardware del dispositivo incluye aditamentos como bocinas, GPS, acelerómetro, cámara, etc., por lo que las aplicaciones pueden interactuar con este hardware para reproducir música, conocer la posición del dispositivo en el Globo Terráqueo, conocer la aceleración a la que está sujeto el dispositivo debido al movimiento que se realiza con él, o agregar fotografías del usuario a sus aplicaciones.",Created by:  Tecnológico de Monterrey,"['Taught by:\xa0\xa0Dr. Víctor Manuel de la Cueva Hernández, Profesor Titular']",Rated 4.7 out of 5 of 35 ratings,See all 9 reviews,2018-05-30,"['Home', 'Computer Science', 'Mobile and Web Development']",Interactuando con el hardware del dispositivo iOS,https://www.coursera.org/learn/hardware-ios
Course 2 of 4 in the Introduction to Finance: Valuation and Investing  Specialization ,It will take between 5-10 hours a week for about six weeks to master the content.,,Pass all graded assignments to complete the course.,English,Intermediate,4.7 starsAverage User Rating 4.7See what learners said,"About this course: This second course in the specialization will last six weeks and will focus on the second main building block of financial analysis and valuation: risk. The notion of risk and statistics are intimately related and we will spend a fair amount of time on the development of some statistical concepts and tools, namely distribution theory and regression analysis. This time will be well spent because these concepts and tools are also commonly used in many applications in the real world. The foundational idea of diversification will then be used to develop a framework for evaluating risk and establishing a relationship between risk and return. Apart from developing a keen appreciation of risk for making thoughtful decisions in an institutional context, this course will contain a lot of material and examples that will enable the learner to make smart personal investing decisions.  The course will again have time included for assimilation and two final exams.

This course is the second in a sequence of four courses that comprise a Specialization on Valuation & Investing.",Created by:  University of Michigan,"['Taught by:\xa0\xa0Gautam Kaul, Professor of Finance & Fred M. Taylor Professor of Business Administration']",Rated 4.7 out of 5 of 247 ratings,See all 39 reviews,2018-05-30,"['Home', 'Business', 'Finance']",Principles of Valuation: Risk and Return,https://www.coursera.org/learn/risk-and-return
