Basic Info,Commitment,Hardware Req,How To Pass,Language,Level,User Ratings,description,institutions,instructors,ratings,reviews,scrape_date,subjects,title,url
Course 4 of 4 in the Market Research Specialization ,"4 weeks of study, 3-5 hours/week",,Pass all graded assignments to complete the course.,English,Intermediate,3.4 starsAverage User Rating 3.4See what learners said,"About this course: You have completed all the hard work of conducting your internal, secondary, and primary research. You have analyzed all the data and are able to formulate insights and recommendations based on your research proposal. But what is the best way to present your findings and be able to make a decision? 

In this course, you will discuss how to incorporate a story in your marketing presentation to help you capture the attention and gain support of stakeholders and business leaders. You will choose the most effective analytical method for delivering your insights and the best presentation method for your given audience. You will incorporate data visualization best practices and use tips and tricks when presenting to your various levels of decision makers and stakeholders.","Created by:  University of California, Davis","['Taught by:\xa0\xa0Robin Boyar, Founder, thinktank research & strategy', 'Taught by:\xa0\xa0Ashwin Aravindakshan, PhD, Associate Professor, Graduate School of Management']",Rated 3.4 out of 5 of 9 ratings,,2018-05-30,"['Home', 'Business', 'Marketing']",Research Report: Delivering Insights,https://www.coursera.org/learn/marketing-research-report
Course 1 of 4 in the Applied Cryptography Specialization ,2-4 hours/week,,Pass all graded assignments to complete the course.,English,Intermediate,4.0 starsAverage User Rating 4.0See what learners said,"About this course: Welcome to Cryptography and Information Theory! 

This course combines cryptography (the techniques for protecting information from unauthorized access) and information theory (the study of information coding and transfer). More specifically, the course studies cryptography from the information-theoretical perspectives and discuss the concepts such as entropy and the attacker knowledge capabilities, e.g., Kerckhoff's Principle. It also contrasts information-theoretic security and computational security to highlight the different train of thoughts that drive the cryptographic algorithmic construction and the security analyses.

This course is a part of the Applied Cryptography specialization.",Created by:  University of Colorado System,"['Taught by:\xa0\xa0Sang-Yoon Chang, Assistant Professor']",Rated 4 out of 5 of 35 ratings,See all 9 reviews,2018-05-30,"['Home', 'Computer Science', 'Computer Security and Networks']",Cryptography and Information Theory,https://www.coursera.org/learn/crypto-info-theory
Course 1 of 7 in the Financial Management Specialization ,"4 weeks of study, 4-6 hours/week",,Pass all graded assignments to complete the course.,English,,4.7 starsAverage User Rating 4.7See what learners said,"About this course: In this course, you will learn foundations of financial accounting information. You will start your journey with a general overview of what financial accounting information is and the main financial statements. You will then learn how to code financial transactions in financial accounting language. In the meantime, you will learn about the most important concept in contemporary financial accounting: accrual accounting. You will then critically analyze how firms recognize revenues. Finally, you will finish the course with an analysis of accounting for short-term assets where you will go into detail on how firms account for accounts receivables and inventories. 

Upon successful completion of this course, you will be able to:

•	Understand main financial statements and the financial information they provide
•	Write a financial transaction in financial accounting language and understand how this impacts main financial statements
•	Understand how accrual accounting and fundamental accounting concepts work
•	Understand revenue recognition principles and how they impact main financial statements
•	Account for accounts receivables and inventories.  

This course is part of the iMBA offered by the University of Illinois, a flexible, fully-accredited online MBA at an incredibly competitive price. For more information, please see the Resource page in this course and onlinemba.illinois.edu.",Created by:  University of Illinois at Urbana-Champaign,"['Taught by:\xa0\xa0Oktay Urcan, Associate Professor of Accountancy']",Rated 4.7 out of 5 of 704 ratings,See all 153 reviews,2018-05-30,"['Home', 'Business', 'Finance']",Financial Accounting: Foundations,https://www.coursera.org/learn/financial-accounting-basics
Course 1 of 4 in the Fundamentals of Computer Network Security Specialization ,,,Pass all graded assignments to complete the course.,English,Intermediate,3.9 starsAverage User Rating 3.9See what learners said,"About this course: In this MOOC, we will learn the basic cyber security concepts, how to identify vulnerabilities/threat in a network system. We will apply CIA basic security services in the triage of recent cyberattack incidents, such as OPM data breach.   We will learn the risk management framework for analyzing the risks in a network system, and apply the basic security design principles to protect the data and secure computer systems. We will examine the trustworthiness of programs and data installed in our systems and show the proper way to verify their integrity and authenticity. We will apply principle of least privileges for controlling the shared access given to different groups of users and system processes. On Amazon Cloud instances, we will use GnuPG software to generate public/private key pair for signing/verifying documents and open source software, and for encrypting documents. We will learn how to publish software, the related signature and release key on  web server and publish public key to PGP key server for others to retrieve. We will learn Public Key Infrastructure (PKI) and  Linux utility to serve as a CA for an organization, learn how to sign certificate request for clients or servers in secure email and web applications.",Created by:  University of Colorado System,"['Taught by:\xa0\xa0Edward Chow, Professor']",Rated 3.9 out of 5 of 26 ratings,See all 8 reviews,2018-05-30,"['Home', 'Computer Science', 'Computer Security and Networks']",Design and Analyze Secure Networked Systems,https://www.coursera.org/learn/design-secure-networked-systems
Course 2 of 6 in the (ISC)² Systems Security Certified Practitioner (SSCP)  Specialization ,,,Pass all graded assignments to complete the course.,English,Beginner,4.5 starsAverage User Rating 4.5See what learners said,"About this course: Security operations and administration is the task of identifying an organization's information assets and the documentation needed for policy implementation, standards, procedures, and guidelines to ensure confidentiality, integrity, and availability. You will understand the process necessary for working with management and information owners, custodians, and users so that proper data classifications are defined. This will ensure the proper handling of all hard copy and electronic information.
      The Security operations and Administration course addresses basic security concepts and the application of those concepts in the day to day operation and administration of enterprise computer systems and the information that they host.Ethical considerations in general, and the (ISC)2 Code of Ethics in particular, provide the backdrop for any discussion of information security and SSCP candidates will be tested on both. Information security professionals often find themselves in positions of trust and must be beyond reproach in every way.Several core principles of information security stand above all others and this domain covers these principles in some depth. It can be said that the CIA triad of confidentiality, integrity and availability forms the basis for almost everything that we do in information security and the SSCP candidate must not only fully understand these principles but be able to apply them in all situations. additional security concepts covered in this domain include privacy, least privilege, non-repudiation and the separation of duties.
  
 Course Objectives

1. Define Code of Ethics
2. Describe the security concepts
3. Document and operate security controls
4. Describe the asset management process
5. Implement compliance controls
6. Assess compliance controls
7. Describe the change management process
8. Contribute to the security awareness training program
9. Contribute to physical security operations",Created by:  (ISC)²,['Taught by:\xa0\xa0(ISC)² Education & Training'],Rated 4.5 out of 5 of 2 ratings,See all reviews,2018-05-30,"['Home', 'Information Technology', 'Security']",Security Operations and Administration,https://www.coursera.org/learn/security-operations-administration-sscp
Course 3 of 5 in the Virtual Teacher Specialization ,2-4 hours/week,,Pass all graded assignments to complete the course.,"English, Subtitles: Italian",,4.3 starsAverage User Rating 4.3See what learners said,"About this course: This course will help you ‘up’ your game and develop the advanced level skills and techniques that elude even some of the most experienced virtual teachers. We will examine the pitfalls beginning teachers run into and learn how to overcome them by focusing on the fundamentals that have the greatest impact on student learning in a blended or online environment. Throughout the course, you will be challenged to assess your own skills and apply what you are learning by creating a guide, assignment, or resource that you will be able to use in a class that you teach or hope to teach someday soon. By the end of the course, you will not only have a better understanding of the basics, you will be able to put them together like a pro and empower your future students to be voracious learners who are ready to go out and make the world a better place to live.

Upon completing this course, you will be able to:
1.       Meet your students' needs and craft a better virtual learning experience for them
2.       Set up the learning environment so you get to know your students and they get to know each other
3.       Personalize learning by providing feedback using a variety of online tools
5.       Identify at-risk students and employ effective strategies for teaching them
6.       Compare and contrast online and face-to-face learning communities
7.       Apply strategies to make virtual courses more human","Created by:  University of California, Irvine","['Taught by:\xa0\xa0Chris Long, Instructor']",Rated 4.3 out of 5 of 80 ratings,See all 20 reviews,2018-05-30,"['Home', 'Social Sciences', 'Education']",Advanced Instructional Strategies in the Virtual Classroom,https://www.coursera.org/learn/teaching-strategies
,"8 周课程, 4-6 小时/周",,Pass all graded assignments to complete the course.,"Chinese (Simplified), Subtitles: English",,4.6 starsAverage User Rating 4.6See what learners said,About this course: 本课面向有志于学术研究和具有论文写作需求的高年级本科生和研究生同学，适合人文社会科学、特别是法学专业的学生学习，也欢迎理工科学生选修。教学内容主要集中于学术研究的基本方法与一般理念，既包括学术论文的提问、选题、谋篇、布局和实际写作，也包括学术资源特别是综合性与专业性数据库的检索和使用。,Created by:  Peking University,"['Taught by:\xa0\xa0凌斌 Bin Ling, Professor', 'Taught by:\xa0\xa0游 越, 北京大学图书馆 法学学科馆员', 'Taught by:\xa0\xa0刘雅琼, Librarian']",Rated 4.6 out of 5 of 36 ratings,See all 7 reviews,2018-05-30,"['Home', 'Social Sciences', 'Law']",论文写作初阶（Academic Writing and Research）,https://www.coursera.org/learn/lunwen-xiezuo-chujie
,7 weeks of material; 5 to 7 hours per week work for students,,Pass all graded assignments to complete the course.,English,,4.8 starsAverage User Rating 4.8See what learners said,"About this course: This course is an introduction to the study of bodies in motion as applied to engineering systems and structures.  We will study the dynamics of particle motion and bodies in rigid planar (2D) motion.  This will consist of both the kinematics and kinetics of motion.  Kinematics deals with the geometrical aspects of motion describing position, velocity, and acceleration, all as a function of time.  Kinetics is the study of forces acting on these bodies and how it affects their motion.
---------------------------
Recommended Background:

To be successful in the course you will need to have mastered basic engineering mechanics concepts and to have successfully completed my courses en titled an “Introduction to Engineering Mechanics” and “Applications in Engineering Mechanics.”   We will apply many of the engineering fundamentals learned in those classes and you will need those skills before attempting this course.

---------------------------
Suggested Readings:

While no specific textbook is required, this course is designed to be compatible with any standard engineering dynamics textbook.  You will find a book like this useful as a reference and for completing additional practice problems to enhance your learning of the material.

---------------------------
The copyright of all content and materials in this course are owned by either the Georgia Tech Research Corporation or Dr. Wayne Whiteman. By participating in the course or using the content or materials, whether in whole or in part, you agree that you may download and use any content and/or material in this course for your own personal, non-commercial use only in a manner consistent with a student of any academic course. Any other use of the content and materials, including use by other academic universities or entities, is prohibited without express written permission of the Georgia Tech Research Corporation. Interested parties may contact Dr. Wayne Whiteman directly for information regarding the procedure to obtain a non-exclusive license.",Created by:  Georgia Institute of Technology,"['Taught by:\xa0\xa0Dr. Wayne Whiteman, PE, Senior Academic Professional']",Rated 4.8 out of 5 of 161 ratings,See all 25 reviews,2018-05-30,"['Home', 'Physical Science and Engineering', 'Mechanical Engineering']",Engineering Systems in Motion: Dynamics of Particles and Bodies in 2D Motion,https://www.coursera.org/learn/dynamics
,2 hours/week,,Pass all graded assignments to complete the course.,English,Beginner,4.8 starsAverage User Rating 4.8See what learners said,"About this course: Diversity is a fact. It is also paradoxical. We need to be capable of seeing and hearing differences in order to reap the benefits of diversity. But seeing and hearing differences hone our discriminating reflexes and can also lead to discrimination. If you take this MOOC, you will: 1. understand this paradox, 2. understand its dynamics, and 3. identify ways to manage it, so that you can better channel the diversity potential in the workplace for greater performance and innovation.",Created by:  ESSEC Business School,"['Taught by:\xa0\xa0Junko Takagi, Teaching Professor ']",Rated 4.8 out of 5 of 38 ratings,See all 9 reviews,2018-05-30,"['Home', 'Business', 'Leadership and Management']",Diversity and inclusion in the workplace,https://www.coursera.org/learn/diversity-inclusion-workplace
,,,Pass all graded assignments to complete the course.,English,Beginner,4.8 starsAverage User Rating 4.8See what learners said,"About this course: There are three orienting facts that render mass incarceration in the United States an ethical problem worthy of our deep consideration. First, the rate of incarceration has grown dramatically over the last 40 years so that today there are 2.2 million people in prison or jail, and another 5 million on probation or parole. This means that 1/32 adults in the USA are under state supervision. Second, the application of incarceration is disproportionately applied to the poor, people of color, and other vulnerable populations. Research shows that 85-90% of those in the criminal justice system fall below the poverty line, and the experience of incarceration only impoverishes people further. The consequences of having a criminal record are harsh and debilitating, ranging from family disruption, social alienation, and disenfranchisement. In these ways and others, the current situation of crime and punishment represents a dramatic moral challenge. Finally, victims of crime are themselves poorly served by the current system, often ignored or sidelined in the machinery of punishment.

This course seeks to discover alternatives to the current systems of crime and punishment in order to imagine a more inclusive, just and moral society.",Created by:  Vanderbilt University,"['Taught by:\xa0\xa0Graham Reside, Assistant Professor']",Rated 4.8 out of 5 of 19 ratings,See all 6 reviews,2018-05-30,"['Home', 'Arts and Humanities', 'Philosophy']","Justice, Mercy and Mass Incarceration",https://www.coursera.org/learn/massincarceration
