Basic Info,Commitment,Hardware Req,How To Pass,Language,Level,User Ratings,description,institutions,instructors,ratings,reviews,scrape_date,subjects,title,url
Course 1 of 5 in the Excel to MySQL: Analytic Techniques for Business Specialization ,"4 weeks, 3-5 hours per week",,Pass all graded assignments to complete the course.,"English, Subtitles: Chinese (Simplified)",,4.5 starsAverage User Rating 4.5See what learners said,"About this course: In this course, you will learn best practices for how to use data analytics to make any company more competitive and more profitable. You will be able to recognize the most critical business metrics and distinguish them from mere data.
 
You’ll get a clear picture of the vital but different roles business analysts, business data analysts, and data scientists each play in various types of companies. And you’ll know exactly what skills are required to be hired for, and succeed at, these high-demand jobs.
 
Finally, you will be able to use a checklist provided in the course to score any company on how effectively it is embracing big data culture. Digital companies like Amazon, Uber and Airbnb are transforming entire industries through their creative use of big data. You’ll understand why these companies are so disruptive and how they use data-analytics techniques to out-compete traditional companies.",Created by:  Duke University,"['Taught by:\xa0\xa0Daniel Egger, Executive in Residence and Director, Center for Quantitative Modeling', 'Taught by:\xa0\xa0Jana Schaich Borg, Assistant Research Professor']","Rated 4.5 out of 5 of 4,177 ratings",See all 828 reviews,2018-05-30,"['Home', 'Data Science', 'Data Analysis']",Business Metrics for Data-Driven Companies,https://www.coursera.org/learn/analytics-business-metrics
Course 1 of 4 in the Software Design and Architecture Specialization ,"Four weeks of study, 5-8 hours/week",,Pass all graded assignments to complete the course.,English,Intermediate,4.6 starsAverage User Rating 4.6See what learners said,"About this course: This course takes Java beginners to the next level by covering object-oriented analysis and design. You will discover how to create modular, flexible, and reusable software, by applying object-oriented design principles and guidelines. And, you will be able to communicate these designs in a visual notation known as Unified Modelling Language (UML).

You will be challenged in the Capstone Project to apply your knowledge of object-oriented design by evolving and documenting the Java codebase for an Android application with corresponding UML documentation.

After completing this course, you will be able to: 
• Apply the Class Responsibility Collaborator (CRC) technique to analyze and design the object-oriented model for a problem.	
• Explain and apply object-oriented modeling principles and their purpose (e.g., abstraction, encapsulation, decomposition, generalization).
• Explain and apply different types of inheritance
• Explain the difference between association, aggregation, and composition dependencies.
• Express object-oriented models as Unified Modeling Language (UML) class diagrams.
• Translate between UML class diagrams and equivalent Java code.
• Apply design guidelines for modularity, separation of concerns, information hiding, and conceptual integrity to create a flexible, reusable, maintainable design.
• Explain the tradeoff between cohesion and coupling.",Created by:  University of Alberta,"['Taught by:\xa0\xa0Kenny Wong, Associate Professor']",Rated 4.6 out of 5 of 232 ratings,See all 49 reviews,2018-05-30,"['Home', 'Computer Science', 'Software Development']",Object-Oriented Design,https://www.coursera.org/learn/object-oriented-design
Course 9 of 10 in the Career Success Specialization ,"4-8 hours of videos, readings, and quizzes",,Pass all graded assignments to complete the course.,"English, Subtitles: Arabic, Vietnamese, German, Spanish",,4.3 starsAverage User Rating 4.3See what learners said,"About this course: Success in business can be greatly enhanced with an understanding of key entrepreneurial characteristics and competencies solutions.  This interactive course provides potential entrepreneurs with the knowledge of succeeding in an entrepreneurial opportunity.  Topics include: how creativity, opportunity and feasibility are best evaluated; business strategies for new businesses; importance of a business plan; achieving success in a new business.  At the end of the course students will have the skills and confidence to evaluate starting a business, in addition to becoming more enterprising in how they approach their roles should they decide to work in organizations.

Upon completing this course, you will be able to:
1.       Learn about the many faces of and contexts for entrepreneurship
2.       Learn about the entrepreneurial process and how to manage it
3.       Learn about what it takes to be an entrepreneur and your own potential to be one
4.       Learn to recognize opportunities to generate and assess your own business idea
5.       Explain the business planning process
6.       Apply entrepreneurial approaches, concepts and methods to your own business idea
7.       Learn about the operational issues in developing new business ventures","Created by:  University of California, Irvine","['Taught by:\xa0\xa0David Standen, MBA, Instructor, University of California, Irvine Extension']",Rated 4.3 out of 5 of 796 ratings,See all 142 reviews,2018-05-30,"['Home', 'Business', 'Entrepreneurship']",Essentials of Entrepreneurship: Thinking & Action,https://www.coursera.org/learn/entrepreneurial-thinking
,1 week of study 15-30 hours/week,"Existing domain/buy a domain, desktop web browser (Google Chrome is optimal)",Pass all graded assignments to complete the course.,English,Beginner,,"About this course: Introduction to Cloud Identity serves as the starting place for any new Cloud Identity, Identity/Access Management/Mobile Device Management admins as they begin their journey of managing and establishing security and access management best practices for their organization.  This 15-30 hour accelerated, one-week course will leave you feeling confident to utilize the basic functions of the Admin Console to manage users, control access to services, configure common security settings, and much more.

Through a series of introductory lessons, step-by-step hands-on exercises, Google knowledge resources, and knowledge checks, learners can expect to leave this training with all of the skills they need to get started as new Cloud Identity Administrators.

Learning Objectives

By the end of this course participants will be able to:
• Establish a Cloud Identity domain for their organization or personal domain. 
• Add users in order to practice user lifecycle management.
• Modify user permissions to gain an understanding of core Cloud Identity features.
• Add mobile devices within the Google Mobile Management module.
• Modify mobile management policy sets to gain familiarity with product options.
• Navigate the Reports module, and practice running reports.
• Explore and apply different security protocols to the domain.


Prerequisites

To get the most out of this training course, learners should be prepared to: 
• Sign up for a free 14 day trial of Cloud Identity.  You will need to enter payment method information.  We will show you step-by-step how to cancel your account if you wish to end your Cloud Identity instance at the end of training and avoid being charged.
• Use an existing domain or purchase a new domain through (if you do not have an existing domain, we will walk you through purchasing a domain through Google).",Created by:  Google Cloud,,Rated 4.9 out of 5 of 7 ratings,,2018-05-30,"['Home', 'Information Technology', 'Cloud Computing']",Introduction to Cloud Identity,https://www.coursera.org/learn/cloud-identity
Course 3 of 4 in the Market Research Specialization ,"4 weeks of study, 4-7 hours/week",,Pass all graded assignments to complete the course.,English,Intermediate,4.1 starsAverage User Rating 4.1See what learners said,"About this course: In this course, you will obtain some insights about marketing to help determine whether there is an opportunity that actually exists in the marketplace and whether it is valuable and actionable for your organization or client.  

Week 1: Assess methods available for creating quantitative surveys, along with their advantages and disadvantages. Identify the type of questions that should be asked and avoid unambiguous survey questions.  

Week 2: Design, test, and implement a survey by identifying the target audience and maximizing response rates. You will have an opportunity to use Qualtrics, a survey software tool, to launch your own survey.

Week 3: Analyze statistical models that can be applied to your marketing data, so that you can make data-driven decisions about your marketing mix. 

Week 4: Predict most likely outcomes from the marketing decisions and match the type of analysis needed for your business problem. 

Take Quantitative Research as a standalone course or as part of the Market Research Specialization. You should have equivalent experience to completing the second course in this specialization, Qualitative Research, before taking this course. By completing the third class in the Specialization, you will gain the skills needed to succeed in the full program.","Created by:  University of California, Davis","['Taught by:\xa0\xa0Susan Berman, President, Impact Research', 'Taught by:\xa0\xa0Olivier Rubel, PhD, Associate Professor, Graduate School of Management']",Rated 4.1 out of 5 of 20 ratings,See all reviews,2018-05-30,"['Home', 'Business', 'Marketing']",Quantitative Research,https://www.coursera.org/learn/quantitative-research
Course 4 of 4 in the Conflict Management Specialization ,"5 weeks of study, 2-3 hours/week",,Pass all graded assignments to complete the course.,English,,4.6 starsAverage User Rating 4.6See what learners said,"About this course: The capstone project is designed to give you the opportunity to apply what you've learned in Types of Conflict, Conflict Resolution, and Intercultural Communication and Conflict Resolution. In this course you will prepare a conflict management portfolio illustrating the nature of a specific conflict, the different roles of participants in the conflict and the significance of those roles, the perceived incompatible goals, power imbalances, and communication skills needed for the effective management of the conflict.

Upon completing this course, you will be able to:
1.       Create a well organized and complete case study
2.       Analyze key organizational issues with an integrated action plan for conflict resolution
3.       Identify appropriate communication skills needed for conflict resolution skills
4.       Present a portfolio that incorporates concepts learned throughout the Specialization
5.       Reflect on what you've learned throughout the Specialization","Created by:  University of California, Irvine","['Taught by:\xa0\xa0Najla DeBow, Instructor']",Rated 4.6 out of 5 of 51 ratings,See all 12 reviews,2018-05-30,"['Home', 'Personal Development']",Conflict Management Project,https://www.coursera.org/learn/conflict-management-capstone-project
Course 2 of 5 in the Web Design for Everybody (Basics of Web Development and Coding) Specialization ,,,Pass all graded assignments to complete the course.,English,,4.8 starsAverage User Rating 4.8See what learners said,"About this course: The web today is almost unrecognizable from the early days of white pages with lists of blue links.  Now, sites are designed with complex layouts, unique fonts, and customized color schemes.   This course will show you the basics of Cascading Style Sheets (CSS3).  The emphasis will be on learning how to write CSS rules, how to test code, and how to establish good programming habits.     

When done correctly, the styling of a webpage can take enhance your page.   When done incorrectly the result can be worse than no styling at all.    To ensure that your sites do not put up  barriers for people with cognitive and/or physical disabilities, you will learn how to evaluate pages using the standardized POUR accessibility guidelines.    Upon completion of the course, learners will be able to sketch a design for a given HTML page.  Using that design they will use CSS to implement the design by adding fonts, colors, and  layouts.    

This is the second course in the Web Design For Everybody specialization.   Subsequent courses focus on adding interaction with JavaScript and enhancing the styling with responsive design.

It will be difficult to complete this course if you do not have access to a laptop or desktop computer for the homework.",Created by:  University of Michigan,"['Taught by:\xa0\xa0Colleen van Lent, Ph.D., Lecturer', 'Taught by:\xa0\xa0Charles Severance, Associate Professor']","Rated 4.8 out of 5 of 2,858 ratings",See all 598 reviews,2018-05-30,"['Home', 'Computer Science', 'Mobile and Web Development']",Introduction to CSS3,https://www.coursera.org/learn/introcss
,"5 weeks of study, 2-3 hours/week",,Pass all graded assignments to complete the course.,English,Intermediate,4.5 starsAverage User Rating 4.5See what learners said,"About this course: This course is a partnership between the leading content marketing authority, Copyblogger, and UC Davis Extension.
In this course, you will learn the core strategies content marketers use to acquire and retain customers profitably. 
Specifically, you will learn how to develop, organize and implement a content marketing strategy, analyze and measure the effectiveness of content marketing, write compelling copy, use a strategic framework when writing, and build your professional brand and authority through content marketing. You will also learn how to put the ideas presented to you into action and build your own personal brand through content marketing.","Created by:  University of California, Davis","['Taught by:\xa0\xa0Sonia Simone, Chief Content Officer']",Rated 4.5 out of 5 of 183 ratings,See all 57 reviews,2018-05-30,"['Home', 'Business', 'Marketing']",The Strategy of Content Marketing,https://www.coursera.org/learn/content-marketing
,,,Pass all graded assignments to complete the course.,English,Beginner,4.6 starsAverage User Rating 4.6See what learners said,"About this course: The Global Energy and Climate Policy course offers an introduction to the theoretical and practical understanding of how energy and climate change policies are designed, shaped, advocated and implemented. As energy markets go truly global, domestic energy policies are becoming more and more entangled with wider issues of international governance. Concurrently, the urgent need to mitigate and adapt to climate change and transition to a low-carbon future is adding a further layer of complexity. 

The course is aimed broadly at people interested in learning more about interconnected issues in energy and climate policy globally. It assumes a level of interest but no necessary previous knowledge. However, the course also offers sufficient up to date research and new critical perspectives to be of interest to people with expertise in or academic familiarity with the topic as well. 

The main aim of the course is to provide this wide-ranging introduction in a self-contained, but in-depth form, alongside the important practical skills necessary to understand and discuss energy and climate policy, and lay the groundwork for greater engagement in the future – either through academic study, in the public, private or not-for-profit sectors.","Created by:  University of London, SOAS University of London","['Taught by:\xa0\xa0Harald Heubaum, Dr']",Rated 4.6 out of 5 of 69 ratings,See all 23 reviews,2018-05-30,"['Home', 'Social Sciences', 'Governance and Society']",Global Energy and Climate Policy,https://www.coursera.org/learn/globalenergyandclimatepolicy
,De 1 à 3 heures par semaine pendant 6 semaines,,Pass all graded assignments to complete the course.,"French, Subtitles: English",Beginner,4.7 starsAverage User Rating 4.7See what learners said,"About this course: L’objectif de ce MOOC est d’aider ses apprenants, quel que soit leur profil, leur formation ou leur pays d’origine, à construire une réponse personnelle à des questions comme celles-ci : 
- Les voitures électriques seront-elles les dernières à circuler dans les métropoles du XXI° siècle ? 
- Le gain environnemental associé à l’électrification des véhicules justifie-t-il des investissements massifs dans les infrastructures de charge ? 
- Le véhicule électrique est-il réservé aux riches des pays du Nord ?

Grâce à ce MOOC, les participants pourront acquérir des connaissances issues des sciences de l’ingénieur, de la sociologie, des sciences de l’environnement, de l’économie, de la géographie et des sciences politiques pour évaluer, analyser et mettre en œuvre le déploiement des véhicules électriques là où il est pertinent.

Le Groupe Renault et les écoles de ParisTech collaborent depuis bientôt 15 ans sur des sujets liés à la mobilité durable. Ensemble, ils ont créé deux Masters (Transport et développement durable en 2004, Mobilité et véhicules électriques en 2010) et l’Institut de la Mobilité Durable (IMD), en 2009, pour accompagner les mutations en cours. Le MOOC Mobilités et véhicules électriques est issu de cette histoire commune et a été élaboré à partir d'un cours délivré au sein du Master Mobilités et Véhicules Électriques, piloté par Arts et Métiers ParisTech en partenariat avec Ensta ParisTech, Mines ParisTech et l’École des Ponts ParisTech.

Ce cours est en français, cependant des sous-titres en anglais sont disponibles pour toutes les vidéos et vous pouvez écrire vos messages dans le forum en anglais si vous le désirez./ This course is given in French, nevertheless English subtitles are available for all videos and you can write your posts in the forum in English if desired.",Created by:  École des Ponts ParisTech,"['Taught by:\xa0\xa0Virginie BOUTUEIL, Researcher', 'Taught by:\xa0\xa0Émeric FORTIN, Head of the Master in Transport and Sustainable Development']",Rated 4.7 out of 5 of 27 ratings,See all 11 reviews,2018-05-30,"['Home', 'Physical Science and Engineering', 'Environmental Science and Sustainability']",Mobilités et véhicules électriques ,https://www.coursera.org/learn/mobilites-vehicules-electriques
