Basic Info,Commitment,Hardware Req,How To Pass,Language,Level,User Ratings,description,institutions,instructors,ratings,reviews,scrape_date,subjects,title,url
Course 2 of 4 in the Computer Communications Specialization ,"5 weeks of study, 2-5 hours/week",,Pass all graded assignments to complete the course.,English,,4.3 starsAverage User Rating 4.3See what learners said,"About this course: In this course, we discuss peer-to-peer protocols and local area networks. Part one in this course is to answer the question of how does a peer-to-peer protocol deliver reliable data transfer service across unreliable transmission lines or networks.  We focus on several medium access control protocols and their performance analysis. In the second part, we discuss how medium access control protocols coordinate the access to the communication channel so that information gets through from a source to a destination in the same broadcast local area network. We further discuss local area network and wireless LAN.",Created by:  University of Colorado System,"['Taught by:\xa0\xa0Xiaobo Zhou, Professor, Interim Dean']",Rated 4.3 out of 5 of 11 ratings,,2018-05-30,"['Home', 'Computer Science', 'Computer Security and Networks']",Peer-to-Peer Protocols and Local Area Networks,https://www.coursera.org/learn/peer-to-peer-protocols-local-area-networks
Course 3 of 5 in the Trading Strategies in Emerging Markets Specialization ,The estimated workload for this course is 4 to 5 hours per week,,Pass all graded assignments to complete the course.,English,Intermediate,4.4 starsAverage User Rating 4.4See what learners said,"About this course: This course will provide back test results for all the strategies in developed and emerging markets. The learner will also be taught scientific ways of back testing without succumbing to either look ahead (or) survival bias.

You will learn various methods of building a robust back testing system for the strategies discussed in the previous course. You will be taught how to differentiate between mere data mining and results based on solid empirical or theoretical foundation. Next, you will learn the ways and means of back testing the results and subjecting the back test results to stress tests. After which, you will learn the various ways in which transaction costs and other frictions could be incorporated in the back testing algorithm. Finally, you will learn techniques for measuring a strategies' performance and the concept of risk adjusted return. You will use some of the famous measures for risk adjusted returns such as Sharpe ratio, Treynor's Ratio and Jenson's Alpha. You will see how to pick an appropriate benchmark for a proposed fund.",Created by:  Indian School of Business,"['Taught by:\xa0\xa0Prasanna Tantri, Senior Associate Director']",Rated 4.4 out of 5 of 113 ratings,See all 12 reviews,2018-05-30,"['Home', 'Business', 'Finance']",Advanced Trading Algorithms,https://www.coursera.org/learn/advanced-trading-algorithms
,,,Pass all graded assignments to complete the course.,English,Intermediate,4.5 starsAverage User Rating 4.5See what learners said,"About this course: This course provides those involved in educating members of the health professions an asynchronous, interdisciplinary, and interactive way to obtain, expand, and improve their teaching skills. These skills can then be applied within their own professional context, with a variety of learners, extending across many stages.

After completing this course, learners will:
1. Understand educational theory as it relates to health professions education
2. Match instructional methods with desired educational outcomes
3. Learn a variety of applied teaching techniques
4. Share successful teaching strategies

Suggested resources will include educational videos, individual readings, recommended
reference books, and crowd-sourced recommendations. All students should have
dependable access to the internet with video streaming capabilities. Some students
may want the ability to utilize on-line video conferencing as well.",Created by:  University of Michigan,"['Taught by:\xa0\xa0Caren Stalburg, MD, MA, Assistant Professor, Obstetrics & Gynecology']",Rated 4.5 out of 5 of 101 ratings,See all 32 reviews,2018-05-30,"['Home', 'Life Sciences', 'Medicine and Healthcare']",Instructional Methods in Health Professions Education,https://www.coursera.org/learn/instructional-methods-education
,1-2 hours/week,,Pass all graded assignments to complete the course.,"English, Subtitles: German",,3.9 starsAverage User Rating 3.9See what learners said,"About this course: The Learning Mindsets & Skills MOOC is designed to explore underlying concepts behind Learning Mindsets & Skills as well as the the practical applications of those concepts in various educational environments. Course Participants will hypothesize a learning mindset-related change to be implemented within their educational environment, test their theory, and present their findings to a wider audience.",Created by:  High Tech High Graduate School of Education,"['Taught by:\xa0\xa0Patrick E.  Yurick, Lead MOOC Instructor ', 'Taught by:\xa0\xa0John  Bosselman, Co-Instructor', 'Taught by:\xa0\xa0Ben Daley, Chief Academic Officer', 'Taught by:\xa0\xa0Judy Wu, Curriculum Design & Instruction']",Rated 3.9 out of 5 of 57 ratings,See all 13 reviews,2018-05-30,"['Home', 'Social Sciences', 'Education']",Learning Mindsets & Skills,https://www.coursera.org/learn/learning-skills
,3-4 heures par semaine,,Pass all graded assignments to complete the course.,"English, Subtitles: French",,4.3 starsAverage User Rating 4.3See what learners said,"About this course: This course will allow you to identify and evaluate opportunities for creating a tech business, and to better understand its principal issues on a human, technical, commercial, environmental and financial level.

As such, you will obtain solid foundations either for building your own tech business, or for joining one.

Deciding to create or to join a tech business in these early years is an out-of-the-ordinary adventure, and it certainly won’t be straightforward: you need to be ready to accept that not all ""good"" ideas will lead to success, and that only a very small number of projects lead to great success. You must learn to overhaul your relationship with failure, which is a valuable source of experience and should be managed according to the logic of “acceptable loss”: the entrepreneur loves uncertainty, not excessive risk. The creation of tech businesses gives you a genuine opportunity to change the world, but requires you to adopt a particular state of mind and to be able to acquire knowledge, know-how and interpersonal skills.

You will have the chance to work alongside passionate and exciting people from a whole multitude of backgrounds. From a technological point of view, these women and men have constructed numerous companies of a global scale.

The development trajectory of a tech business is full of mishaps which require you to be both agile and greatly prepared to build on a strong idea, choose your market, develop your proposal, assemble a team worthy of the task in hand, and finding financing.

The course is made up of methodological sessions as well as first-hand accounts from entrepreneurs and people who have succeeded in creating tech businesses themselves. You will thus be able to get to know the essential dilemmas with which high-tech business creators are confronted with, beginning with the initial decision to set up your very own structure, which itself represents a significant life decision.

You will also see that the creation of a tech business is much more a collective adventure than an individual one.

In the English version, all of the reading content, quizzes and assesments will be in English, whilst the videos will have French audio and English subtitles.","Created by:  École Polytechnique, HEC Paris","['Taught by:\xa0\xa0Romain Beaume, Chargé Mission chaire MIX', 'Taught by:\xa0\xa0Etienne Krieger, Affiliate Professor']",Rated 4.3 out of 5 of 30 ratings,See all 14 reviews,2018-05-30,"['Home', 'Business', 'Entrepreneurship']",Creating and Developing a Tech Startup,https://www.coursera.org/learn/tech-startup
,,,Pass all graded assignments to complete the course.,"English, Subtitles: Italian, Romanian",Beginner,4.7 starsAverage User Rating 4.7See what learners said,"About this course: This course is about how the brain creates our sense of spatial location from a variety of sensory and motor sources, and how this spatial sense in turn shapes our cognitive abilities.

Knowing where things are is effortless.  But “under the hood,” your brain must figure out even the simplest of details about the world around you and your position in it.  Recognizing your mother, finding your phone, going to the grocery store, playing the banjo – these require careful sleuthing and coordination across different sensory and motor domains.  This course traces the brain’s detective work to create this sense of space and argues that the brain’s spatial focus permeates our cognitive abilities, affecting the way we think and remember.

The material in this course is based on a book I've written for a general audience.  The book is called ""Making Space: How the Brain Knows Where Things Are"", and is available from Amazon, Barnes and Noble, or directly from Harvard University Press. 

The course material overlaps with classes on perception or systems neuroscience, and can be taken either before or after such classes.

Dr. Jennifer M. Groh, Ph.D.
Professor
Psychology & Neuroscience; Neurobiology
Duke University
 www.duke.edu/~jmgroh

Jennifer M. Groh is interested in how the brain process spatial information in different sensory systems, and how the brain's spatial codes influence other aspects of cognition.  She is the author of a recent book entitled ""Making Space:  How the Brain Knows Where Things Are"" (Harvard University Press, fall 2014).

Much of her research concerns differences in how the visual and auditory systems encode location, and how vision influences hearing.  Her laboratory has demonstrated that neurons in auditory brain regions are sometimes responsive not just to what we hear but also to what direction we are looking and what visual stimuli we can see.  These surprising findings challenge the prevailing assumption that the brain’s sensory pathways remain separate and distinct from each other at early stages, and suggest a mechanism for such multi-sensory interactions as lip-reading and ventriloquism (the capture of perceived sound location by a plausible nearby visual stimulus).

Dr. Groh has been a professor at Duke University since 2006.  She received her undergraduate degree in biology from Princeton University in 1988 before studying neuroscience at the University of Michigan (Master’s, 1990), the University of Pennsylvania (Ph.D., 1993), and Stanford University (postdoctoral, 1994-1997).  Dr. Groh has been teaching undergraduate classes on the neural basis of perception and memory for over fifteen years.  She is presently a faculty member at the Center for Cognitive Neuroscience and the Duke Institute for Brain Sciences at Duke University.  She also holds appointments in the Departments of Neurobiology and Psychology & Neuroscience at Duke.

Dr. Groh’s research has been supported by a variety of sources including the John S. Guggenheim Foundation, the National Institutes of Health, the National Science Foundation, and the Office of Naval Research Young Investigator Program, the McKnight Endowment Fund for Neuroscience, the John Merck Scholars Program, the EJLB Foundation, the Alfred P. Sloan Foundation, the Whitehall Foundation, and the National Organization for Hearing Research.",Created by:  Duke University,"['Taught by:\xa0\xa0Dr. Jennifer M. Groh, Ph.D., Professor']",Rated 4.7 out of 5 of 204 ratings,See all 55 reviews,2018-05-30,"['Home', 'Life Sciences', 'Biology']",The Brain and Space,https://www.coursera.org/learn/human-brain
,"Seven hours of videos in total, plus a final project requiring about six hours to complete.",,Pass all graded assignments to complete the course.,English,Beginner,5.0 starsAverage User Rating 5.0See what learners said,"About this course: Our primary goal is to help you to understand FinTech and to become more confident and persuasive in your ability to analyze and make recommendations to executives within the finance industry regarding how to react to these changes.

This FIRST MOOC ON FINTECH IN ASIA-PACIFIC offered by HKUST presents the views of several professors from the top business school in Asia as well as perspectives from industry professionals.  HKUST has been ranked for many years as the number one EMBA program in the world, as the number one Finance program in Asia, and as the top MBA program in Asia by multiple independent rating and review journals and surveys.  This course offers the combined strengths of HKUST in Business, Finance, and Technology as one the world's leading academic institutions on an important area of technology and business innovations.  For students from outside Asia, this also gives an insight into changes happening in the most advanced FinTech markets of the world, since Asia leads worldwide in FinTech adoption and creative innovations.

This course (FinTech Foundations and Overview) is part 1 of the HKUST FinTech specialization, there will be 3 other courses in the specialization including FinTech Security & Regulation (RegTech), FinTech Compliance & Assurance, FinTech Innovative Disruption: Implications for Society. The FinTech specialization will be launched in Fall 2018, stay tuned!",Created by:  The Hong Kong University of Science and Technology,"['Taught by:\xa0\xa0 Theodore Henry King CLARK, Associate Professor']",Rated 5 out of 5 of 1 ratings,See all reviews,2018-05-30,"['Home', 'Business', 'Finance']",FinTech Foundations and Overview,https://www.coursera.org/learn/fintech
,视频和测验共7.5小时,,Pass all graded assignments to complete the course.,"Chinese (Simplified), Subtitles: English, Portuguese (Brazilian)",,4.8 starsAverage User Rating 4.8See what learners said,"About this course: 与之前的“竞争策略”(https://www.coursera.org/learn/competitivestrategyzh)相比，“高阶竞争策略”课程将在讲解新课题和新模块的同时，结合更多实际案例并提供更多与学生互动交流的机会。

在“高阶竞争策略”课程中，我们将研究企业如何通过增加转换成本和推进战略客户锁定来建立和维护客户群。探索企业如何通过寻求适当的价格歧视和产品差异化策略来提高收益。

我们将举例介绍在欧盟竞争政策和美国反垄断政策前提下可接受的行为，并且找到企业通过战略性利用网络效应和规模经济来增加回报的方法。我们会进一步强化新学的有关网络效应的知识，并讨论专门为网络市场定制的策略。

我们还会分析兼并和收购的运作方式，此外，帮助您思考有助于公司有机增长的其他策略。

This is a Chinese version of Advanced Competitive Strategy. You can find the original course in English from our course catalog.
【 此版本是Coursera首次尝试推出的中文翻译版。课程视频为英文原版附中文字幕，课程页面和测验已译成中文，帮助中心提供中文支持。此版本仍在测试中，欢迎批评指正。】",Created by:  Ludwig-Maximilians-Universität München (LMU),"['Taught by:\xa0\xa0Tobias Kretschmer,   Professor']",Rated 4.8 out of 5 of 79 ratings,See all 18 reviews,2018-05-30,"['Home', 'Business', 'Business Strategy']",高阶竞争策略（中文版）,https://www.coursera.org/learn/advanced-competitive-strategy-zh
,"11 weeks of study, 3-5 hours per week.",,Pass all graded assignments to complete the course.,English,Intermediate,3.6 starsAverage User Rating 3.6See what learners said,"About this course: Discrete mathematics forms the mathematical foundation of computer and information science. It is also a fascinating subject in itself.

Learners will become familiar with a broad range of mathematical objects like sets, functions, relations, graphs, that are omnipresent in computer science. Perhaps more importantly, they will reach a certain level of mathematical maturity - being able to  understand formal statements and their proofs; coming up with rigorous proofs themselves; and coming up with interesting results.

This course attempts to be rigorous without being overly formal. This means, for every concept we introduce we will show at least one interesting and non-trivial result and give a full proof. However, we will do so without too much formal notation, employing examples and figures whenever possible.

The main topics of this course are (1) sets, functions, relations, (2) enumerative combinatorics, (3) graph theory, (4) network flow and matchings. It does not cover modular arithmetic, algebra, and logic, since these topics have a slightly different flavor and because there are already several courses on Coursera specifically on these topics.",Created by:  Shanghai Jiao Tong University,"['Taught by:\xa0\xa0Dominik Scheder,  Assistant Professor']",Rated 3.6 out of 5 of 53 ratings,See all 18 reviews,2018-05-30,"['Home', 'Math and Logic']",Discrete Mathematics,https://www.coursera.org/learn/discrete-mathematics
Course 3 of 6 in the Architecting with Google Cloud Platform Specialization ,"1 week of study, 7-9 hours/week",You'll need a desktop web browser to run this course's interactive labs via Qwiklabs.,Pass all graded assignments to complete the course.,English,Intermediate,4.6 starsAverage User Rating 4.6See what learners said,"About this course: >>> By enrolling in this course you agree to the Qwiklabs Terms of Service as set out in the FAQ and located at: https://qwiklabs.com/terms_of_service <<<

This accelerated on-demand course introduces participants to the comprehensive and flexible infrastructure and platform services provided by Google Cloud Platform. Through a combination of video lectures, demos, and hands-on labs, participants explore and deploy solution elements, including infrastructure components such as networks, systems and applications services. This course also covers deploying practical solutions including securely interconnecting networks, customer-supplied encryption keys, security and access management, quotas and billing, and resource monitoring.

Prerequisites: 
To get the most out of this course, participants should have:
• Completed Google Cloud Platform Fundamentals (Core Infrastructure or AWS Professionals.) or have equivalent experience
• Completed Essential Cloud Infrastructure: Foundation or have equivalent experience
• Basic proficiency with command-line tools and Linux operating system environments
• Systems Operations experience including deploying and managing applications, either on-premises or in a public cloud environment",Created by:  Google Cloud,,Rated 4.6 out of 5 of 979 ratings,See all 100 reviews,2018-05-30,"['Home', 'Information Technology', 'Cloud Computing']",Essential Cloud Infrastructure: Core Services,https://www.coursera.org/learn/gcp-infrastructure-core-services
