Basic Info,Commitment,Hardware Req,How To Pass,Language,Level,User Ratings,description,institutions,instructors,ratings,reviews,scrape_date,subjects,title,url
,2-3 hours/week,,Pass all graded assignments to complete the course.,English,,4.8 starsAverage User Rating 4.8See what learners said,About this course: Fear and uncertainty about copyright law often plagues educators and sometimes prevents creative teaching.  This course is a professional development opportunity designed to provide a basic introduction to US copyright law and to empower teachers and librarians at all grade levels. Course participants will discover that the law is designed to help educators and librarians.,"Created by:  Duke University, Emory University, The University of North Carolina at Chapel Hill","['Taught by:\xa0\xa0Kevin Smith, M.L.S., J.D., Former Director, Copyright and Scholarly Communication', 'Taught by:\xa0\xa0Lisa A. Macklin, J.D.,M.L.S., Director, Scholarly Communications Office', 'Taught by:\xa0\xa0Anne Gilliland, JD, MLS, Scholarly Communications Officer']",Rated 4.8 out of 5 of 166 ratings,See all 51 reviews,2018-05-30,"['Home', 'Social Sciences', 'Education']",Copyright for Educators & Librarians,https://www.coursera.org/learn/copyright-for-education
,"5 weeks of study, 2-3 hours/week",,Pass all graded assignments to complete the course.,English,,4.3 starsAverage User Rating 4.3See what learners said,"About this course: This course deals with an Introduction to Psychology as a Science. Psychology is the study of behavior and the mind.  But all of us have tried to understand and predict behavior throughout our lives, first with our parents, then with our peers and teachers, and finally with our friends and co-workers.  The difference is that psychological scientists conduct research that discovers the facts about behavior and our minds, so its principles are based on science and not just on intuition and experience.  The course covers all areas of Psychology, discussing scientific findings relevant to each area.  The content of the course has received approval from ""Quality Matters"", an organization that evaluates on-line courses.  The learning outcomes are:  (1) Students will be able to recognize and describe major psychological principles, theories and perspectives;  (2) Students will be able to distinguish between different methods used by psychological scientists to study the different areas of psychology;  (3) Students will be able to describe the ""nature-nurture"" controversy across different areas of psychology;  (4) Students will know that the basic principles of psychology are based on sound research; and (5) Students will know how the nervous system and other biological systems are involved in understanding behavior and the mind.",Created by:  Georgia Institute of Technology,"['Taught by:\xa0\xa0Dr. Anderson  D. Smith, Regents’ Professor Emeritus']",Rated 4.3 out of 5 of 6 ratings,See all 2 reviews,2018-05-30,"['Home', 'Social Sciences', 'Psychology']",Introduction to Psychology as a Science 1 – Methodological and Biological Foundations ,https://www.coursera.org/learn/methodological-biological-foundations
Course 5 of 5 in the Data Analysis and Interpretation Specialization ,,,Pass all graded assignments to complete the course.,"English, Subtitles: German",,4.7 starsAverage User Rating 4.7See what learners said,"About this course: The Capstone project will allow you to continue to apply and refine the data analytic techniques learned from the previous courses in the Specialization to address an important issue in society. You will use real world data to complete a project with our industry and academic partners. For example, you can work with our industry partner, DRIVENDATA, to help them solve some of the world's biggest social challenges! DRIVENDATA at www.drivendata.org, is committed to bringing cutting-edge practices in data science and crowdsourcing to some of the world's biggest social challenges and the organizations taking them on. 

Or, you can work with our other industry partner, The Connection (www.theconnectioninc.org) to help them better understand recidivism risk for people on parole seeking substance use treatment. For more than 40 years, The Connection has been one of Connecticut’s leading private, nonprofit human service and community development agencies. Each month, thousands of people are assisted by The Connection’s diverse behavioral health, family support and community justice programs. The Connection’s Institute for Innovative Practice was created in 2010 to bridge the gap between researchers and practitioners in the behavioral health and criminal justice fields with the goal of developing maximally effective, evidence-based treatment programs. 

A major component of the Capstone project is for you to be able to choose the information from your analyses that best conveys results and implications, and to tell a compelling story with this information. By the end of the course, you will have a professional quality report of your findings that can be shown to colleagues and potential employers to demonstrate the skills you learned by completing the Specialization.",Created by:  Wesleyan University,"['Taught by:\xa0\xa0Jen Rose, Research Professor', 'Taught by:\xa0\xa0Lisa Dierker, Professor']",Rated 4.7 out of 5 of 18 ratings,See all 6 reviews,2018-05-30,"['Home', 'Data Science', 'Data Analysis']",Data Analysis and Interpretation Capstone,https://www.coursera.org/learn/data-analysis-capstone
"Course 2 of 4 in the Creatividad, diseño e innovación: Técnicas y herramientas Specialization ",,,Pass all graded assignments to complete the course.,"Spanish, Subtitles: English",Beginner,4.8 starsAverage User Rating 4.8See what learners said,"About this course: La innovación ha cobrado una importancia significativa en las corporaciones de hoy, y con frecuencia es vista como un motor importante de crecimiento y éxito en una organización. En este curso introductorio, usted aprenderá sobre el significado, la importancia, el proceso e impacto de la innovación. Aunque la palabra innovación se describe más comúnmente  como el proceso de convertir las ideas en productos o servicios que aportan valor al público, la palabra innovación tiene múltiples definiciones, y hablaremos sobre lo que significa en los mundos de negocios, diseño e ingeniería. 

Aprenderemos sobre un nuevo modelo de innovación llamado Innovación Estratégica Integral, que se puede usar por los individuos y las organizaciones interesadas en generar pensamientos fuera de lo establecido para transformar la forma de pensar de tema de costumbre al pensamiento creativo. Cubriremos en detalle todos los pasos del proceso de innovación. Comenzando con identificar a los problemas que necesitan soluciones innovadoras, investigar y analizar, generar conceptos, seleccionar soluciones prometedoras e implementarlas, hablaremos de una variedad de herramientas que se pueden usar durante cada paso del proceso. 

Los aprendices dejarán el curso con un entendimiento profundo de lo que es la innovación y cómo pueden utilizar las herramientas y técnicas de innovación en su propio trabajo. ",Created by:  Arizona State University,"['Taught by:\xa0\xa0Prasad Boradkar, Professor']",Rated 4.8 out of 5 of 80 ratings,See all 27 reviews,2018-05-30,"['Home', 'Business', 'Business Essentials']",Innovar,https://www.coursera.org/learn/innovacion-diseno
,,,Pass all graded assignments to complete the course.,English,,4.7 starsAverage User Rating 4.7See what learners said,"About this course: Learn about novel sensing tools that make use of nanotechnology to screen, detect and monitor various events in personal or professional life. Together, we will lay the groundwork for infinite innovative applications, starting from diagnosis and treatments of diseases, continuing with quality control of goods and environmental aspects, and ending with monitoring security issues.

_ _ _ _ _ _ _ _ _  _ _ _  _ _ _ _ _ _ _ _ _ 

Nanotechnology and nanosensors are broad, interdisciplinary areas that encompass (bio)chemistry, physics, biology, materials science, electrical engineering and more. The present course will provide a survey on some of the fundamental principles behind nanotechnology and nanomaterials and their vital role in novel sensing properties and applications. The course will discuss interesting interdisciplinary scientific and engineering knowledge at the nanoscale to understand fundamental physical differences at the nanosensors. By the end of the two parts of the course, students will understand the fabrication, characterization, and manipulation of nanomaterials, nanosensors, and how they can be exploited for new applications. Also, students will apply their knowledge of nanotechnology and nanosensors to a topic of personal interest in this course.

- - - - - - - -- -- -- - - - -
COURSE OBJECTIVES
The course main objective is to enhance critical, creative, and innovative thinking. The course encourages multicultural group work, constructing international 'thinking tanks' for the creation of new ideas. Throughout the course, you will be asked to reflect upon your learning, think ""out of the box"", and suggest creative ideas.   

The two parts of the course are set to encourage the understanding of:
1. The importance of nanoscale materials for sensing applications.
2. Approaches used for characterizing sensors based nanomaterials.
3. Approaches used for tailoring nanomaterials for a specific sensing application.
4. Metallic and semiconductor nanoparticles.
5. Organic and inorganic nanotubes and nanowires.
6. Optical, mechanical and chemical sensors based on nanomaterials.
7. Hybrid nanomaterial-based sensors.

----------------
We recommend that you read the following supplementary reading materials:
-Jiří Janata, Principles of Chemical Sensors, Springer, 2d Edition (1989).
-Roger George Jackson, Novel Sensors and Sensing, CRC Press (2004).
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _

Teaching Team

About Professor Haick Hossam

Professor Hossam Haick is an expert in the field of nanotechnology, nanosensors, and non-invasive disease diagnosis. Prof. Haick is the recipient of the prestigious Marie Curie Excellence Award, ERC Award, and the FP-7 Health Award. He is also the recipient of more than 42 international honors and prizes for his achievements, including a Knight of the Order of Academic Palms (conferred by the French Government) and the “List of the World’s Top 35 Young Scientists”, and the Discovery Award of the Bill & Melinda Gates. Prof. Haick is the founder and the leader of a European consortium of eight universities and companies for the development of advanced generation of nanosensors for disease diagnosis. He also serves as an associate editor of the two journals and serves as an advisory consultant to the Chemical Abstracts Service (CAS) – the world's authority for chemical information - a senior scientific advisory member of several national and international companies and institutes, and as a scientific evaluator in the European Commission.
Email: hhossam@technion.ac.il  
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ 

Course Staff

Meital Bar-Segev, Teaching Assistant: Received her B.A. (Cum Laude) in Chemistry and B.Sc (Cum Laude) in Materials Engineering from the Technion – Israel Institute of Technology (both in 2010). During her studies, she worked in a student position at Tower Semiconductors Ltd. After graduation she worked at Alfred Mann Institute in the Technion (AMIT) as a process development engineer. Currently, she performs her Ph.D. degree (direct track) in the Russell Berrie Nanotechnology Institute (RBNI) of the Technion under the supervision of Prof. Hossam Haick. The research of Meital focuses is the development of electronic skin based on nanoparticles.

Abeer Watted, Teaching Assistant: Received her B.Sc. and M.Sc. in Transportation and Highways Engineering from the Technion.  She is a Ph.D. student at the Faculty of Education in Science and Technology at the Technion, under the supervision of Asst. Prof. Miri Barak. She received a second master degree in Educatu in Science and Technology from the Technion in 2013. Her research focuses on science education and inquiry-based laboratories. Currently, Abeer works as a lecturer at Al-Qasemi Academic College of Education, where she serves also as the head of Civil Engineering Department.

Maya Usher, Teaching Assistant: Received her B.A. and M.A. (Cum Laude) in Communication Studies from Sapir Academic College and Ben Gurion University- Israel (2009; 2013 respectively). Currently, Maya is a PhD. candidate at the Faculty of Education in Science and Technology at the Technion, under the supervision of Asst. Prof. Miri Barak. Her research focuses on examining online collaborative learning in small multicultural groups. 

Muhammad Khatib, Teaching Assistant: Received his B.Sc in Biochemical Engineering from the Technion – Israel Institute of Technology (2015). His final research project, conducted with Prof. Avi Schroeder, dealt with harnessing liposome-based drug delivery systems to applications in precise agriculture. Currently, he performs his Ph.D. (special track) in the Department of Chemical Engineering of the Technion under the supervision of Prof. Hossam Haick, and his research focuses on self-healing devices for monitoring infectious diseases.

Miri Barak, Pedagogical Advisor: Assistant Professor at the Faculty of Education in Science and Technology, Technion- Israel Institute of Technology. She is the Head of the Science and Learning Technologies group and the advisor of graduate students. Her academic activities focus on developing, integrating, and evaluating science education curricula at school and higher education levels. Her studies involve the use of information and communication technologies (ICT), with emphasis on emerging web-2.0 and cloud applications, to foster meaningful learning and high-order thinking.",Created by:  Technion - Israel Institute of Technology,"['Taught by:\xa0\xa0Prof. Hossam Haick, Head of the Laboratory for Nanomaterial-Based Devices (LNBD) and Volatile Biomarkers']",Rated 4.7 out of 5 of 43 ratings,See all 10 reviews,2018-05-30,"['Home', 'Physical Science and Engineering', 'Chemistry']","Nanotechnology and Nanosensors, Part 2",https://www.coursera.org/learn/nanotechnology2
Course 1 of 5 in the Methods and Statistics in Social Sciences Specialization ,"8 weeks, 4-5 hours/week",,Pass all graded assignments to complete the course.,"English, Subtitles: Chinese (Simplified)",,4.7 starsAverage User Rating 4.7See what learners said,"About this course: Discover the principles of solid scientific methods in the behavioral and social sciences. Join us and learn to separate sloppy science from solid research!

This course will cover the fundamental principles of science, some history and philosophy of science, research designs, measurement, sampling and ethics. The course is comparable to a university level introductory course on quantitative research methods in the social sciences, but has a strong focus on research integrity. We will use examples from sociology, political sciences, educational sciences, communication sciences and psychology.",Created by:  University of Amsterdam,"['Taught by:\xa0\xa0Annemarie Zand Scholten, Assistant Professor']",Rated 4.7 out of 5 of 865 ratings,See all 282 reviews,2018-05-30,"['Home', 'Physical Science and Engineering', 'Research Methods']",Quantitative Methods,https://www.coursera.org/learn/quantitative-methods
Course 2 of 4 in the Coaching Skills for Managers Specialization ,,,Pass all graded assignments to complete the course.,English,,4.7 starsAverage User Rating 4.7See what learners said,"About this course: If you don’t know where you are going, any road will take you there. One of the most important roles of a manager is to ensure everyone knows the destination. The most effective managers set expectations and assess their employees’ performance against those expectations, and take a coaching approach to helping them get to the destination. That’s exactly what you’ll learn to do in this course!

You will explore how to collaboratively develop expectations with those you lead. When you encounter expectations that are not being met, you’ll learn how to use ""Coaching Algebra"" to determine the underlying issues that are impeding performance, and how to respond as a manger-coach.  

We look forward to you joining us as we explore these essential coaching topics!","Created by:  University of California, Davis","['Taught by:\xa0\xa0Kris Plachy, CEO and Founder & Instructor']",Rated 4.7 out of 5 of 189 ratings,See all 42 reviews,2018-05-30,"['Home', 'Business', 'Leadership and Management']",Setting Expectations & Assessing Performance Issues,https://www.coursera.org/learn/coaching-expectations-performance
,"5 weeks of study, 2-3 hours/week",,Pass all graded assignments to complete the course.,English,,,"About this course: This course deals with the fundamentals important in Psychology as a science. Psychology is the study of behavior and the mind.  But all of us have tried to understand and predict behavior throughout our lives, first with our parents, then with our peers and teachers, and finally with our friends and co-workers.  The difference is that psychological scientists conduct research that discovers the facts about behavior and our minds, so its principles are based on science and not just on intuition and experience.  The course covers the fundamentals of learning, memory, motivation, emotion, and how behavior changes as we age.  The content of the course has received approval from ""Quality Matters"", an organization that evaluates on-line courses.  The learning outcomes are:  (1) Students will be able to recognize and describe major psychological principles of learning;  (2) Students will be able to distinguish between different types of memory;  (3) Students will be able to describe how motivation and emotion can affect how we behave; and (4) Students will know how cognitive behavior and social behavior develops as we age.",Created by:  Georgia Institute of Technology,"['Taught by:\xa0\xa0Dr. Anderson  D. Smith, Regents’ Professor Emeritus']",Rated 4 out of 5 of 2 ratings,,2018-05-30,"['Home', 'Social Sciences', 'Psychology']",Introduction to Psychology as a Science 2 – Fundamentals of the Mind and Behavior ,https://www.coursera.org/learn/mind-behavior-fundamentals
,,,,,,,,,,,,2018-05-30,,Front-End JavaScript Frameworks: Angular,https://www.coursera.org/learn/angular
,4-7 hours per week,,Pass all graded assignments to complete the course.,"English, Subtitles: French",Intermediate,4.7 starsAverage User Rating 4.7See what learners said,"About this course: How are international power relations changing and how can global peace and stability be maintained? This course familiarizes you with some main theories of international relations, shows how the global order is gradually changing and discusses how selected international and regional organizations contribute to the maintenance of global peace and security. You learn what research findings tell us in terms of the capacity of international organizations and actors to help prevent or stop violent conflict, what tools are used to negotiate agreements and how foundations for sustainable peace are best created. We will also focus on the role of the European Union in terms of diplomacy and efforts to prevent conflict, the North Atlantic Treaty Organization and the contribution of organizations such as the African Union to the prevention of conflict and war. We will study the United Nations Security Council and see in which ways its membership could be adapted to more accurately reflect the power relations of the current global order. Through quizzes and exercises testing your knowledge of these subjects, you will understand crucial concepts and get insights into how the academic study of international relations and international organization contributes to the search for global stability and peace in practice.",Created by:  Universiteit Leiden,"['Taught by:\xa0\xa0Madeleine Hosli, Prof. Dr. ']",Rated 4.7 out of 5 of 169 ratings,See all 27 reviews,2018-05-30,"['Home', 'Social Sciences', 'Governance and Society']",The Changing Global Order,https://www.coursera.org/learn/changing-global-order
