Basic Info,Commitment,Hardware Req,How To Pass,Language,Level,User Ratings,description,institutions,instructors,ratings,reviews,scrape_date,subjects,title,url
Course 1 of 4 in the Developing Your Musicianship Specialization ,"7 weeks of study, 3-5 hours/week",,Pass all graded assignments to complete the course.,"English, Subtitles: Ukrainian, Portuguese (European), Chinese (Simplified), Portuguese (Brazilian), Spanish, Lithuanian",,4.8 starsAverage User Rating 4.8See what learners said,"About this course: Learn the basic concepts and approaches needed to understand, create, and perform contemporary music.

If you have a passion for music and are curious about how it works, or if you are a musician who learned to play by ear without formal study, this course will provide you with an engaging introduction to key concepts and approaches needed to understand, create, and perform contemporary music. Taught by Berklee College of Music professor George W. Russell, Jr., the course includes six lessons that delve into harmony and ear training—two areas of intensive focus for every entering Berklee student. 

The course will teach you the major scale and minor pentatonic scale, and how they are constructed. You will learn what intervals are, how to sing them, and how to find them in music. The course explores tonal centers and how to find the key a song is in, in addition to common time signatures such as 4/4 and 3/4. You will learn how to build chords—major and minor triads, and major and dominant seventh chords—and how to build a common chord progression—the I IV V. You will also learn how to recognize the blues and AABA song forms, and write a basic chord sheet to express your song ideas. 

In addition to the video lectures, each lesson features Berklee student performances and interviews. The students share their musical journey and offer advice for those wanting to study music. The course culminates with an assignment that asks you to compose and perform a riff blues tune using the minor pentatonic scale. Above all, the course is designed to share the joy of creating music and sharing it with others.

Samy Elgazzar, a graduate of Berklee College of Music and a successful composer, will be your Teaching Assistant (TA) for the course.",Created by:  Berklee College of Music,"['Taught by:\xa0\xa0George W. Russell, Jr., Professor']",Rated 4.8 out of 5 of 386 ratings,See all 110 reviews,2018-05-30,"['Home', 'Arts and Humanities', 'Music and Art']",Developing Your Musicianship,https://www.coursera.org/learn/develop-your-musicianship
,5 hours of videos and quizzes,No special hardware required.,Pass all graded assignments to complete the course.,"English, Subtitles: Croatian, Ukrainian, Chinese (Simplified), Dutch, Bulgarian, Korean, German, Russian, Spanish, Japanese, Romanian, Polish",Beginner,4.7 starsAverage User Rating 4.7See what learners said,"About this course: Eating patterns that begin in childhood affect health and well-being across the lifespan. The culture of eating has changed significantly in recent decades, especially in parts of the world where processed foods dominate our dietary intake. This course examines contemporary child nutrition and the impact of the individual decisions made by each family. The health risks associated with obesity in childhood are also discussed. Participants will learn what constitutes a healthy diet for children and adults and how to prepare simple, delicious foods aimed at inspiring a lifelong celebration of easy home-cooked meals. This course will help prepare participants to be the leading health providers, teachers and parents of the present and future.The text and other material in this course may include the opinion of the specific instructor and are not statements of advice, endorsement, opinion, or information of Stanford University.",Created by:  Stanford University,"['Taught by:\xa0\xa0Maya Adam, MD, Lecturer']","Rated 4.7 out of 5 of 4,488 ratings","See all 1,382 reviews",2018-05-30,"['Home', 'Life Sciences', 'Nutrition']",Child Nutrition and Cooking,https://www.coursera.org/learn/childnutrition
,,,Pass all graded assignments to complete the course.,English,,4.8 starsAverage User Rating 4.8See what learners said,"About this course: The Foundations of Teaching for Learning programme is designed for teachers and educators of all abilities and backgrounds; from those who are new to the classroom and looking for development, to experienced teachers ready to reboot their skills for modern education. With dynamic lessons taught by established and respected professionals from across the Commonwealth, this eight course programme will see you develop and strengthen your skills in teaching, professionalism, assessment, and more. As you carry on through the programme, you will find yourself strengthening not only your professional skills, but your connection with colleagues across the globe. A professional development opportunity not to be missed. 

Positive relationships with students supports children's learning. Positive relationships with colleagues and school leaders helps school improvement.  This course helps teachers develop strong relationships with families and colleagues.

Enhance your course by joining the Commonwealth teaching community on our website, Facebook and Twitter.",Created by:  Commonwealth Education Trust,"['Taught by:\xa0\xa0Dr Fawaz Shareef, Director of the Institute for Research and Innovation ', 'Taught by:\xa0\xa0Professor Tony Townsend, Professor Educational Leadership ', 'Taught by:\xa0\xa0Professor John MacBeath, Professor Emeritus']",Rated 4.8 out of 5 of 56 ratings,See all 18 reviews,2018-05-30,"['Home', 'Social Sciences', 'Education']",Foundations of Teaching for Learning: Developing Relationships,https://www.coursera.org/learn/teacher-relationships
Course 3 of 4 in the Strategic Management and Innovation Specialization ,2-4 hours per week,,Pass all graded assignments to complete the course.,"English, Subtitles: Romanian",,4.6 starsAverage User Rating 4.6See what learners said,"About this course: Even a thoroughly developed business strategy may fail if you don't pay enough attention to its implementation. This rings particularly true with strategies based on innovation or implemented in complex or fast-changing environments.

In the 20th century successful implementation leveraged stability and typically proceeded through hierarchy and control. Today the key is to stay vibrant and able to quickly respond to trends in competition and technology while not losing sight of the strategic objective. In this course we'll build a toolbox of techniques to execute today's business strategies to help them succeed.

After completing this course, you'll be able to:
- Create objectives and goals to guide strategy implementation
- Identify organizational structures that fit particular strategies
- Understand how to leverage company culture in implementation
- Describe how to communicate the strategy so that the organization ""gets"" it
- Detect and mitigate risks to implementation",Created by:  Copenhagen Business School,"['Taught by:\xa0\xa0Nicolai Pogrebnyakov, Associate Professor']",Rated 4.6 out of 5 of 483 ratings,See all 94 reviews,2018-05-30,"['Home', 'Business', 'Business Strategy']",Strategy Implementation,https://www.coursera.org/learn/strategy-implementation
,3 hours / week,No additional hardware is required,Pass all graded assignments to complete the course.,English,Intermediate,4.7 starsAverage User Rating 4.7See what learners said,"About this course: This course introduces acoustics by using the concept of impedance. The course starts with vibrations and waves, demonstrating how vibration can be envisaged as a kind of wave, mathematically and physically. They are realized by one-dimensional examples, which provide mathematically simplest but clear enough physical insights. Then the part 1 ends with explaining waves on a flat surface of discontinuity, demonstrating how propagation characteristics of waves change in space where there is a distributed impedance mismatch.",Created by:  Korea Advanced Institute of Science and Technology,"['Taught by:\xa0\xa0Yang-Hann Kim, Professor']",Rated 4.7 out of 5 of 12 ratings,See all 2 reviews,2018-05-30,"['Home', 'Physical Science and Engineering', 'Mechanical Engineering']",Intro to Acoustics (Part 1),https://www.coursera.org/learn/intro-to-acoustics
,"5 weeks of study, 7-8 hours/week",,Pass all graded assignments to complete the course.,English,,4.6 starsAverage User Rating 4.6See what learners said,"About this course: How tall is a modern wind turbine and how can it possibly generate power from the wind? This course gives an overview of key aspects in wind energy engineering. Whether you are looking for general insight in this green technology or your ambition is to pursue a career in wind energy engineering, 'Wind Energy' is an excellent starting point. 

Experts located in the wind pioneering country of Denmark will take you on a tour through the most fundamental disciplines of wind energy research such as wind measurements and resource assessment, aerodynamics, wind turbine technology, structural mechanics, materials, financial and electrical systems. 

You will gain a rational understanding of wind energy engineering and, through hands-on exercises, you will learn to perform wind energy calculations based on simple models. Working with the different course disciplines will give you a taste of what wind energy engineering is all about. This allows you to identify the most interesting or relevant aspects of wind energy engineering to be pursued in your future studies or in your professional career.

View our video: https://youtu.be/he4UWTGHxrY",Created by:  Technical University of Denmark (DTU),"['Taught by:\xa0\xa0Merete Badger, Senior Scientist', 'Taught by:\xa0\xa0Alma Salnaja, Student helper', 'Taught by:\xa0\xa0Lars Pilgaard Mikkelsen, Associate Professor', 'Taught by:\xa0\xa0Ameya Sathe, Postdoc', 'Taught by:\xa0\xa0Vladimir Fedorov, Researcher', 'Taught by:\xa0\xa0Tom Cronin, Special advisor', 'Taught by:\xa0\xa0Torben Krogh Mikkelsen, Professor of Remote Sensing for Wind Energy', 'Taught by:\xa0\xa0Morten Hartvig Hansen, Professor', 'Taught by:\xa0\xa0Niels-Erik Clausen, Associate professor', 'Taught by:\xa0\xa0Bonnie Ram, Guest Senior Researcher', 'Taught by:\xa0\xa0Sven-Erik Gryning, Dr. Scient. and PhD', 'Taught by:\xa0\xa0Kim Branner, Senior Research Scientist', 'Taught by:\xa0\xa0Poul Ejnar Sørensen, Professor', 'Taught by:\xa0\xa0Hilmar Kjartansson Danielsen, Senior Researcher', 'Taught by:\xa0\xa0Henrik Bredmose, Associate professor']","Rated 4.6 out of 5 of 1,100 ratings",See all 313 reviews,2018-05-30,"['Home', 'Physical Science and Engineering', 'Mechanical Engineering']",Wind Energy,https://www.coursera.org/learn/wind-energy
,"4 weeks of study, 2-3 hours/week",,Pass all graded assignments to complete the course.,"English, Subtitles: Turkish, Romanian",Beginner,4.6 starsAverage User Rating 4.6See what learners said,"About this course: This is a course on social norms, the rules that glue societies together. It teaches how to diagnose social norms, and how to distinguish them from other social constructs, like customs or conventions. These distinctions are crucial for effective policy interventions aimed to create new, beneficial norms or eliminate harmful ones. The course teaches how to measure social norms and the expectations that support them, and how to decide whether they cause specific behaviors.  The course is a joint Penn-UNICEF project, and it includes many examples of norms that sustain behaviors like child marriage, gender violence and sanitation practices. 

This is Part 1 of the Social Norms, Social Change series. In these lectures, I introduce all the basic concepts and definitions, such as social expectations and conditional preferences, that help us distinguish between different types of social practices like customs, descriptive norms and social norms. Expectations and preferences can be measured, and these lectures explain how to measure them. Measurement is crucial to understanding the nature of the practice you are facing, as well as whether an intervention was or was not successful, and why. In Part 2, we will put into practice all we have learned in Part 1.

New!  Please use this link for a 30% discount on the recommended book that accompanies this course!
https://global.oup.com/academic/product/9780190622053/?cc=us&lang=en&promocode=AAFLYG6","Created by:  University of Pennsylvania, Unicef","['Taught by:\xa0\xa0Cristina Bicchieri, S. J. Patterson Harvie Professor of Social Thought and Comparative Ethics']",Rated 4.6 out of 5 of 622 ratings,See all 148 reviews,2018-05-30,"['Home', 'Social Sciences', 'Governance and Society']","Social Norms, Social Change I",https://www.coursera.org/learn/norms
,4-5 hours/week,,Pass all graded assignments to complete the course.,English,,4.5 starsAverage User Rating 4.5See what learners said,"About this course: Welcome to ""Requirements Writing"". As the title indicates, over the next four weeks, we will be looking at the important task of writing of text-based requirement statements. The course takes you step by step through the rules for writing requirements statements in accordance with the ""Guide for Writing Requirements"" published by the International Council on Systems Engineering (INCOSE). 

This course welcomes anyone who wants to find out how to write requirements. It is relevant to anyone in project management, engineering, QA, logistic support, operations, management, maintenance and other work areas. No specific background is required, and we welcome learners with all levels of interest and experience.",Created by:  UNSW Australia (The University of New South Wales),"['Taught by:\xa0\xa0Dr Mike Ryan, Senior Lecturer']",Rated 4.5 out of 5 of 24 ratings,See all 8 reviews,2018-05-30,"['Home', 'Physical Science and Engineering', 'Electrical Engineering']",Requirements Writing,https://www.coursera.org/learn/requirements-writing
,"7 weeks of study, 1-3 hours/week",,Pass all graded assignments to complete the course.,"English, Subtitles: Spanish, Russian",,4.7 starsAverage User Rating 4.7See what learners said,About this course: This course focuses on the common growth challenges faced by existing private businesses when they attempt to grow substantially.,Created by:  University of Virginia,"['Taught by:\xa0\xa0Edward D. Hess, Professor of Business Administration']",Rated 4.7 out of 5 of 410 ratings,See all 132 reviews,2018-05-30,"['Home', 'Business', 'Business Strategy']","Grow to Greatness: Smart Growth for Private Businesses, Part I",https://www.coursera.org/learn/uva-darden-smart-growth-strategy-1
Course 2 of 6 in the Data Mining  Specialization ,,,Pass all graded assignments to complete the course.,English,,4.4 starsAverage User Rating 4.4See what learners said,"About this course: Recent years have seen a dramatic growth of natural language text data, including web pages, news articles, scientific literature, emails, enterprise documents, and social media such as blog articles, forum posts, product reviews, and tweets. Text data are unique in that they are usually generated directly by humans rather than a computer system or sensors, and are thus especially valuable for discovering knowledge about people’s opinions and preferences, in addition to many other kinds of knowledge that we encode in text. 

This course will cover search engine technologies, which play an important role in any data mining applications involving text data for two reasons. First, while the raw data may be large for any particular problem, it is often a relatively small subset of the data that are relevant, and a search engine is an essential tool for quickly discovering a small subset of relevant text data in a large text collection. Second, search engines are needed to help analysts interpret any patterns discovered in the data by allowing them to examine the relevant original text data to make sense of any discovered pattern. You will learn the basic concepts, principles, and the major techniques in text retrieval, which is the underlying science of search engines.",Created by:  University of Illinois at Urbana-Champaign,"['Taught by:\xa0\xa0ChengXiang Zhai, Professor']",Rated 4.4 out of 5 of 334 ratings,See all 72 reviews,2018-05-30,"['Home', 'Data Science', 'Data Analysis']",Text Retrieval and Search Engines,https://www.coursera.org/learn/text-retrieval
