Basic Info,Commitment,Hardware Req,How To Pass,Language,Level,User Ratings,description,institutions,instructors,ratings,reviews,scrape_date,subjects,title,url
,1-2 hours/week,,Pass all graded assignments to complete the course.,English,,4.7 starsAverage User Rating 4.7See what learners said,"About this course: A big welcome to “Bioinformatics: Introduction and Methods” from Peking University! In this MOOC you will become familiar with the concepts and computational methods in the exciting interdisciplinary field of bioinformatics and their applications in biology, the knowledge and skills in bioinformatics you acquired will help you in your future study and research.

Course materials are available under the CC BY-NC-SA License.",Created by:  Peking University,"['Taught by:\xa0\xa0Ge Gao 高歌, Ph.D., Assistant Professor, Principle Investigator', 'Taught by:\xa0\xa0Liping Wei 魏丽萍, Ph.D., Professor, Director']",Rated 4.7 out of 5 of 94 ratings,See all 23 reviews,2018-05-30,"['Home', 'Life Sciences', 'Bioinformatics']",Bioinformatics: Introduction and Methods 生物信息学: 导论与方法,https://www.coursera.org/learn/bioinformatics-pku
,,,Pass all graded assignments to complete the course.,English,Intermediate,4.4 starsAverage User Rating 4.4See what learners said,"About this course: Spatial (map) is considered as a core infrastructure of modern IT world, which is substantiated by business transactions of major IT companies such as Apple, Google, Microsoft, Amazon, Intel, and Uber, and even motor companies such as Audi, BMW, and Mercedes. Consequently, they are bound to hire more and more spatial data scientists.  Based on such business trend, this course is designed to present a firm understanding of spatial data science to the learners, who would have a basic knowledge of data science and data analysis, and eventually to make their expertise differentiated from other nominal data scientists and data analysts.  Additionally, this course could make learners realize the value of spatial big data and the power of open source software's to deal with spatial data science problems.

This course will start with defining spatial data science and answering why spatial is special from three different perspectives - business, technology, and data in the first week.  In the second week, four disciplines related to spatial data science - GIS, DBMS, Data Analytics, and Big Data Systems, and the related open source software's - QGIS, PostgreSQL, PostGIS, R, and Hadoop tools are introduced together.  During the third, fourth, and fifth weeks, you will learn the four disciplines one by one from the principle to applications.  In the final week, five real world problems and the corresponding solutions are presented with step-by-step procedures in environment of open source software's.",Created by:  Yonsei University,"['Taught by:\xa0\xa0Joon Heo, Professor']",Rated 4.4 out of 5 of 34 ratings,See all 9 reviews,2018-05-30,"['Home', 'Data Science', 'Data Analysis']",Spatial Data Science and Applications,https://www.coursera.org/learn/spatial-data-science
,"5 weeks of study, 2-3 hours/week, including a final project","You will need to purchase additional materials of wine, food, and glasses for this course.",Pass all graded assignments to complete the course.,English,Beginner,4.8 starsAverage User Rating 4.8See what learners said,"About this course: With its roots in ancient cultures as early as 6,000 BC, wine has long been part of the human experience. Today, increasing worldwide interest in wine and its complexities and varieties has created an international market valued at $304 billion annually. For the learner who is just getting started in the study of wine, this course will help you take the first steps toward understanding the physiological process of wine tasting. The first module will explore types of wine and help you set up your own tasting. You’ll also begin to build a sensory vocabulary. In module 2 you will review classic wine types of the world and set up flights of specific wines. Later we’ll examine the various faults and defects that can appear in wine as well as techniques for spotting problems. In week 4 we’ll delve into the complex world of wine and food pairings, and its “seven deadly sins.” The course will culminate in a peer review project in which you will apply the knowledge and sensory techniques you have developed throughout the course to assess a specific wine.","Created by:  University of California, Davis","['Taught by:\xa0\xa0John Buechsenstein, Wine Appreciation Faculty']",Rated 4.8 out of 5 of 84 ratings,See all 23 reviews,2018-05-30,"['Home', 'Personal Development']",Wine Tasting: Sensory Techniques for Wine Analysis,https://www.coursera.org/learn/wine
Course 1 of 6 in the International Marketing & Cross Industry Growth  Specialization ,"3 weeks of study, 1-2 hours/week",,Pass all graded assignments to complete the course.,"English, Subtitles: Spanish, Chinese (Simplified)",,4.6 starsAverage User Rating 4.6See what learners said,"About this course: About this Course

This course brings together two key subjects, International Marketing and Cross Industry Innovation. It will provide the basic foundations of international marketing and then explain how companies can grow by going abroad or sourcing ideas/expanding into other countries or industries. This is summarized as CCCI: Cross-Country and Cross-Industry Innovation, a term and analytical platform used throughout not only this course but others in the specialization. As an introductory course, we keep the concepts short and simple in order to ease learners into the wonderful world of international marketing. More specific operational aspects such as managing the product, price, place and promotion as well as targeting and positioning will be provided in the second course of the specialization. 

After you successfully complete this course learners will obtain the following outcomes:

(1) an understanding of the core meaning of marketing and international marketing. 
(2) learn that international marketing is about striking the right balance between maximizing the similarities across cultures (Etic approach) and customizing marketing (Emic approach) to important local differences.
(3) learn about how to source or expand into other industries at home or abroad via cross industry innovation.
(4) obtain a solid foundation for subsequent courses such as course 2 (International Marketing Entry and Execution) and the industry-specific courses in the specialization.",Created by:  Yonsei University,"['Taught by:\xa0\xa0Dae Ryun Chang, Professor of Marketing']",Rated 4.6 out of 5 of 176 ratings,See all 47 reviews,2018-05-30,"['Home', 'Business', 'Marketing']",Intro to International Marketing,https://www.coursera.org/learn/intro-international-marketing
Course 5 of 7 in the Advanced Machine Learning Specialization ,5 weeks of study,,Pass all graded assignments to complete the course.,English,Advanced,,"About this course: Deep learning added a huge boost to the already rapidly developing field of computer vision. With deep learning, a lot of new applications of computer vision techniques have been introduced and are now becoming parts of our everyday lives. These include face recognition and indexing, photo stylization or machine vision in self-driving cars. 
The goal of this course is to introduce students to computer vision, starting from basics and then turning to more modern deep learning models. We will cover both image and video recognition, including image classification and annotation, object recognition and image search, various object detection techniques, motion estimation, object tracking in video, human action recognition, and finally image stylization, editing and new image generation. In course project, students will learn how to build face recognition and manipulation system to understand the internal mechanics of this technology, probably the most renown and oftenly demonstrated in movies and TV-shows example of computer vision and AI.",Created by:  National Research University Higher School of Economics,"['Taught by:\xa0\xa0Anton Konushin, Senior Lecturer', 'Taught by:\xa0\xa0Alexey Artemov, Senior Lecturer']",Rated 4.3 out of 5 of 11 ratings,,2018-05-30,"['Home', 'Computer Science', 'Algorithms']",Deep Learning in Computer Vision,https://www.coursera.org/learn/deep-learning-in-computer-vision
Course 2 of 5 in the Human Resource Management: HR for People Managers Specialization ,"4 weeks of study, 3-5 hours/week",,Pass all graded assignments to complete the course.,"English, Subtitles: Vietnamese, Korean",,4.6 starsAverage User Rating 4.6See what learners said,"About this course: Finding and hiring the right people is often cited as the number one concern of businesses today. It seems we are all competing for the best and brightest workers.  As you will see in our time together in the second course, a critical component of the People Manager Value Proposition is to hire talented people who enable the organization to achieve its strategic goals. This course is an introduction into the topic of recruitment, selection and onboarding. 

At the outset of the course we will explore the importance of linking recruitment goals with overall company strategy. We then look at a number of options to recruit and select employees both effectively and legally. Throughout the course we will examine current issues in talent acquisition, such as how companies are now leveraging social media and hiring analytics to ensure better quality hires.

At the conclusion of the course, we look at how to onboard employees to promote employee commitment and engagement.",Created by:  University of Minnesota,"['Taught by:\xa0\xa0Amy Simon, Senior Lecturer', 'Taught by:\xa0\xa0Stacy Doepner-Hove, Director, Masters in Human Resources and Industrial Relations program']",Rated 4.6 out of 5 of 671 ratings,See all 151 reviews,2018-05-30,"['Home', 'Business', 'Business Essentials']","Recruiting, Hiring, and Onboarding Employees",https://www.coursera.org/learn/recruiting-hiring-onboarding-employees
,,,Pass all graded assignments to complete the course.,"English, Subtitles: Spanish",Beginner,4.8 starsAverage User Rating 4.8See what learners said,"About this course: This is an introductory course for students with limited background in chemistry; basic concepts involved in chemical reactions, stoichiometry, the periodic table, periodic trends, nomenclature, and chemical problem solving will be emphasized with the goal of preparing students for further study in chemistry as needed for many science, health, and policy professions..",Created by:  Duke University,"['Taught by:\xa0\xa0Prof. Dorian A. Canelas, Assistant Professor of the Practice']",Rated 4.8 out of 5 of 181 ratings,See all 44 reviews,2018-05-30,"['Home', 'Physical Science and Engineering', 'Chemistry']",Introduction to Chemistry:  Reactions and Ratios,https://www.coursera.org/learn/intro-chemistry
Course 4 of 6 in the (ISC)² Systems Security Certified Practitioner (SSCP)  Specialization ,,,Pass all graded assignments to complete the course.,English,Beginner,,"About this course: Welcome to Cryptography!
Cryptography is the practice and study of techniques for securing communications in the presence of third parties. You will learn how to protect information in order to ensure its integrity, confidentiality, authenticity, and non-repudiation.
You will come out with a basic understanding of cryptographic concepts and how to apply them, implement secure protocols, key management concepts, key administration and validation, and Public Key Infrastructure.

Course Objectives
1. Apply the fundamental concepts of cryptography
2. Describe the difference between symmetric and asymmetric cryptography
3. Define the basic requirements for cryptography
4. Identify processes to support secure protocols
5. Describe the process for implementing cryptographic systems
6. Define key management concepts
7. Define Public Key Infrastructure
8. Identify processes for key administration and validation
9. Describe the implementation of secure protocols",Created by:  (ISC)²,['Taught by:\xa0\xa0(ISC)² Education & Training'],Rated 4 out of 5 of 1 ratings,,2018-05-30,"['Home', 'Information Technology', 'Security']",Cryptography,https://www.coursera.org/learn/cryptography-sscp
,,,Pass all graded assignments to complete the course.,English,,4.6 starsAverage User Rating 4.6See what learners said,"About this course: This course, Introduction to the Global Business Environment II, focuses on managing organizations in the international economy. Building on Introduction to the Global Business Environment I, this second course focuses on organizational level and management issues in international settings. The course prepares students with practical as well as research-based knowledge and skills necessary to successfully operating an organizational across borders. This course utilizes an inquiry based approach to understanding managing in the Global Business Environment and answering the following questions: 1. What are Foreign Currencies and how are Exchange Rates Determined? 2. How should you organize your business abroad? 3. How do you adapt your product or service for the international market? 4. What is it like to work abroad and how do you manage expatriates? 5. How to start, operate and grow a small or entrepreneurial business in the global environment? 6. What is the Current State of the Global Business Environment? This inquiry-based approach creates reflective opportunities for students to better understand managing and leading organizations in the global environment in which businesses operate. Lectures are delivered in an engaging manner which encourages reflection and inquiry. Course lectures will be delivered by the instructor in both Spanish and English.",Created by:  University of New Mexico,"['Taught by:\xa0\xa0Doug E Thomas, Ph.D., Professor']",Rated 4.6 out of 5 of 179 ratings,See all 42 reviews,2018-05-30,"['Home', 'Business', 'Business Strategy']",International Business II,https://www.coursera.org/learn/international-business-2
,"4 weeks of study, 3 hours/week",,Pass all graded assignments to complete the course.,"English, Subtitles: Greek",Beginner,4.7 starsAverage User Rating 4.7See what learners said,"About this course: Lean is a powerful methodology that enables managers and employees to shift their mindset and helps companies to keep their business sustainable by creating competitive advantage. Today, in an increasingly complex and dynamic world, where companies struggle to maintain competitive advantage, Lean is more important than ever.

This course combines the experience of many senior experts and practitioners from the Boston Consulting Group and École des Ponts, and brings perspectives on Lean in manufacturing and services. It offers strong topic foundation as well as deep practical insights into the art of continuous improvement.

In this course, you will learn:
- why Lean is a key driver for sustainable competitive advantage
- how different companies can leverage Lean to create value both in manufacturing and services
- what it takes to drive a Lean transformation and build a culture of continuous improvement 
- how new technologies impact traditional lean practices","Created by:  École des Ponts ParisTech, BCG","['Taught by:\xa0\xa0Aurélie Delemarle, Ph.D, Academic Chair, Industrial Engineering Department', 'Taught by:\xa0\xa0Dr. Thomas Frost, Expert Principal', 'Taught by:\xa0\xa0Salvatore Cali , Expert Principal', 'Taught by:\xa0\xa0Elsa Blume, Senior Learning & Development Specialist']",Rated 4.7 out of 5 of 108 ratings,See all 38 reviews,2018-05-30,"['Home', 'Business', 'Business Essentials']",The hidden value – Lean in manufacturing and services,https://www.coursera.org/learn/lean-manufacturing-services
