Basic Info,Commitment,Hardware Req,How To Pass,Language,Level,User Ratings,description,institutions,instructors,ratings,reviews,scrape_date,subjects,title,url
,"8 weeks of study, 1-3 hours/week",,Pass all graded assignments to complete the course.,"English, Subtitles: French",Beginner,4.7 starsAverage User Rating 4.7See what learners said,"About this course: Energy issues have always been important in international relations, but in recent years may have become even more important than in the past due to the widespread awareness of existing limits to energy sources and negative climate impacts. The course discusses global trends in energy consumption and production, various available scenarios for potential developments in the coming decades, the availability of oil reserves and the evolution of the oil industry. It then discusses natural gas and highlights the differences between oil and gas. It will also discuss renewable energy sources, nuclear energy and EU energy policy.

The course aims at providing students whose main interest is in international relations a background on energy resources, technology and economic realities to allow them to correctly interpret the political impact of current developments. It also aims at providing students, who already have a technical background in energy science or engineering, with the broad global view of energy issues that will allow them to better understand the social, economic and political impact of their technical knowledge.


ABOUT THE INSTRUCTOR :

Giacomo Luciani

Scientific Advisor for the Master in International Energy at the Paris School of International Affairs (PSIA) Sciences Po, Giacomo Luciani is also Adjunct Professor at the Graduate Institute of International and Development Studies, Geneva and Director of the Executive Master in International Oil and Gas Leadership. For the period 2010-13 he was appointed Princeton University Global Scholar, attached to the Woodrow Wilson School and the Department of Near Eastern Studies. His research focuses on the political economy of the Middle East and North Africa and on global energy issues.

RECOMMENDED BACKGROUND :

The course requires no special scientific, mathematical or economic background; all key concepts are clearly and elementarily explained. It is expected that it will be of interest to undergraduate and graduate students in schools where an equivalent course is not offered (this being the case for the vast majority of schools).


USPC
Sorbonne Paris Cité
Supported by Université Sorbonne Paris Cité


IDEX
Investissements d'Avenir
Funded by Investissements d'Avenir - 'ANR.

Info : 
Course content : Licence Creative Commons BY NC SA",Created by:  Sciences Po,"['Taught by:\xa0\xa0Giacomo Luciani, Professor and Scientific Advisor for the Master in International Energy ']",Rated 4.7 out of 5 of 683 ratings,See all 168 reviews,2018-05-30,"['Home', 'Social Sciences', 'Economics']",Politics and Economics of International Energy,https://www.coursera.org/learn/global-energy
Course 7 of 8 in the Genomic Data Science Specialization ,,,Pass all graded assignments to complete the course.,English,,4.1 starsAverage User Rating 4.1See what learners said,About this course: An introduction to the statistics behind the most popular genomic data science projects. This is the sixth course in the Genomic Big Data Science Specialization from Johns Hopkins University.,Created by:  Johns Hopkins University,"['Taught by:\xa0\xa0Jeff Leek, PhD, Associate Professor, Biostatistics']",Rated 4.1 out of 5 of 118 ratings,See all 18 reviews,2018-05-30,"['Home', 'Data Science', 'Probability and Statistics']",Statistics for Genomic Data Science,https://www.coursera.org/learn/statistical-genomics
Course 2 of 5 in the Business Strategy Specialization ,"4 weeks of study, 2-6 hours/week",,Pass all graded assignments to complete the course.,"English, Subtitles: Korean",Beginner,4.7 starsAverage User Rating 4.7See what learners said,"About this course: Advance your strategic analysis skills in this follow-up to Foundations of Business Strategy. In this course, you'll learn the tools to analyze strategy across time (competitive dynamics), industries ( corporate strategy), geographies (international strategy), and institutions (non-market strategy). We'll introduce the tools you need to complete a comprehensive evaluation and understand the strategy dynamics of an industry: Competitive Lifecycle, Internationalization and Stakeholder Analyses, and Diversification Matrices. We'll apply these tools in case studies of industry leaders Disney, Orascom Telecom Holding, Sony, and GE Healthcare India.",Created by:  University of Virginia,"['Taught by:\xa0\xa0Michael Lenox, Senior Associate Dean and Chief Strategy Officer', 'Taught by:\xa0\xa0Jared Harris, Samuel L. Slover Research Chair in Business Administration']",Rated 4.7 out of 5 of 454 ratings,See all 69 reviews,2018-05-30,"['Home', 'Business', 'Business Strategy']",Advanced Business Strategy,https://www.coursera.org/learn/uva-darden-advanced-business-strategy
Course 3 of 4 in the Teach English: Intermediate Grammar Specialization ,4-5 hours/week for 4 weeks,"You need to be able to make videos of yourself demonstrating your teaching, using a webcam or phone.",Pass all graded assignments to complete the course.,English,Intermediate,4.6 starsAverage User Rating 4.6See what learners said,"About this course: This is the third course in the Teach English: Intermediate Grammar specialization. It will be useful to ESL teachers or those interested in learning to teach English language, but it is not an introduction to teaching course. You will learn about some specific problems students have learning intermediate grammar. You will learn why students have trouble with this tricky grammar and find out new ways to help students conquer it. You will also learn a variety of activities for teaching this content in a fun and interesting way. Finally, you will have opportunities to practice the skills you learn by creating sample assignments and recording short videos of your teaching demonstrations using a video camera, webcam, or smartphone. Learners wanting a grade will be required to submit short videos of their teaching skills.

Only learners who pay for the course will be able to take the graded quizzes or submit assignments for feedback. The free version provides access to the lectures and practice activities only.","Created by:  University of California, Irvine","['Taught by:\xa0\xa0Tamy Chapman, Instructor, International Programs', 'Taught by:\xa0\xa0Helen Nam, Instructor', 'Taught by:\xa0\xa0Brad Gilpin']",Rated 4.6 out of 5 of 16 ratings,See all 2 reviews,2018-05-30,"['Home', 'Language Learning', 'Learning English']",Teaching Tips for Tricky English Grammar,https://www.coursera.org/learn/teaching-common-grammar-mistakes
Course 2 of 6 in the iOS Development for Creative Entrepreneurs Specialization ,,,Pass all graded assignments to complete the course.,English,,4.6 starsAverage User Rating 4.6See what learners said,"About this course: You will learn to extend your knowledge of making iOS apps so that they can securely interact with web services and receive push notifications. You'll learn how to store data securely on a device using Core Data.  You’ll also learn to securely deploy apps to the App Store and beta users over-the-air.

The format of the course is through a series of code tutorials.  We will walk you through the creation of several apps that you can keep as a personal app toolbox.  When you make your own apps after this course, you can bring in these capabilities as needed.  When necessary we pop out of the code tutorials to talk about concepts at a higher level so that what you are programming makes sense.

Upon completing this course, you will be able to:
1.       Post Facebook, Twitter, Sina Weibo, Tencent Weibo messages to social media using single sign-on on behalf of a user.
2.       Use OAuth 2.0 to securely authenticate to Instagram and retrieve photos on behalf of a user
3.       JSON
4.       Describe JSON’s syntax
5.       Write well-formed JSON
6.       Work with JSON data objects in Objective-C
7.       Appropriately set the security settings for App Transport Security in iOS 9.0
8.       Use http, https and https with perfect forward secrecy to fetch web resources
9.       Obtain permissions to receive local push notifications
11.       Write an app that can send and receive local push notifications
12.       Obtain permissions to receive remote push notifications
13.       Write an app that can receive remote push notifications
14.       Authenticate using Apple’s cryptographic services such that the developer can use 3rd party infrastructure to send remote push notifications to their app.
15.       Securely store data on the user’s device.
16.       Authenticate using Apple’s cryptographic services such that they can deploy an app to the app store","Created by:  University of California, Irvine","['Taught by:\xa0\xa0Don Patterson, Associate Professor', 'Taught by:\xa0\xa0Sam Kaufman, Partner at Gradient']",Rated 4.6 out of 5 of 225 ratings,See all 57 reviews,2018-05-30,"['Home', 'Computer Science', 'Computer Security and Networks']",Networking and Security in iOS Applications,https://www.coursera.org/learn/security
,"7 weeks of study, 1-3 hours/week",,Pass all graded assignments to complete the course.,English,Intermediate,4.5 starsAverage User Rating 4.5See what learners said,"About this course: Most people know that electrically active cells in nerves, in the heart and in the brain generate electrical currents, and that somehow these result in measurements we all have heard about, such as the electrocardiogram.  But how?  That is, what is it that happens within the electrically active tissue that leads to the creation of currents and voltages in their surroundings that reflect the excitation sequences timing, and condition of the underlying tissue.  This course explores that topic.  Rather than being a primer on how to interpret waveforms of any kind in terms of normality or disease, the goal here is to provide insight into how the mechanism of origin actually works, and to do so with simple examples that are readily pictured with simple sketches and one’s imagination, and then moving forward into comparison with experiments and finding outcomes quantitatively.",Created by:  Duke University,"['Taught by:\xa0\xa0Dr. Roger Barr, Anderson-Rupp Professor of Biomedical Engineering and Associate Professor of Pediatrics']",Rated 4.5 out of 5 of 26 ratings,See all 6 reviews,2018-05-30,"['Home', 'Life Sciences', 'Medicine and Healthcare']",Bioelectricity:  The Mechanism of Origin of Extracellular Potentials,https://www.coursera.org/learn/extracellular-potentials
,"12 weeks of study, 3 - 5 hours/week",,Pass all graded assignments to complete the course.,English,,4.9 starsAverage User Rating 4.9See what learners said,"About this course: Mountains 101­­ is a broad and integrated overview of the mountain world. This 12-lesson course covers an interdisciplinary field of study focusing on the physical, biological, and human dimensions of mountain places in Alberta, Canada, and around the world. Specifically, we'll study the geological origins of mountains, how they’re built-up and worn-down over time; we’ll learn about their importance for biodiversity and water cycles, globally and locally; we’ll explore their cultural significance to societies around the globe, and how that relationship has evolved over time; and we’ll learn how mountains are used, how they’re protected, and how today they’re experiencing rapid change in a warming climate. 

At the end of each lesson, Mountains 101 will also provide learners with some smart tricks -- Tech Tips -- to safely enjoy time in the high alpine environment: from how to pick the best footwear for hiking to making smart decisions in avalanche terrain. 

We’ll be delivering your online lessons from valley bottoms to mountaintops, from museums and labs, to alpine huts and other spectacular alpine sites, and we’ll do so with the help of a whole host of experts.
 
We invite you to join us for this online adventure! The mountains are calling...",Created by:  University of Alberta,"['Taught by:\xa0\xa0Zac Robinson, Associate Professor', 'Taught by:\xa0\xa0David Hik, Professor']",Rated 4.9 out of 5 of 569 ratings,See all 204 reviews,2018-05-30,"['Home', 'Life Sciences', 'Biology']",Mountains 101,https://www.coursera.org/learn/mountains-101
Course 3 of 5 in the U.S. Federal Taxation Specialization ,"8 weeks of study, 6-8 hours/week",,Pass all graded assignments to complete the course.,English,Intermediate,4.9 starsAverage User Rating 4.9See what learners said,"About this course: This course provides an introduction to the U.S. federal income taxation of corporations and their shareholders. The course focuses on the relevant provisions of Subchapter C of the Internal Revenue Code, as well as related Treasury Regulations and judicial opinions, governing corporate formation, operations, distributions, and liquidation. Practical in-class study problems facilitate self-discovery of technical tax knowledge along with the development of a variety of professional skills and attitudes.",Created by:  University of Illinois at Urbana-Champaign,"['Taught by:\xa0\xa0Michael P Donohoe, PhD, CPA, Associate Professor of Accountancy and PwC Faculty Fellow']",Rated 4.9 out of 5 of 10 ratings,See all 2 reviews,2018-05-30,"['Home', 'Business', 'Business Essentials']",Taxation of Business Entities I: Corporations,https://www.coursera.org/learn/taxation-business-entities-part-1
Course 4 of 5 in the Data Warehousing for Business Intelligence Specialization ,"5 weeks of study, 3-5 hours/week",,Pass all graded assignments to complete the course.,"English, Subtitles: Chinese (Simplified)",,4.4 starsAverage User Rating 4.4See what learners said,"About this course: This is the fourth course in the Data Warehouse for Business Intelligence specialization. Ideally, the courses should be taken in sequence.  In this course, you will gain the knowledge and skills for using data warehouses for business intelligence purposes and for working as a business intelligence developer. You’ll have the opportunity to work with large data sets in a data warehouse environment and will learn the use of MicroStrategy's Online Analytical Processing (OLAP) and Visualization capabilities to create visualizations and dashboards. 

The course gives an overview of how business intelligence technologies can support decision making across any number of business sectors. These technologies have had a profound impact on corporate strategy, performance, and competitiveness and broadly encompass  decision support systems, business intelligence systems, and visual analytics. Modules are organized around the business intelligence concepts, tools, and applications, and the use of data warehouse for business reporting and online analytical processing, for creating visualizations and dashboards, and for business performance management and descriptive analytics.",Created by:  University of Colorado System,"['Taught by:\xa0\xa0Jahangir Karimi, Professor']",Rated 4.4 out of 5 of 339 ratings,See all 61 reviews,2018-05-30,"['Home', 'Data Science', 'Data Analysis']","Business Intelligence Concepts, Tools, and Applications",https://www.coursera.org/learn/business-intelligence-tools
,8 weeks of study; 4–5 hours/week,,Pass all graded assignments to complete the course.,English,Beginner,,"About this course: Lactation and especially milk, which is the product of that unique mammalian process, are routinely encountered within our daily lives. Nevertheless, they often are poorly understood by many, even including many who are engaged in the business of producing milk. The overall course goal is to introduce fundamental concepts that form the basis for understanding the biology of lactation, the biology of the mammary gland, and the products of that important physiological process.

As a learner in this course, you will be provided with a series of easily understood presentations that collectively will help you build a foundation for greater understanding of lactation. You will be able to engage with other learners so that you can extend your learning beyond the video presentations. Ultimately, you will be able to construct your own mental model for understanding the wide range of topics that relate to the biology of lactation. Upon completion of the course, you will be prepared to expand your knowledge and understanding of lactation from other sources and experiences as you pursue your individual interests.

Before you start the course, I suggest that you identify a question or several questions about lactation that you already have on your mind. This could be from your own experiences, something you read about or saw, or something you have wondered about. Write down your question(s) and use that to help you decide how to engage with the content of this course. You might engage with the modules in the order they are presented, or start with a module that is of particular interest to you, or pick and choose modules in any order. I encourage you to engage in all of the types of learning activities that this course has to offer, including but not limited to, the discussion forums, quizzes, peer-review assignments, and concept maps and other learning aids.",Created by:  University of Illinois at Urbana-Champaign,"['Taught by:\xa0\xa0Dr. Walter Hurley, PhD, Professor Emeritus']",Rated 5 out of 5 of 3 ratings,,2018-05-30,"['Home', 'Life Sciences', 'Animals and Veterinary Science']",Lactation Biology,https://www.coursera.org/learn/lactation-biology
