Basic Info,Commitment,Hardware Req,How To Pass,Language,Level,User Ratings,description,institutions,instructors,ratings,reviews,scrape_date,subjects,title,url
,7 hours of videos and quizzes,,Pass all graded assignments to complete the course.,English,,4.4 starsAverage User Rating 4.4See what learners said,"About this course: Interprofessional Healthcare Informatics is a graduate-level, hands-on interactive exploration of real informatics tools and techniques offered by the University of Minnesota and the University of Minnesota's National Center for Interprofessional Practice and Education. We will be incorporating technology-enabled educational innovations to bring the subject matter to life. Over the 10 modules, we will create a vital online learning community and a working healthcare informatics network. 

We will explore perspectives of clinicians like dentists, physical therapists, nurses, and physicians in all sorts of practice settings worldwide. Emerging technologies, telehealth, gaming, simulations, and eScience are just some of the topics that we will consider. 

Throughout the course, we’ll focus on creativity, controversy, and collaboration - as we collectively imagine and create the future within the rapidly evolving healthcare informatics milieu. All healthcare professionals and IT geeks are welcome!",Created by:  University of Minnesota,"['Taught by:\xa0\xa0Karen  Monsen, Ph.D., RN, FAAN, Assistant Professor']",Rated 4.4 out of 5 of 176 ratings,See all 46 reviews,2018-05-30,"['Home', 'Data Science', 'Data Analysis']",Interprofessional Healthcare Informatics ,https://www.coursera.org/learn/health-informatics-professional
Course 5 of 5 in the Google IT Support Professional Certificate Specialization ,,"You’ll need to complete some of the assessments (e.g., Qwiklabs and plugins) on a desktop or laptop web browser.",Pass all graded assignments to complete the course.,English,Beginner,4.7 starsAverage User Rating 4.7See what learners said,"About this course: This course covers a wide variety of IT security concepts, tools, and best practices. It introduces threats and attacks and the many ways they can show up. We’ll give you some background of encryption algorithms and how they’re used to safeguard data. Then, we’ll dive into the three As of information security: Authentication, authorization, and accounting. We’ll also cover network security solutions, ranging from firewalls to Wifi encryption options. The course is rounded out by putting all these elements together into a multi-layered, in-depth security architecture, followed by recommendations on how to integrate a culture of security into your organization or team.

At the end of this course, you’ll understand:
- how various encryption algorithms and techniques work and their benefits and limitations.
- various authentication systems and types.
- the difference between authentication and authorization.

At the end of this course, you’ll be able to:
- evaluate potential risks and recommend ways to reduce risk.
- make recommendations on how best to secure a network.
- help others to understand security concepts and protect themselves.",Created by:  Google,,Rated 4.7 out of 5 of 385 ratings,See all 63 reviews,2018-05-30,"['Home', 'Information Technology', 'Security']", IT Security: Defense against the digital dark arts ,https://www.coursera.org/learn/it-security
,,,Pass all graded assignments to complete the course.,"English, Subtitles: Spanish, Portuguese (Brazilian), Chinese (Simplified)",Beginner,4.8 starsAverage User Rating 4.8See what learners said,"About this course: How to Reason Inductively

Think Again: How to Reason and Argue
Reasoning is important. This series of four short courses will teach you how to do it well. You will learn simple but vital rules to follow in thinking about any topic at all and common and tempting mistakes to avoid in reasoning. We will discuss how to identify, analyze, and evaluate arguments by other people (including politicians, used car salesmen, and teachers) and how to construct arguments of your own in order to help you decide what to believe or what to do. These skills will be useful in dealing with whatever matters most to you.

Courses at a Glance:
All four courses in this series are offered through sessions which run every four weeks. We suggest sticking to the weekly schedule to the best of your ability. If for whatever reason you fall behind, feel free to re-enroll in the next session.We also suggest that you start each course close to the beginning of a month in order to increase the number of peers in the discussion forums who are working on the same material as you are. While each course can be taken independently, we suggest you take the four courses in order.

Course 1 - Think Again I: How to Understand Arguments
Course 2 - Think Again II: How to Reason Deductively
Course 3 - Think Again III: How to Reason Inductively
Course 4 - Think Again IV: How to Avoid Fallacies

About This Course in the Series:
Think Again: How to Reason Inductively 
Want to solve a murder mystery? What caused your computer to fail? Who can you trust in your everyday life? In this course, you will learn what distinguishes inductive arguments from deductive arguments and then how to analyze and assess five common forms of inductive arguments: generalizations from samples, applications of generalizations, inference to the best explanation, arguments from analogy, and causal reasoning. The course closes by showing how probability can be used to help us make decisions of all sorts.

Suggested Readings
Students who want more detailed explanations or additional exercises or who want to explore these topics in more depth should consult Understanding Arguments: An Introduction to Informal Logic, Ninth Edition, Concise, Chapters 8-12, by Walter Sinnott-Armstrong and Robert Fogelin.

Course Format
Each week will be divided into multiple video segments that can be viewed separately or in groups. There will be short ungraded quizzes after each segment (to check comprehension) and a longer graded quiz at the end of the course.",Created by:  Duke University,"['Taught by:\xa0\xa0Dr. Walter  Sinnott-Armstrong, Professor', 'Taught by:\xa0\xa0Dr. Ram  Neta, Professor ']",Rated 4.8 out of 5 of 94 ratings,See all 19 reviews,2018-05-30,"['Home', 'Personal Development']",Think Again III: How to Reason Inductively,https://www.coursera.org/learn/inductive-reasoning
,2-3 hours per week,,Pass all graded assignments to complete the course.,English,Beginner,4.3 starsAverage User Rating 4.3See what learners said,"About this course: Do we truly think that we have lived for ourselves? Perhaps we have lived for money, love, fame, family and pride etc.? Therefore, we don’t seem to be satisfied even though we are full of those things. It is because that we don’t know ourselves.

Eric Fromm talked about human nature as two modes of being: “To Have” and “To Be”.  If we are “Having” the nature of possessions, we are not satisfied, and feel empty and futile. Then, how can we be “Being” the nature of our inner-selves?

Sometimes, we happened to be aware of this “Being” nature and try to change ourselves, but fail. But, because of our daily routines, it’s easily forgotten. And more it is hard to escape from our unwanted minds controlling us.

From now on, let us reflect on ourselves and look at our minds leading up to today! Don’t we achieve our goals after knowing ourselves? And let us find the “Being” nature of our original selves after escaping from the minds restraining and controlling us.

In this lecture, the definition and principle of the mind are explained in simple and clear ways. You can make sure and practice the methodology of finding the true original mind of inner-self by escaping from the false mind of possession. 

Self-reflection is the first step to meditate. You can know yourselves most objectively through meditation and you will realize that all the thoughts and actions are due to your minds which are nonexistent and false. If you throw away the false mind, you will find the true mind.

Meditation is now world-wide sensation. There are many research reports that show people can be leaders if you have a habit of self-reflection through meditation. Now meditation at school and the workplace are popular.

Happiness is having no worries. You can really relax yourself if there is no bundle of thoughts and you can be successful when you know yourself truly. Worries come from the memorized thoughts of the false mind. Your inner potential of positive power are revealed, your peaceful and happiest mind will be in your mind, and you can live the life you wanted through meditation.

This method of meditation is very practical and everybody can follow the methodology. As an engineer, I will guide you step by step to practice this meditation. I am sure that this lecture becomes a turning point in your life.",Created by:  Korea Advanced Institute of Science and Technology,"['Taught by:\xa0\xa0Duck-Joo Lee, Professor ']",Rated 4.3 out of 5 of 10 ratings,See all 4 reviews,2018-05-30,"['Home', 'Arts and Humanities', 'Philosophy']",Meditation: A way to achieve your goals in your life,https://www.coursera.org/learn/self-reflection-meditation
Course 3 of 4 in the Startup Entrepreneurship Specialization ,"4 weeks of study, 2-3 hours/week",,Pass all graded assignments to complete the course.,English,Beginner,4.2 starsAverage User Rating 4.2See what learners said,"About this course: This course, which is Part Three in the series of Startup Entrepreneurship specialization, offers Life Lessons from a Master Innovator, with proven achievements. During this course you will listen to conversations and interviews with Mr. David (Dadi) Perlmutter, who until recently was Executive VP of Intel corporate. Dadi will talk about 10 life lessons, based on his 34 years as a rebel innovator and entrepreneur. 

We will share with you the following lessons: 
Love and Knowledge are infinite: grow and share; 
Learn from Failures and Successes; 
Nothing Moves without a Vision; 
Have a Differentiated Market Transforming Strategy; 
Dare to Take Action; 
Fight Resistance; 
It is All About the Ecosystem; 
Build a Team; 
Keep it Simple and Work Hard.

By the end of the course the learner will:
* Know how to lead a process of innovation and implement ideas through all its phases from discovery to delivery in your own field of choice.
* Know how to apply creativity to  generate creative ideas in a wide range of strategic management issues.
* Know how to solve problems in general, with a high degree of innovative creative thinking, to widen the range of possible choices
* Identify new and unfamiliar challenges and needs, reflect on them from a creative point of view (zoom in), decide on the   
action they require (zoom out)  and generate a novel and useful solution
* Transform ideas into real value-creating products, services and processes.
* Be able to analyze both success and failure  and draw conclusions from both, for improving future innovative efforts.
* Be able to identify and create key features of innovative products and services and in doing so,  generate strategically differentiated innovations that are unique
* Be able to present your  ideas persuasively and overcome resistance.
* Know how to simplify a complex product and make it user friendly.


Course assignments will include participation in two discussion groups and four assignments. In each assignment you will be asked to deal with a question relating to an interview you have seen.",Created by:  Technion - Israel Institute of Technology,"['Taught by:\xa0\xa0Prof. (Emeritus) Shlomo Maital, Prof. Shlomo Maital Sr. Research Fellow, S. Neaman Institute, Technion', 'Taught by:\xa0\xa0Dadi Perlmutter']",Rated 4.2 out of 5 of 18 ratings,See all 4 reviews,2018-05-30,"['Home', 'Business', 'Entrepreneurship']",Innovation Career Lessons from a Master,https://www.coursera.org/learn/startup-entrepreneurship-innovation-career-lessons
Course 7 of 7 in the Digital Marketing Specialization ,"6 weeks of study, 5-7 hours/week",,Pass all graded assignments to complete the course.,English,,4.4 starsAverage User Rating 4.4See what learners said,"About this course: The Capstone is the culminating project in the Digital Marketing Specialization. The corporate partner for the specialization is W.W. Grainger(http://www.grainger.com/) . They are the largest supplier of Maintenance, Repair and Operations (MRO) products. Millions of businesses and institutions worldwide rely on Grainger for pumps, motors, hand tools, janitorial supplies, fasteners and much more. In 2017, they had sales of US Dollar 10.4 Billion, and about 60% of orders originated online. 

You will be working on a problem specified by the Digital Marketing team at Grainger, to develop a channel strategy to increase sales of Bosch power tools on Grainger.com. 

You will have the opportunity to combine the tools and techniques obtained through all the courses in this specialization and apply them to a real business problem. The Capstone project will be 6 weeks long. You must take the Capstone project class after taking all the other courses in this Specialization.

This course is part of the iMBA offered by the University of Illinois, a flexible, fully-accredited online MBA at an incredibly competitive price. For more information, please see the Resource page in this course and onlinemba.illinois.edu.",Created by:  University of Illinois at Urbana-Champaign,"['Taught by:\xa0\xa0Aric Rindfleisch, John M. Jones Professor of Marketing', 'Taught by:\xa0\xa0Kevin Hartman, Visiting Professor & Head of Analytics at Google', 'Taught by:\xa0\xa0Rhiannon Clifton, Program Director', 'Taught by:\xa0\xa0Vishal Sachdev, Clinical Assistant Professor , Director, Illinois MakerLab', 'Taught by:\xa0\xa0Mike Yao, Associate Professor of Digital Media']",Rated 4.4 out of 5 of 227 ratings,See all 59 reviews,2018-05-30,"['Home', 'Business', 'Marketing']",Digital Marketing Capstone,https://www.coursera.org/learn/digital-marketing-capstone
,2 to 3 hours per week,,Pass all graded assignments to complete the course.,English,Beginner,4.9 starsAverage User Rating 4.9See what learners said,"About this course: Discover the mighty kingdom of Assyria, which came to be the world’s first great empire three thousand years ago. From the 9th to the 7th centuries BC, during the imperial phase of Assyria’s long history, modern day northern Iraq was the central region of a state reaching from the Mediterranean Sea to the Persian Gulf, and incorporating what is now Iraq, Syria, and Lebanon, as well as half of Israel, and wide parts of south-eastern Turkey, and Western Iran.

In its geographical extent, this state was unprecedentedly large, and the distinct geography of the Middle East, with deserts and high mountain ranges, posed challenges to communication and cohesion. What were the mechanisms that kept the Empire running? This course explores the methods the Assyrian government employed to ensure unity and maintain loyalty across vast distances, using traditional as well as innovative strategies. Some of these imperial techniques have marked parallels in the ways modern multi-national corporations are operating, others will strike you as profoundly alien.

This course focusses on how the Assyrians organised their empire by analysing key aspects, namely:

· The CEO – the king, a religious, political and military leader, who is charged to govern by his master, the god Assur;

· Home Office – the royal palace in the central region and the royal court that form the administrative centre of the state;

· The Regional Managers – the governors and client-rulers to whom local power is delegated;

· Human Resources – the Empire’s people are its most precious assets, its consumers and its key product, as the goal of the imperial project was to create “Assyrians”; an approach with lasting repercussions that still reverberate in the Middle East today; and finally

· The Fruits of Empire – it takes a lot of effort, so what are the rewards?

When we explore these topics we will contextualise them with information about the lives led by ordinary Assyrian families.

Taking this course will provide you with an overview of the political, social, religious, and military history of the world’s first superpower. It will give you insight into the geography and climatic conditions of the Middle East and contribute to your understanding of the opportunities and challenges of that region. It will present you with a vision of the Middle East at a time when its political and religious structures were very different from today.",Created by:  Ludwig-Maximilians-Universität München (LMU),"['Taught by:\xa0\xa0Karen Radner, Prof. Dr.']",Rated 4.9 out of 5 of 54 ratings,See all 19 reviews,2018-05-30,"['Home', 'Arts and Humanities', 'History']",Organising an Empire: The Assyrian Way,https://www.coursera.org/learn/organising-empire-assyrian-way
"Course 4 of 4 in the Hotel Management: Distribution, Revenue and Demand Management Specialization ","4 weeks of study, 2-4 hours/week",,Pass all graded assignments to complete the course.,English,,4.3 starsAverage User Rating 4.3See what learners said,"About this course: In this case study based exercise, you will apply the knowledge you have gained about distribution, revenue and demand management to a ‘real’ world case – Hotel “De l'étoile” - a prestigious upmarket internationally branded property in Paris that to the outside world seems to be doing well but is in fact unprofitable for its owner.

Actual data of the distribution performance, revenue management tactics, financial situation will be provided by the hotel partner.  In addition detailed information about the hotel’s competitive environment will be provided by several industry partners.  Video interviews with senior managers from the property will be used to supplement written material to create a more real world experience.

As the new Director of Business Development hired to help the hotel decide how to proceed, you will evaluate the hotel’s current policies and performance, making recommendations for improvements and and plan how best to implement them.",Created by:  ESSEC Business School,"[""Taught by:\xa0\xa0Peter O'Connor, Professor of information systems,  Director of the MBA in Hospitality Management""]",Rated 4.3 out of 5 of 30 ratings,See all 8 reviews,2018-05-30,"['Home', 'Business', 'Business Strategy']",Hôtel “De l'étoile” - a hotel in crisis? ,https://www.coursera.org/learn/hotel-management-project
Course 6 of 6 in the An Introduction to Programming the Internet of Things (IOT) Specialization ,"4 weeks of study, 2-3 hours/week",,Pass all graded assignments to complete the course.,English,,4.6 starsAverage User Rating 4.6See what learners said,"About this course: In this Capstone course, you will design a microcontroller-based embedded system. As an option, you can also build and test a system. The focus of your project will be to design the system so that it can be built on a low-cost budget for a real-world application. To complete this project you'll need to use all the skills you've learned in the course (programming microcontrollers, system design, interfacing, etc.). The project will include some core requirements, but leave room for your creativity in how you approach the project. In the end, you will produce a unique final project, suitable for showcasing to future potential employers.  

Note that for the three required assignments you do NOT need to purchase software and hardware to complete this course. There is an optional fourth assignment for students who wish to build and demonstrate their system using an Arduino or Raspberry Pi. Please also note that this course does not include discussion forums.

Upon completing this course, you will be able to:
1.       Write a requirements specification document
2.       Create a system-level design
3.       Explore design options
4.       Create a test plan","Created by:  University of California, Irvine","['Taught by:\xa0\xa0Ian Harris, Professor']",Rated 4.6 out of 5 of 186 ratings,See all 23 reviews,2018-05-30,"['Home', 'Physical Science and Engineering', 'Electrical Engineering']",Programming for the Internet of Things Project,https://www.coursera.org/learn/internet-of-things-project
,,,Pass all graded assignments to complete the course.,English,,4.8 starsAverage User Rating 4.8See what learners said,"About this course: Around the world, we are increasingly socially and economically interdependent. Health on one side of the globe affects people on the other. Global health, once merely an ethical consideration, now dominates discussions and policies of global security. A diverse team of experts in this emerging field has come together to help you contextualize your experiences as a new or seasoned global health responder. 

By the end of this course, you will be enlightened about the changing world you live in, and have a much better understanding of the machinations on how organizations and governments are striving to improve health worldwide.  You'll also learn how to keep yourself safe and be a savvy participant in the global health arena. You'll be prepared to travel and to take your skills to chronic/emergent situations and help respond to the pressing needs while participating in global health activities throughout the world.

Week one will serve as an introduction to global health concepts with a look at changing trends in the 21st century; urbanization, environmental stress and resource scarcity. During week two, we will dive into global health security: food, water, energy, and the threats of a changing climate. Week three will cover the global burden of disease, infectious disease, the rise of non-communicable diseases, mental health, and access to care. During week four, we will learn about the stakeholders in global health: NGOs, governments, non-state actors; understanding where the money comes from, how it is allocated and the challenges of measuring results; human rights: what are they and how are they protected? During week five, we move onto complex humanitarian emergencies: forced migrations, wars, response standards, and the legal basis for interventions. Finally, during week six, we will end our course by learning how to be an effective participant--caring for yourself: pre-travel preparation, understanding risks when traveling outside your home country, and physiologic vulnerability.

This course also serves as a prerequisite to the hands-on 'Global Health Responder' certification from the University of Colorado School of Medicine.  If you're interested in taking this 3-day hands on course-- offered throughout the world-- please go to coloradoWM.org or email our administrator: marisa.burton@ucdenver.edu.",Created by:  University of Colorado System,"['Taught by:\xa0\xa0Dr. Jay Lemery, MD, Associate Professor']",Rated 4.8 out of 5 of 21 ratings,See all 6 reviews,2018-05-30,"['Home', 'Life Sciences', 'Medicine and Healthcare']",Foundations for Global Health Responders,https://www.coursera.org/learn/ghresponder
