Basic Info,Commitment,Hardware Req,How To Pass,Language,Level,User Ratings,description,institutions,instructors,ratings,reviews,scrape_date,subjects,title,url
,8 hours,,Pass all graded assignments to complete the course.,"English, Subtitles: Spanish, Turkish",,4.8 starsAverage User Rating 4.8See what learners said,"About this course: This course will employ a non-technical approach to analyze how governments use policy to influence a country's economy. Upon completing the course you should be able to discuss national debts and deficits, examine fiscal and monetary policy and their appropriateness to the situation of an economy, and anticipate the results of fiscal and monetary policies and structural reform on a country. These concepts will give you the tools to develop your own position in many current economic debates, such as fiscal stimulus vs. austerity, the merits of quantitative easing, the need for higher interest rates or the future growth path of many modern economies.",Created by:  IE Business School,"['Taught by:\xa0\xa0Gayle Allard, Professor']",Rated 4.8 out of 5 of 607 ratings,See all 141 reviews,2018-05-30,"['Home', 'Social Sciences', 'Governance and Society']",Understanding economic policymaking,https://www.coursera.org/learn/economic-policy
Course 3 of 4 in the Introduction to Programming in C Specialization ,"4 weeks of study, 6–8 hours/week",,Pass all graded assignments to complete the course.,English,Beginner,4.1 starsAverage User Rating 4.1See what learners said,"About this course: The third course in the specialization Introduction to Programming in C introduces the programming constructs pointers, arrays, and recursion. Pointers provide control and flexibility when programming in C by giving you a way to refer to the location of other data. Arrays provide a way to bundle data by guaranteeing sequences of data are grouped together. Finally, recursive functions—functions that call themselves—provide an alternative to iteration that are very useful for implementing certain algorithms.",Created by:  Duke University,"['Taught by:\xa0\xa0Andrew D. Hilton, Assistant Professor of the Practice', 'Taught by:\xa0\xa0Anne Bracy, Senior Lecturer', 'Taught by:\xa0\xa0Genevieve M. Lipp, Adjunct Professor', 'Taught by:\xa0\xa0Liz Wendland']",Rated 4.1 out of 5 of 10 ratings,,2018-05-30,"['Home', 'Computer Science', 'Software Development']","Pointers, Arrays, and Recursion",https://www.coursera.org/learn/pointers-arrays-recursion
,"7 weeks of study, 1-2 hours per week",Nil,Pass all graded assignments to complete the course.,English,Beginner,4.6 starsAverage User Rating 4.6See what learners said,"About this course: The Discover Best Practice Farming for a Sustainable 2050 Course is based on a clear vision: imagine best practice farming for 2050, start to implement these strategies now, all the while making sure it will still be profitable. At UWA we're doing just that with the Future Farm 2050 Project, set on a mixed-enterprise farm in Western Australia and we want you to learn how it can be done in your part of the world.
Although this course is based on agriculture, it's not only about farming.  It is a multi-disciplinary course that addresses a wide range of issues confronting the industry, including rural communities, rural infrastructure and conservation of biodiversity in agriculture.
By completing this course you will understand that feeding and clothing the planet requires a multi-disciplinary approach
and upon completion you will be able to explain best practices of sustainable farming and apply them in new contexts.",Created by:  University of Western Australia,"['Taught by:\xa0\xa0Graeme Martin, Professor']",Rated 4.6 out of 5 of 35 ratings,See all 14 reviews,2018-05-30,"['Home', 'Life Sciences', 'Biology']",Discover Best Practice Farming for a Sustainable 2050,https://www.coursera.org/learn/best-practice-farming-sustainable-2050
,"8 weeks of study, 12-15 hours/week",,Pass all graded assignments to complete the course.,"English, Subtitles: Romanian, Spanish",,4.8 starsAverage User Rating 4.8See what learners said,"About this course: When do governments deserve our allegiance, and when should they be denied it? 

This course explores the main answers that have been given to this question in the modern West. We start with a survey of the major political theories of the Enlightenment: Utilitarianism, Marxism, and the social contract tradition. In each case, we begin with a look at classical formulations, locating them in historical context, but then shift to the contemporary debates as they relate to politics today.

Next, we turn to the rejection of Enlightenment political thinking, again exploring both classical and contemporary formulations. The last part of the course deals with the nature of, and justifications for, democratic politics, and their relations to Enlightenment and Anti-Enlightenment political thinking.

In addition to exploring theoretical differences among the various authors discussed, considerable attention is devoted to the practical implications of their competing arguments. To this end, we discuss a variety of concrete problems, including debates about economic inequality, affirmative action and the distribution of health care, the limits of state power in the regulation of speech and religion, and difficulties raised by the emerging threat of global environmental decay.",Created by:  Yale University,"['Taught by:\xa0\xa0Ian Shapiro, Sterling Professor of Political Science and Henry R. Luce Director']","Rated 4.8 out of 5 of 1,073 ratings",See all 217 reviews,2018-05-30,"['Home', 'Social Sciences', 'Governance and Society']",Moral Foundations of Politics ,https://www.coursera.org/learn/moral-politics
Course 6 of 6 in the Foundations of Marketing Analytics Specialization ,,,Pass all graded assignments to complete the course.,English,,3.7 starsAverage User Rating 3.7See what learners said,"About this course: This capstone project will give you an opportunity to apply what we have covered in the Foundations of Marketing Analytics specialization. By the end of this capstone project, you will have conducted exploratory data analysis, examined pairwise relationships among different variables, and developed and tested a predictive model to solve a marketing analytics problem.  It is highly recommended that you complete all courses within the Foundations of Marketing Analytics specialization before starting the capstone course.",Created by:  Emory University,"['Taught by:\xa0\xa0David Schweidel, Associate Professor of Marketing']",Rated 3.7 out of 5 of 3 ratings,,2018-05-30,"['Home', 'Business', 'Marketing']",Marketing Analytics Capstone Project,https://www.coursera.org/learn/marketing-analytics-project
,"6 weeks of study, 1-2 hours/week",,Pass all graded assignments to complete the course.,English,,4.8 starsAverage User Rating 4.8See what learners said,"About this course: Learn how debt and equity can be used to finance infrastructure investments and how investors approach infrastructure investments! 

According to the OECD, the global infrastructure investment requirement by 2030 for transport, electricity generation, transmission & distribution, and water & telecommunications totals to 71 trillion dollars. This figure represents about 3.5% of the annual World GDP from 2007 to 2030.

The European Commission estimated, that by 2020, Europe will need between 1.5 - 2 trillion Euros in infrastructure investments. Between 2011 and 2020, about 500 billion Euros will be required for the implementation of the Trans-European Transport Network (TEN-T) program, 400 billion Euros for Energy distribution networks and smart grids, 200 billion Euros on Energy transmission networks and storage, and 500 billion Euros for the upgrade and construction of new power plants. An additional 38 - 58 billion Euros and 181 - 268 billion Euros in capital investment will be needed to achieve the targets set by the European Commission for broadband diffusion.

Traditionally investments in infrastructure were financed using public sources. However, severe budget constraints and inefficient management of infrastructure by public entities have led to an increased involvement of private investors in the business. 

The course focuses on how private investors approach infrastructure projects from the standpoint of equity, debt, and hybrid instruments. 

The course concentrates on the practical aspects of project finance: the most frequently used financial techniques for infrastructure investments. The repeated use of real life examples and case studies will allow students to link the theoretical background to actual business practices.

In the end of the course, students will be capable of analyzing a complex transaction, identifying the key elements of a deal, and suggesting proper solutions for deal structuring from a financial advisor's perspective.

Course Format
The course will consist of lecture videos, readings, and talks given by guest speakers. Although we do hope you will attend the entire course, it is possible to just focus on single topics.

Suggested Readings
The course is designed to be self-contained, there are no obligatory readings that must be acquired outside of the course. 
For students interested in additional study material, you may refer to:
•	Gatti Stefano, ""Project Finance in theory and practice"", Academic Press, 2nd edition, 2012.",Created by:  Università Bocconi,"['Taught by:\xa0\xa0Stefano Gatti, Director ']",Rated 4.8 out of 5 of 467 ratings,See all 148 reviews,2018-05-30,"['Home', 'Business', 'Finance']",Financing and Investing in Infrastructure,https://www.coursera.org/learn/infrastructure-investing
,13 hours of videos and quizzes,,Pass all graded assignments to complete the course.,"Portuguese (Brazilian), Subtitles: English, Spanish, Portuguese (European), Chinese (Simplified)",,4.7 starsAverage User Rating 4.7See what learners said,"About this course: Neste curso, você conhecerá os princípios fundamentais da macroeconomia geralmente ensinados em cursos trimestrais ou semestrais para alunos de graduação ou MBA. E, talvez mais importante ainda, você também aprenderá a aplicar esses princípios a uma grande variedade de situações, tanto de sua vida particular quanto profissional. Assim, o Poder da Macroeconomia vai ajudá-lo a ser bem-sucedido em um ambiente globalizado e cada vez mais competitivo.

This is a translated version. To join the original English version, please visit this page https://www.coursera.org/learn/principles-of-macroeconomics","Created by:  University of California, Irvine","['Taught by:\xa0\xa0Dr. Peter Navarro, Professor']",Rated 4.7 out of 5 of 179 ratings,See all 48 reviews,2018-05-30,"['Home', 'Social Sciences', 'Economics']",O Poder da Macroeconomia: princípios da economia no mundo real (em Português),https://www.coursera.org/learn/macroeconomia-pt
,10-15 hours of videos and assignments,,Pass all graded assignments to complete the course.,"English, Subtitles: Romanian, Spanish",Beginner,4.7 starsAverage User Rating 4.7See what learners said,About this course: Effective altruism is built on the simple but unsettling idea that living a fully ethical life involves doing the most good one can. In this course you will examine this idea's philosophical underpinnings; meet remarkable people who have restructured their lives in accordance with it; and think about how effective altruism can be put into practice in your own life.,Created by:  Princeton University,"['Taught by:\xa0\xa0Peter Singer, Ira W. Decamp Professor of Bioethics']",Rated 4.7 out of 5 of 231 ratings,See all 51 reviews,2018-05-30,"['Home', 'Arts and Humanities', 'Philosophy']",Effective Altruism,https://www.coursera.org/learn/altruism
,"6 weeks of study, 2 hours/week",,Pass all graded assignments to complete the course.,English,Intermediate,4.4 starsAverage User Rating 4.4See what learners said,"About this course: If you're a software developer and new to blockchain, this is the course for you. Several experienced IBM blockchain developer advocates will lead you through a series of videos that describe high-level concepts, components, and strategies on building blockchain business networks. You'll also get hands-on experience modeling and building blockchain networks as well as create your first blockchain application. 

The first part of this course covers basic concepts of blockchain, and no programming skills are required. However, to complete three of the four labs, you must understand basic software object-oriented programming and how to use the command line. It's also helpful, but not required, that you can write code in JavaScript. 

When you complete the course, you should understand what a blockchain business network is, how to build and model a simple blockchain solution, and the role of the developer in creating blockchain applications. 

If you successfully complete the course, you'll receive a certificate of completion.  You'll need to pass several end-of-section quizzes and a final exam that include multiple choice, true and false, and fill in the blank questions. 

This course does not cover Bitcoin or cryptocurrency in detail.",Created by:  IBM,"['Taught by:\xa0\xa0Ant Cole, WW Blockchain Enablement', 'Taught by:\xa0\xa0Dave Gorman, Global Blockchain Labs Engagement ']",Rated 4.4 out of 5 of 717 ratings,See all 174 reviews,2018-05-30,"['Home', 'Computer Science', 'Software Development']",IBM Blockchain Foundation for Developers,https://www.coursera.org/learn/ibm-blockchain-essentials-for-developers
,"5 weeks of study, 2-3 hours/week",,Pass all graded assignments to complete the course.,English,Beginner,4.9 starsAverage User Rating 4.9See what learners said,"About this course: Seventy percent of kids drop out of sports before their high school graduation. Only 15% leave because they feel they are not good enough. Almost 70% leave because they were not having fun, or due to problems with the coach. Injuries cause 30% to give up sports. This course is packed full of practical sports science information that provide youth coaches and parents with the practical pediatric sports science insights to successfully retain young athletes and develop their sport potential while avoiding injury and overtraining. We begin by examining the multidimensional nature of coaching, the relevant sport motor performance abilities, the impact of growth and development on motor skills, the gene versus practice controversy, and briefly overview the body structures strengthened through training. Then we explore the athlete's energy supply, where this energy comes from, and how it matures along with the athlete. Finally, we examine the development of strength, power, anaerobic capacity, coordination and flexibility through the life span.

The optional text manual for this course is available at: http://www.learnitez.com/HighPerformanceScience/manuals/",Created by:  University of Florida,"['Taught by:\xa0\xa0Dr. Chris Brooks, Instructor']",Rated 4.9 out of 5 of 158 ratings,See all 48 reviews,2018-05-30,"['Home', 'Personal Development']",The Science of Training Young Athletes,https://www.coursera.org/learn/youth-sports
